simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,21.967180793538816,"10,34,40,48",0.02881682942236636,"10,34,40,48",36.48107536784032,"10,34,40,48"
1,22.801690381372378,"11,28,37,39",0.016742060001701586,"11,28,37,39",37.37610087385877,"11,28,37,39"
2,22.41765008553142,"6,19,21,45",0.01602384698955997,"6,19,21,45",0.018342058944864396,"6,19,21,45"
3,23.275072533289865,"13,21,26,39",0.020374422301471577,"13,21,26,39",0.020395983053354518,"13,21,26,39"
4,21.88091163657214,"3,16,39,40",0.01868284635288686,"3,16,39,40",0.022431461613523374,"3,16,39,40"
5,24.709095043772052,"5,6,10,33",0.0205043065825299,"5,6,10,33",0.01921146948762828,"5,6,10,33"
6,22.545172463607706,"0,3,23,36",0.03259617188080387,"0,3,23,36",0.03485023561286667,"0,3,23,36"
7,22.16978664627066,"6,26,30,38",0.013528563235656012,"6,26,30,38",0.01769034202972162,"6,26,30,38"
8,23.4920986039171,"6,11,12,34",0.023013995715639095,"6,11,12,34",0.022335305220955746,"6,11,12,34"
9,21.65057352753605,"14,16,41,45",0.012914068472190707,"14,16,41,45",0.016691044256461146,"14,16,41,45"
10,22.321735911561046,"9,10,14,42",0.013924695006455882,"9,10,14,42",0.023787628891379625,"9,10,14,42"
11,22.32764072694708,"30,34,37,41",0.013913487798078886,"30,34,37,41",0.013314181595398008,"30,34,37,41"
12,23.488586195198266,"25,27,45,46",0.01863413233642766,"25,27,45,46",0.02041392558392823,"25,27,45,46"
13,22.121267291592993,"12,22,31,41",0.0186583847240301,"12,22,31,41",0.014187114738324957,"12,22,31,41"
14,23.08331809425612,"1,17,42,49",0.023888059090660014,"1,17,42,49",0.02790168570560268,"1,17,42,49"
15,22.744154869348307,"30,38,44,46",0.013079311876604976,"30,38,44,46",0.01692267829066106,"30,38,44,46"
16,22.994979707128046,"2,4,24,49",0.03571574054257232,"2,4,24,49",0.02111352042002278,"2,4,24,49"
17,21.927881193647284,"9,13,21,45",0.013573342633831769,"9,13,21,45",0.014338445358459491,"9,13,21,45"
18,23.441430211090328,"2,25,41,42",0.014483664818859914,"2,25,41,42",0.019217342637811916,"2,25,41,42"
19,24.220372358581415,"4,11,14,21",0.01848213701576987,"4,11,14,21",0.013828612939660364,"4,11,14,21"
20,22.178461647881313,"14,34,36,43",0.015994485544392256,"14,34,36,43",0.01951076624176747,"14,34,36,43"
21,20.788179233948064,"3,4,21,38",0.025435315393675027,"3,4,21,38",0.026181725765318593,"3,4,21,38"
22,22.111341138671833,"2,5,34,43",0.021628536098357506,"2,5,34,43",0.02746749225236919,"2,5,34,43"
23,22.62576659106583,"1,17,25,34",0.022830706362788906,"1,17,25,34",23.03275922525007,"1,17,25,34"
24,21.690676790496447,"5,11,25,41",0.019994882121119245,"5,11,25,41",37.02971251411427,"5,11,25,41"
25,22.830738864741665,"1,2,5,38",0.014993331116633864,"1,2,5,38",0.013502924956900532,"1,2,5,38"
26,21.603147799448482,"0,18,26,41",0.02163794236229728,"0,18,26,41",0.023883517931645053,"0,18,26,41"
27,21.97651027719747,"6,13,39,49",0.014596984620116632,"6,13,39,49",34.74612575739712,"6,13,39,49"
28,21.24131135047887,"24,30,40,46",0.014336458123940871,"24,30,40,46",0.01680236985033165,"24,30,40,46"
29,22.613368026664514,"22,30,45,49",0.022079318242532203,"22,30,45,49",0.0201068111347767,"22,30,45,49"
30,23.054135749715694,"8,16,18,47",0.015641452183872855,"8,16,18,47",0.019318274271365163,"8,16,18,47"
31,23.221801767005164,"4,6,34,40",0.02589009800258837,"4,6,34,40",0.035384709878604655,"4,6,34,40"
32,22.515264538465868,"10,19,23,24",0.019573688811693978,"10,19,23,24",0.019348138679818678,"10,19,23,24"
33,21.736203597647606,"6,28,32,37",0.02126369024069197,"6,28,32,37",0.02351480483302238,"6,28,32,37"
34,21.96029213297567,"16,21,31,48",0.019188281206590236,"16,21,31,48",0.02895828567950308,"16,21,31,48"
35,21.634002565107885,"8,20,24,32",0.01251997055857011,"8,20,24,32",0.012644143054947266,"8,20,24,32"
36,23.10764986180341,"4,30,43,46",0.02409593440155362,"4,30,43,46",0.022507647009692437,"4,30,43,46"
37,22.26984954230945,"4,28,30,31",0.011430921087108203,"4,28,30,31",0.009989571704993901,"4,28,30,31"
38,21.18146852343055,"11,33,36,44",0.01847263617064651,"11,33,36,44",0.017541001618264704,"11,33,36,44"
39,21.680443526150068,"9,24,25,30",0.01936369658432272,"9,24,25,30",0.013064467801695834,"9,24,25,30"
40,22.443511449740985,"8,9,20,49",0.027531603014474552,"8,9,20,49",0.029620521308976463,"8,9,20,49"
41,24.198672018829317,"3,33,38,44",0.029737028509902216,"3,33,38,44",0.020843552578926727,"3,33,38,44"
42,21.605967290791124,"0,34,43,44",0.029892558912957133,"0,34,43,44",0.024044469048954114,"0,34,43,44"
43,20.10706548592765,"3,8,14,17",0.023241192210187073,"3,8,14,17",0.022071609929115218,"3,8,14,17"
44,21.41350939626277,"14,19,42,48",0.018183667165160927,"14,19,42,48",0.022987030172793972,"14,19,42,48"
45,23.643330555155256,"5,8,19,27",0.026697174884582037,"5,8,19,27",0.02611410298197822,"5,8,19,27"
46,21.87198284152514,"11,27,30,36",0.024593876964658878,"11,27,30,36",0.024290883704948925,"11,27,30,36"
47,24.345283451503143,"8,10,21,38",0.024896583605214,"8,10,21,38",37.172747357909934,"8,10,21,38"
48,22.979687549209906,"4,12,28,31",0.014741778763383302,"4,12,28,31",0.014171268374445406,"4,12,28,31"
49,21.563337617545663,"13,17,19,47",0.01539747533249512,"13,17,19,47",0.017600516455513904,"13,17,19,47"
50,21.834190992304137,"12,16,17,44",0.022653054618129158,"12,16,17,44",0.0165680396872676,"12,16,17,44"
51,22.674993044252776,"4,26,28,40",0.01744476350507996,"4,26,28,40",0.017793386363850038,"4,26,28,40"
52,23.40173679760406,"5,10,22,31",0.02230988785744,"5,10,22,31",0.015697917324856408,"5,10,22,31"
53,22.88464260446961,"6,15,35,38",0.026370012689063648,"6,15,35,38",36.20508663627681,"6,15,35,38"
54,23.359116987384677,"6,30,39,49",0.04195431616937056,"6,30,39,49",0.03674115233584691,"6,30,39,49"
55,24.105264930494553,"8,16,29,47",0.012869417203736213,"8,16,29,47",0.019410774535014847,"8,16,29,47"
56,23.53979272061686,"3,29,34,36",0.02108284490873549,"3,29,34,36",0.019274046466070026,"3,29,34,36"
57,24.136920716790584,"19,26,35,43",0.02823991251837557,"19,26,35,43",0.026070261962158645,"19,26,35,43"
58,23.699053262389555,"9,16,19,33",0.017787979308250806,"9,16,19,33",38.25062413754777,"9,16,19,33"
59,21.86006826841547,"6,23,31,44",0.013856729291983397,"6,23,31,44",0.019260772919498462,"6,23,31,44"
60,21.625681346619082,"3,19,30,43",0.02402115101267707,"3,19,30,43",37.269625367776605,"3,19,30,43"
61,24.800345899732957,"4,8,23,32",0.0230393071731924,"4,8,23,32",0.01760716802880102,"4,8,23,32"
62,23.044912859155456,"3,20,34,37",0.019469076229238613,"3,20,34,37",0.023262773150148054,"3,20,34,37"
63,21.491700071245152,"19,24,45,49",0.022185412460937328,"19,24,45,49",0.022973835890615652,"19,24,45,49"
64,22.274477221972994,"6,22,30,46",0.015878065488396938,"6,22,30,46",47.51944435159651,"6,30"
65,22.591570417299526,"6,14,15,28",0.014743075568425475,"6,14,15,28",0.015001199506637405,"6,14,15,28"
66,23.591660072362938,"2,24,25,26",0.023343496569869438,"2,24,25,26",0.024674665857851035,"2,24,25,26"
67,20.144763336760853,"9,11,39,45",0.015482643340675575,"9,11,39,45",0.015505697315763947,"9,11,39,45"
68,22.926359677635993,"2,6,18,21",0.024780952023259688,"2,6,18,21",0.025333201058438164,"2,6,18,21"
69,25.657490358484814,"9,11,15,40",0.02819148430832378,"9,11,15,40",0.03406362718086989,"9,11,15,40"
70,23.246113830275327,"5,14,27,46",0.023278659832337113,"5,14,27,46",0.017879417802636,"5,14,27,46"
71,21.1134427895471,"11,12,28,42",0.016860810926122776,"11,12,28,42",0.024648438487964778,"11,12,28,42"
72,21.25062548236957,"1,2,15,41",0.01812815101429212,"1,2,15,41",0.01602676873512359,"1,2,15,41"
73,24.01460470809772,"13,17,34,48",0.02311090151893412,"13,17,34,48",0.024852031995606417,"13,17,34,48"
74,22.7808393895177,"13,16,26,37",0.020482082464840505,"13,16,26,37",0.019122100699931706,"13,16,26,37"
75,23.965494029734547,"8,22,24,30",0.01775903246528691,"8,22,24,30",0.011073632417481216,"8,22,24,30"
76,23.21099556266892,"7,20,21,39",0.019466908701673745,"7,20,21,39",0.01618000070490026,"7,20,21,39"
77,21.905002190558704,"9,17,28,45",0.01522487134404599,"9,17,28,45",0.013147405114781036,"9,17,28,45"
78,23.37376990178025,"4,32,44,49",0.017081843055855167,"4,32,44,49",0.019507214972991835,"4,32,44,49"
79,22.252534465660748,"11,14,29,47",0.014264243135664031,"11,14,29,47",0.013374199464514786,"11,14,29,47"
80,22.530870698553823,"3,29,35,41",0.03432264889544028,"3,29,35,41",0.01817984007424935,"3,29,35,41"
81,20.719984881189703,"3,10,32,49",0.01807470495604813,"3,10,32,49",0.019253825528778086,"3,10,32,49"
82,23.165416678340456,"10,33,39,49",0.02206372219582534,"10,33,39,49",38.24596692403373,"10,33,39,49"
83,23.9026423813149,"25,31,34,36",0.02356725986152627,"25,31,34,36",0.026842634812204103,"25,31,34,36"
84,22.44197506047248,"19,20,22,41",0.018405485390871796,"19,20,22,41",25.425109371904924,"19,20,22,41"
85,23.83040355096484,"5,15,18,28",0.01814306219170399,"5,15,18,28",0.022602157905698094,"5,15,18,28"
86,22.990827880055537,"13,20,33,45",0.019030082395468786,"13,20,33,45",0.017844150738579877,"13,20,33,45"
87,23.11117117390451,"4,6,38,41",0.026806188534026193,"4,6,38,41",0.01947850433836795,"4,6,38,41"
88,21.258074257106017,"9,22,24,28",0.02276388594066217,"9,22,24,28",0.011598407874060886,"9,22,24,28"
89,22.918690444888526,"0,13,25,31",0.015880303007919053,"0,13,25,31",0.019618800536781188,"0,13,25,31"
90,22.985621087500494,"9,27,44,47",0.01910026699907906,"9,27,44,47",0.031975048155971526,"9,27,44,47"
91,22.33776576398684,"13,23,37,48",0.025941703517792476,"13,23,37,48",39.00673686067086,"13,23,37,48"
92,21.574953519817058,"10,17,18,42",0.01301124141990137,"10,17,18,42",0.013494136938173909,"10,17,18,42"
93,23.13967180922209,"3,34,39,42",0.02339406289995716,"3,34,39,42",0.02281302296817952,"3,34,39,42"
94,23.04806629129977,"5,27,28,34",0.02964586968029988,"5,27,28,34",40.33634625100805,"5,27,28,34"
95,22.931901195978366,"16,17,33,35",0.017116489033109944,"16,17,33,35",39.73820452959515,"16,17,33,35"
96,23.86505574664072,"11,13,34,45",0.02008137050965358,"11,13,34,45",0.01703996365395169,"11,13,34,45"
97,21.780734929368474,"1,4,8,35",0.015242423164570942,"1,4,8,35",0.012455651441269073,"1,4,8,35"
98,23.216413256983305,"4,10,15,35",0.018169110439866954,"4,10,15,35",0.014860597022357471,"4,10,15,35"
99,24.235327933448534,"12,26,37,48",0.018201054264092714,"12,26,37,48",0.025541281850713828,"12,26,37,48"
100,22.660765296242825,"4,17,37,41",0.028109284264168043,"4,17,37,41",0.027357552680960105,"4,17,37,41"
101,21.878326891990678,"5,16,44,46",0.01545682606594103,"5,16,44,46",0.01976257736712305,"5,16,44,46"
102,21.41988336408744,"16,20,24,31",0.022306057296644775,"16,20,24,31",0.021922336728508948,"16,20,24,31"
103,22.488197326292205,"33,35,44,47",0.01602400494473791,"33,35,44,47",0.031354638099916794,"33,35,44,47"
104,22.787024681804613,"1,12,15,46",0.008110872815715315,"1,12,15,46",0.01000267590380145,"1,12,15,46"
105,23.765048502897468,"0,26,35,48",0.027322895882066496,"0,26,35,48",0.036376618235137215,"0,26,35,48"
106,22.86881267962894,"6,22,34,47",0.019662901560877615,"6,22,34,47",24.051106199030343,"6,22,34,47"
107,23.213677085059324,"7,9,34,39",0.02873101298623308,"7,9,34,39",35.39575008863147,"7,9,34,39"
108,22.58686881229983,"12,25,37,48",0.033237561723747235,"12,25,37,48",0.03522783175029146,"12,25,37,48"
109,22.89559967792597,"6,8,28,43",0.018057297080011962,"6,8,28,43",0.020485955966814236,"6,8,28,43"
110,21.955844469396194,"25,32,33,38",0.01583799136242953,"25,32,33,38",0.014498311720093839,"25,32,33,38"
111,22.293312645768932,"6,7,26,33",0.013209391988172375,"6,7,26,33",0.023803691800641343,"6,7,26,33"
112,22.859554558807773,"31,33,39,47",0.030862285364942534,"31,33,39,47",34.075743569813355,"31,33,39,47"
113,21.963186152669948,"6,16,24,40",0.023289045543876292,"6,16,24,40",0.02448423239000629,"6,16,24,40"
114,22.957412109533056,"11,33,45,48",0.0349717127828304,"11,33,45,48",0.01724612691857376,"11,33,45,48"
115,23.596014450305532,"19,20,38,47",0.02291268323546828,"19,20,38,47",0.03191264611782278,"19,20,38,47"
116,21.802506020821514,"11,24,30,42",0.018516674670136967,"11,24,30,42",0.038053948751116576,"11,24,30,42"
117,22.016552097008557,"10,25,40,45",0.01991649470111242,"10,25,40,45",35.95173598494259,"10,25,40,45"
118,24.867859494735246,"15,18,37,43",0.007278192770684598,"15,18,37,43",0.015332893880119542,"15,18,37,43"
119,21.562125757014353,"12,37,43,45",0.025537110987606918,"12,37,43,45",0.028071273931303646,"12,37,43,45"
120,21.47662167948487,"1,14,32,35",0.0248874896894668,"1,14,32,35",0.025006147481025493,"1,14,32,35"
121,24.537276179113302,"19,27,39,44",0.013183417447506916,"19,27,39,44",0.008275049340561709,"19,27,39,44"
122,22.4342072808961,"3,43,45,46",0.02349621442687153,"3,43,45,46",0.016951542086521564,"3,43,45,46"
123,15.03129424814023,"27,37,39,43",0.025507031568228082,"27,37,39,43",15.507964800411404,"27,37,39,43"
124,22.128860908740215,"9,11,25,27",0.015482350351146354,"9,11,25,27",0.018813882751728614,"9,11,25,27"
125,23.493999110302543,"0,3,14,17",0.019356662812235997,"0,3,14,17",0.0196213741043333,"0,3,14,17"
126,23.548161922772817,"1,6,43,46",0.025513100412127315,"1,6,43,46",38.831453497734834,"1,6,43,46"
127,23.60262663036166,"2,8,10,13",0.026656960712465073,"2,8,10,13",0.02844282562154739,"2,8,10,13"
128,22.5954783417545,"23,36,37,44",0.021585864352852736,"23,36,37,44",37.323982111981636,"23,36,37,44"
129,22.18110873957826,"11,37,39,40",0.014692306998080717,"11,37,39,40",36.43687318053137,"11,37,39,40"
130,21.47681015338443,"16,23,24,26",0.012916553224164705,"16,23,24,26",37.477443651369896,"16,23,24,26"
131,21.800192318140926,"2,7,27,43",0.025876193256559196,"2,7,27,43",0.02514855490299594,"2,7,27,43"
132,21.065263143127403,"16,23,42,47",0.014645109271899227,"16,23,42,47",12.9580024929475,"16,23,42,47"
133,21.850854752939775,"13,23,38,46",0.013129116316620892,"13,23,38,46",0.019186220880659518,"13,23,38,46"
134,22.59980287779837,"11,36,37,42",0.01826551310452217,"11,36,37,42",49.09741458889541,"11,36,37,42"
135,21.314714385614174,"14,20,24,47",0.01185852224826346,"14,20,24,47",0.012025282186645385,"14,20,24,47"
136,22.308776110851984,"11,13,29,48",0.01637317809164354,"11,13,29,48",0.015599760764365714,"11,13,29,48"
137,23.172751782245044,"17,22,24,28",0.024004482051515126,"17,22,24,28",14.764008379935389,"17,22,24,28"
138,23.146997605094953,"9,29,36,47",0.007744903587325356,"9,29,36,47",0.01245318852416824,"9,29,36,47"
139,23.059516257870666,"2,26,43,46",0.009849304787780379,"2,26,43,46",35.944550061133334,"2,26,43,46"
140,22.468298813246154,"5,9,12,29",0.02532343137281739,"5,9,12,29",0.014840497669147981,"5,9,12,29"
141,22.108807365349396,"4,8,9,10",0.01330188916093006,"4,8,9,10",38.28058674080549,"4,8,9,10"
142,23.910004471289902,"14,16,26,48",0.013918730621618663,"14,16,26,48",40.08714596805356,"14,16,26,48"
143,22.413510715522815,"0,13,32,48",0.021397791190288635,"0,13,32,48",37.13747531277461,"0,13,32,48"
144,21.72115686497648,"15,41,43,44",0.006913325442040801,"15,41,43,44",0.007577027451225301,"15,41,43,44"
145,22.892928859714733,"9,30,43,48",0.01091873854802156,"9,30,43,48",36.5802666109042,"9,30,43,48"
146,23.331092143154223,"14,31,34,40",0.01538204043534652,"14,31,34,40",40.43344085577206,"14,31,34,40"
147,20.517794506263716,"7,31,37,45",0.010764484029155525,"7,31,37,45",23.521269147654166,"7,31,37,45"
148,22.38589811188612,"16,21,29,33",0.019217833426771996,"16,21,29,33",11.271374879818474,"16,21,29,33"
149,24.405734378516833,"26,36,42,46",0.027601229418118867,"26,36,42,46",37.0413113496758,"26,36,42,46"
150,23.180474655133636,"9,23,47,48",0.015227935578105896,"9,23,47,48",60.43850529288623,
151,21.351312191433795,"0,10,29,40",0.02069974657716169,"0,10,29,40",37.7441304682557,"0,10,29,40"
152,21.687660173394423,"5,25,37,42",0.013165498966130501,"5,25,37,42",0.009388291184427761,"5,25,37,42"
153,23.511416937796383,"7,11,15,36",0.027652841209957188,"7,11,15,36",57.781995766588196,11
154,22.645741722727504,"5,11,28,33",0.023505363843375367,"5,11,28,33",0.029899567101059142,"5,11,28,33"
155,24.01614185982012,"12,28,46,47",0.013454628726480483,"12,28,46,47",37.32484402026773,"12,28,46,47"
156,21.57313619406529,"2,10,28,49",0.010737908015426744,"2,10,28,49",35.46772401275805,"2,10,28,49"
157,24.51170688666048,"1,33,39,40",0.013409254522247298,"1,33,39,40",0.009588237693066506,"1,33,39,40"
158,22.75646967654478,"0,12,30,47",0.010346213643799047,"0,12,30,47",54.374276721071524,
159,25.385479991558093,"1,2,4,48",0.021728855847417617,"1,2,4,48",0.023286940375373735,"1,2,4,48"
160,22.560745309460007,"2,16,41,48",0.016383036233604157,"2,16,41,48",0.016955771489151398,"2,16,41,48"
161,23.20370099770207,"8,9,30,47",0.036870952529159375,"8,9,30,47",0.025858408096591384,"8,9,30,47"
162,22.633236175322384,"2,35,45,47",0.008291248021373016,"2,35,45,47",36.54513737282658,"2,35,45,47"
163,20.59986368968748,"20,35,44,45",0.013441622635255198,"20,35,44,45",0.01439661642915275,"20,35,44,45"
164,22.30708402192289,"9,11,38,49",0.01998767336826322,"9,11,38,49",0.010322136713859047,"9,11,38,49"
165,23.314197591210213,"12,17,28,48",0.024477351225914216,"12,17,28,48",36.197033868628615,"12,17,28,48"
166,22.174225921937715,"20,25,30,47",0.014267912863584975,"20,25,30,47",34.623772527278305,"20,25,30,47"
167,24.204955400364437,"4,14,17,26",0.02714589076609492,"4,14,17,26",0.03218100535700639,"4,14,17,26"
168,20.85707824201973,"13,34,35,40",0.017334588034917296,"13,34,35,40",54.98210092663783,40
169,22.879649064215236,"26,37,41,46",0.01736375342863701,"26,37,41,46",0.012944529862487507,"26,37,41,46"
170,21.188893545758024,"3,26,39,48",0.014148093776639902,"3,26,39,48",22.66787621027551,"3,26,39,48"
171,20.937881554355716,"24,26,41,49",0.011043568621894656,"24,26,41,49",0.00662345951891487,"24,26,41,49"
172,22.43118795339104,"0,10,16,49",0.014723970123337348,"0,10,16,49",0.01456998585070237,"0,10,16,49"
173,23.29890209277138,"5,9,13,35",0.016952619304418624,"5,9,13,35",14.52809159244209,"5,9,13,35"
174,22.287641123637194,"0,11,26,38",0.0272471205354123,"0,11,26,38",0.03447590912533612,"0,11,26,38"
175,23.996961592936387,"1,2,12,21",0.017608838773639158,"1,2,12,21",56.83675431310215,21
176,22.036944960540502,"8,13,33,44",0.01940699920210646,"8,13,33,44",0.011311732129040868,"8,13,33,44"
177,23.941736435915633,"9,21,30,44",0.016401664807377727,"9,21,30,44",50.80460362159587,"9,44"
178,21.066199635352902,"24,36,37,41",0.014366940217338843,"24,36,37,41",38.77418864116249,"24,36,37,41"
179,21.46087453913858,"27,31,35,39",0.01492671667415421,"27,31,35,39",54.082341652551314,27
180,23.900073115067386,"2,14,35,45",0.0179811748552572,"2,14,35,45",0.016095282404059403,"2,14,35,45"
181,22.53707428301594,"7,29,38,42",0.02110013705687298,"7,29,38,42",0.01643605866721458,"7,29,38,42"
182,22.435653358761172,"15,16,21,47",0.017613070370209757,"15,16,21,47",49.614232954460405,"16,47"
183,22.790501693458705,"10,12,46,48",0.01862252400740484,"10,12,46,48",55.73769858854905,46
184,24.05948424301789,"4,13,29,36",0.019695504883707655,"4,13,29,36",53.39208180543071,"4,13,29,36"
185,22.67192110016856,"1,11,29,40",0.02533263173450694,"1,11,29,40",0.027313814865582133,"1,11,29,40"
186,21.5201941645014,"4,6,26,42",0.015832197031933865,"4,6,26,42",0.028672006076106385,"4,6,26,42"
187,23.90517028813818,"12,15,41,49",0.01583099556041149,"12,15,41,49",66.739961231414,
188,23.789074370983453,"5,18,30,39",0.021989118096729893,"5,18,30,39",0.01674579065191995,"5,18,30,39"
189,21.12099116393037,"23,29,32,48",0.012507356448711754,"23,29,32,48",0.014108119892091323,"23,29,32,48"
190,23.44394619466704,"5,16,28,32",0.0160492893938577,"5,16,28,32",40.13350618393965,"5,16,28,32"
191,23.654722924720904,"6,9,20,38",0.009611295246813732,"6,9,20,38",33.359033171010495,"6,9,20,38"
192,21.554568696372602,"6,7,25,43",0.015571988851978885,"6,7,25,43",55.35173841050887,25
193,23.505444894693245,"1,20,33,45",0.0120117896265424,"1,20,33,45",37.004080981998015,"1,20,33,45"
194,23.70851723350102,"2,6,9,36",0.021078108440053634,"2,6,9,36",0.026099638966183083,"2,6,9,36"
195,22.01208383689754,"10,28,43,48",0.019603646071528567,"10,28,43,48",60.70689038871711,
196,22.582197761082266,"14,17,31,47",0.012235985682430613,"14,17,31,47",0.0109389673725062,"14,17,31,47"
197,23.952800502364646,"6,11,12,40",0.009899841534417985,"6,11,12,40",40.62129264813644,"6,11,12,40"
198,23.10079205317161,"4,12,22,48",0.010837203504573772,"4,12,22,48",57.74443819493299,
199,22.667998130145484,"1,12,28,35",0.017735484125612294,"1,12,28,35",0.015493465398153211,"1,12,28,35"
200,24.164641633100743,"8,23,30,32",0.01775873408830069,"8,23,30,32",0.013362405002762567,"8,23,30,32"
201,22.574528081481912,"4,12,32,36",0.011466927927544703,"4,12,32,36",0.014876926586800055,"4,12,32,36"
202,22.16456309987785,"8,10,25,40",0.018552605630520906,"8,10,25,40",14.280996651016926,"8,10,25,40"
203,24.030986104989402,"2,7,10,30",0.013546077444715305,"2,7,10,30",0.013625278023678643,"2,7,10,30"
204,21.101820756351977,"10,12,36,45",0.016893180539169415,"10,12,36,45",0.013299783492988293,"10,12,36,45"
205,21.34875712247371,"20,22,35,48",0.015144841973304912,"20,22,35,48",63.322273682991565,
206,23.993956270639153,"1,35,37,39",0.016787483936882425,"1,35,37,39",58.779986309830804,
207,22.942025586894815,"5,9,35,47",0.033389887966839824,"5,9,35,47",38.45191507513364,"5,9,35,47"
208,23.218959898966677,"4,34,40,49",0.01992464294680194,"4,34,40,49",0.018440028212882802,"4,34,40,49"
209,21.539901507980147,"3,5,20,49",0.021970614913908,"3,5,20,49",0.020474171573551955,"3,5,20,49"
210,23.30813177930555,"0,2,18,49",0.012559434440187412,"0,2,18,49",24.366712722957104,"0,2,18,49"
211,22.133298101299907,"29,31,47,49",0.014875435054408982,"29,31,47,49",0.018030315356854214,"29,31,47,49"
212,23.422707597555526,"9,31,35,37",0.011382408741257321,"9,31,35,37",38.40420952388282,"9,31,35,37"
