simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,23.423000270692405,"6,7,18,45",0.026853131930116528,"6,7,18,45",61.877506872279625,
1,23.891023847193456,"10,18,19,21",0.02296571355480487,"10,18,19,21",62.784635064551296,
2,23.579355280857804,"9,14,34,44",0.01805903042903195,"9,14,34,44",55.73214479857699,
3,23.510960606802133,"8,18,26,39",0.010671402209349133,"8,18,26,39",58.80605674460295,
4,22.35397244773429,"3,8,34,45",0.029364882881124113,"3,8,34,45",55.794422640154025,
5,22.059626064322376,"1,11,19,41",0.026095414815615642,"1,11,19,41",55.31484646322809,
6,22.55661971820837,"0,4,8,45",0.027441424219726177,"0,4,8,45",54.08004515396218,
7,24.19091646350008,"3,8,17,31",0.02113313729047167,"3,8,17,31",64.33162937797003,
8,24.93664804198126,"27,34,42,44",0.020591998848778333,"27,34,42,44",52.193589779237655,
9,22.228152011524642,"6,35,37,40",0.036060898447296,"6,35,37,40",56.035620406527066,
10,22.24672850852795,"11,15,19,24",0.020732566921194715,"11,15,19,24",60.89350846531599,
11,23.319404454421594,"11,16,22,25",0.02646757938721597,"11,16,22,25",54.19862192464983,16
12,23.44298140817203,"10,18,22,44",0.032309984047695535,"10,18,22,44",61.494239365072744,
13,23.944460940497844,"1,14,33,49",0.03148438893103338,"1,14,33,49",56.17950672736993,14
14,22.108012003717857,"13,16,36,45",0.02972437381026502,"13,16,36,45",35.38373179858923,"13,16,36,45"
15,22.436929384003054,"1,7,23,28",0.02806704385881015,"1,7,23,28",52.00248883697082,
16,24.315636564228576,"8,9,15,35",0.018013856796388582,"8,9,15,35",61.229543720931325,9
17,23.230880855909344,"10,17,36,48",0.03133319201626818,"10,17,36,48",57.71723401304442,
18,23.526288213201855,"9,37,42,46",0.02103377026884904,"9,37,42,46",58.05709838052808,
19,22.12506828200686,"1,6,24,32",0.03977895665262838,"1,6,24,32",55.366090425654036,32
20,21.105776983619332,"0,8,18,26",0.014994978491177391,"0,8,18,26",55.83607683862247,
21,23.762989304079586,"7,15,45,47",0.02342757168830931,"7,15,45,47",57.14294437635581,
22,22.142656522028314,"6,17,42,48",0.028075888207859077,"6,17,42,48",58.363383406416006,
23,23.14725438045086,"31,33,43,48",0.028764756469563117,"31,33,43,48",59.347993739447446,
24,21.636413179392296,"10,22,37,43",0.028176002818002047,"10,22,37,43",56.94796354735936,
25,23.66645807569677,"13,19,29,38",0.022021570029711057,"13,19,29,38",35.40961781447407,"13,19,29,38"
26,22.56786308574631,"4,20,22,44",0.03189444525349992,"4,20,22,44",55.85895540593887,
27,24.39606447028055,"13,16,31,34",0.036328225769559706,"13,16,31,34",56.2250403274748,
