simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,21.733970869732325,"15,34,35,37",60.75170345689316,,60.78439050941839,
1,24.543052306167112,"10,13,22,37",19.93632579585065,"10,13,22,37",57.077548019561476,37
2,24.0808450583285,"7,9,15,44,48",53.35162916885185,"44,48",60.52131770574858,
3,25.152092176992852,"3,16,18,28",20.774662228414677,"3,16,18,28",56.495026832421196,
4,22.75899627435759,"14,23,33,42",49.88886726006121,"33,42",56.55781733967844,
5,24.626756733328644,"1,26,28,43",16.04342941925484,"1,26,28,43",55.48012614880342,
6,32.91103894973399,"6,14,27,30",40.214561900206895,"6,14,27,30",59.67592530485784,
7,21.055774614757276,"1,2,47,49",45.39706094608301,"2,47",57.901564499530025,2
8,24.519724360576845,"26,30,40,42",38.701826635047965,"26,30,40,42",60.39931401716533,
9,24.7924902415654,"8,24,25,35",56.388513716231984,24,57.33604559090926,
10,25.16809073380941,"6,35,45,49",33.81139802365413,"6,35,45,49",52.578299951992825,
11,22.734095090281784,"28,32,33,47",35.247767617787595,"28,32,33,47",57.07563792387415,
12,22.869354757969578,"15,26,37,38",47.864058815536254,"26,37",62.210886732801384,
13,30.48451040667024,"1,4,6,29",57.799988493447636,29,58.62164713876777,
14,25.88060823060465,"3,31,41,46",19.628861557327504,"3,31,41,46",62.33719055554125,
15,24.148393097613432,"5,13,21,36",58.5078193224746,36,58.29470801377189,
16,24.66893749852891,"0,2,17,28",16.59215284257056,"0,2,17,28",63.84499451268405,
17,22.330330861683787,"2,18,41,49",19.460114009080797,"2,18,41,49",57.95420883823953,
18,22.527179813791868,"9,23,26,29",54.64819749848335,23,54.21546346251025,
19,23.95850605078575,"3,5,6,31",50.425768473612784,"5,6",59.04156890281653,
20,23.444179212577676,"6,11,23,40",15.560605718325034,"6,11,23,40",53.738042594385234,
21,23.51795897193482,"4,5,7,47",54.12442281621774,7,55.00101713952234,
22,22.993149449335434,"20,23,30,36",38.846196729504626,"20,23,30,36",60.1447036312422,
23,22.733798151606724,"2,17,24,37",39.08788248282547,"2,17,24,37",59.5130319647744,
24,22.53992500022814,"5,16,34,46",15.99601023196194,"5,16,34,46",59.66055482005444,
25,23.50249150664184,"1,8,19,44",16.15878176566981,"1,8,19,44",55.6042819701522,
26,23.816638308978224,"7,16,28,31",15.291736116250595,"7,16,28,31",63.03268573355037,
27,25.237380658532608,"13,14,22,33",37.41333658360706,"13,14,22,33",59.55926550766516,
28,22.516703828936066,"2,10,28,39",39.00779901414708,"2,10,28,39",54.216953065750076,
29,24.175810049612796,"4,19,30,43",42.319092831648874,"4,19,30,43",59.28997112920101,
30,23.793585712244774,"14,33,35,48",38.52033473394478,"14,33,35,48",59.575218045636355,
31,42.07822950816303,"5,19,34,35",19.247999679530015,"5,19,34,35",55.47711334749618,
32,24.355582911872123,"4,16,31,40",59.03926427181026,40,60.53275035195863,
33,25.885516356805244,"7,13,31,40",27.361647239458506,"7,13,31,40",53.83386351678455,"7,13"
34,24.20950673875817,"24,27,33,43",41.205361886062924,"24,27,33,43",58.72465369650196,
35,22.338151718342377,"12,19,36,44",18.07806633420079,"12,19,36,44",57.17925711311125,
36,24.565849290692242,"19,20,23,26",16.78244142923602,"19,20,23,26",62.62676878027721,
37,23.230371907694412,"14,15,33,34",51.22142363858766,"14,15,33,34",57.454742474985316,
38,21.267705560946588,"17,29,30,44",22.200002411960295,"17,29,30,44",57.879437427207144,
39,24.46697933694715,"15,21,24,36",14.486070025403038,"15,21,24,36",53.178501261045604,
40,24.369568031193275,"4,13,38,47",39.53679467984401,"4,13,38,47",57.56993134690448,
41,22.924834641993563,"4,9,12,34",17.570148058142735,"4,9,12,34",58.82195335731578,
42,24.80428802045503,"8,32,35,38",39.91077698326207,"8,32,35,38",54.191031781762284,8
43,24.10739578503403,"0,11,34,43",38.75109916526267,"0,11,34,43",58.199195067810955,
