simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,21.15907812729192,"6,21,23,32",0.011572851929153902,"6,21,23,32",0.7879135730111371,"6,21,23,32"
1,21.560969665686297,"21,22,32,35",0.006428614321116997,"21,22,32,35",0.8484598952754427,"21,22,32,35"
2,24.496034555078836,"19,27,45,48",0.016971801593247824,"19,27,45,48",0.0109448641519688,"19,27,45,48"
3,21.687828227216066,"4,20,40,45",0.01731953256771918,"4,20,40,45",0.7399122533416745,"4,20,40,45"
4,22.471722508100452,"2,25,39,42",0.012570832488065115,"2,25,39,42",0.8539330387284783,"2,25,39,42"
5,23.784504907644312,"27,36,41,46",0.040318972643707374,"27,36,41,46",0.020198502926111986,"27,36,41,46"
6,22.897031701397015,"3,9,19,46",0.541504269197204,"3,9,19,46",0.06192009504474823,"3,9,19,46"
7,21.964003187730864,"2,35,45,48",0.018263624676014764,"2,35,45,48",0.7140090602349298,"2,35,45,48"
8,22.515439016870296,"31,35,36,42",0.14925159663261597,"31,35,36,42",0.02428947381487866,"31,35,36,42"
9,15.306393147124995,"3,17,30,33",0.025583983940623382,"3,17,30,33",1.081609929693935,"3,17,30,33"
10,24.23918916008514,"2,8,41,46",0.009793168130789945,"2,8,41,46",0.01624427233501693,"2,8,41,46"
11,22.543805627962087,"23,34,39,46",0.017895183032815523,"23,34,39,46",0.010993696379809945,"23,34,39,46"
12,22.0633299161476,"24,32,44,49",0.005271954093780662,"24,32,44,49",1.579617276388627,"24,32,44,49"
13,24.643067148972495,"23,26,33,35",0.01074039185809475,"23,26,33,35",0.025031206746262812,"23,26,33,35"
14,24.917146665697295,"8,17,34,49",0.5823085059158127,"8,17,34,49",0.008722568987828439,"8,17,34,49"
15,15.04238765796431,"1,5,32,46",0.803075204222868,"1,5,32,46",0.9336487260073618,"1,5,32,46"
16,20.949492003855283,"29,35,39,48",0.03574726073857223,"29,35,39,48",0.01535338996853998,"29,35,39,48"
17,13.685835059670076,"7,8,14,39",0.30289741321598446,"7,8,14,39",1.1561004026386958,"7,8,14,39"
18,22.982436246846305,"2,12,26,33",0.009746081771012629,"2,12,26,33",0.026418316264101606,"2,12,26,33"
19,0.022055943065871893,"16,19,33,47",0.43721330935105734,"16,19,33,47",0.0321131767920453,"16,19,33,47"
20,13.707541329424002,"13,30,37,42",0.6441704557562606,"13,30,37,42",0.01581704302619371,"13,30,37,42"
21,24.146482643200915,"22,30,43,48",0.018371390472653983,"22,30,43,48",1.0941358747910928,"22,30,43,48"
22,23.48692071878173,"2,27,40,45",0.008568696315852503,"2,27,40,45",0.043199081153896444,"2,27,40,45"
23,22.75219256558855,"8,23,28,43",0.00976339928938743,"8,23,28,43",0.013183791306709903,"8,23,28,43"
24,22.925350575847865,"4,16,33,40",0.3928622341370341,"4,16,33,40",0.01711452954696164,"4,16,33,40"
25,0.03412659979439903,"4,34,38,46",0.01888625862426514,"4,34,38,46",0.9615145525873326,"4,34,38,46"
26,21.688854298248415,"2,6,12,23",0.0076363618096149406,"2,6,12,23",0.01060431084247384,"2,6,12,23"
27,21.877145274428315,"32,35,40,44",0.01196939010678761,"32,35,40,44",1.8026171972940315,"32,35,40,44"
28,22.747490442964846,"9,10,15,28",0.6448538108914227,"9,10,15,28",0.9047919600783562,"9,10,15,28"
29,22.69828161535682,"5,9,27,33",0.010195211342459211,"5,9,27,33",0.008213121109745671,"5,9,27,33"
30,16.01844551572444,"7,16,41,47",0.00931104511474401,"7,16,41,47",0.01864661121622926,"7,16,41,47"
31,14.829844087144014,"11,38,41,47",0.5122477102774917,"11,38,41,47",0.013731865295369877,"11,38,41,47"
32,24.492634397670667,"35,36,38,49",0.012611155862209646,"35,36,38,49",0.6157884302132516,"35,36,38,49"
33,23.86890609565234,"10,28,44,48",0.8608621403181569,"10,28,44,48",0.8412735305997258,"10,28,44,48"
