simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,23.858690723909103,"7,13,22,37",0.03826566353050637,"7,13,22,37",0.013075712143471058,"7,13,22,37"
1,21.369922844570297,"6,10,15,25",0.010740648184518382,"6,10,15,25",0.00553706996688303,"6,10,15,25"
2,23.175673221655533,"10,21,41,46",0.34199940494216763,"10,21,41,46",0.009639834668840622,"10,21,41,46"
3,22.93340964303555,"9,25,33,39",0.014006172556960236,"9,25,33,39",0.013224750872471743,"9,25,33,39"
4,22.323173594616673,"4,11,20,40",0.014318886121031205,"4,11,20,40",0.013999149454228735,"4,11,20,40"
5,24.482904217718755,"3,4,15,17",0.015749903721667912,"3,4,15,17",0.013371343928113403,"3,4,15,17"
6,23.157165679081373,"6,11,23,49",3.107445535952414,"6,11,23,49",2.8913386754793957,"6,11,23,49"
7,23.626583045929635,"0,33,37,47",0.01619930506948683,"0,33,37,47",0.010091923128261569,"0,33,37,47"
8,21.03927656910724,"10,18,23,28",0.005484281370383048,"10,18,23,28",16.63296230903503,"10,18,23,28"
9,23.109175030584755,"29,36,37,39",0.2544526522187464,"29,36,37,39",0.009547419711467527,"29,36,37,39"
10,23.035377593534914,"1,9,28,31",15.046602680650976,"1,9,28,31",0.012446232363859572,"1,9,28,31"
11,23.58854353254755,"18,20,32,33",0.053100784278236356,"18,20,32,33",0.010802778644884697,"18,20,32,33"
12,21.814061889921206,"2,14,25,37",0.014142310497408262,"2,14,25,37",0.011135350393024133,"2,14,25,37"
13,23.510685361918966,"31,33,34,42",0.01860062961249262,"31,33,34,42",0.012488024486356672,"31,33,34,42"
14,23.349534988805253,"35,42,44,45",0.007086758957856659,"35,42,44,45",0.00973483556194909,"35,42,44,45"
15,15.658428083708321,"4,5,15,16",0.006000651138913804,"4,5,15,16",0.006293470280180612,"4,5,15,16"
16,23.629519867416075,"9,22,28,41",0.015734751439788173,"9,22,28,41",0.012470093980364133,"9,22,28,41"
17,22.83713890479383,"20,24,27,40",0.014910906787680738,"20,24,27,40",0.010929630016399404,"20,24,27,40"
18,23.43881267605664,"16,21,22,39",0.007678444820099271,"16,21,22,39",0.008511825590353957,"16,21,22,39"
19,21.407150297025265,"1,31,36,44",0.01107559341747381,"1,31,36,44",0.006300064369921419,"1,31,36,44"
20,23.66414257979076,"8,23,44,49",0.015338786995810224,"8,23,44,49",0.0133788973971128,"8,23,44,49"
21,24.58550699374845,"14,32,43,44",0.01580132210528857,"14,32,43,44",0.016116702485436722,"14,32,43,44"
22,22.26742333476954,"8,23,38,44",0.1514923034323556,"8,23,38,44",0.008539553547292812,"8,23,38,44"
23,22.046215626410966,"1,14,26,34",0.022238547795229525,"1,14,26,34",2.794496212842124,"1,14,26,34"
24,22.434529430126684,"12,17,32,45",0.011178844378732485,"12,17,32,45",0.009039824750561152,"12,17,32,45"
25,21.45860866653592,"13,22,40,42",0.012168037298285155,"13,22,40,42",0.014889656805995606,"13,22,40,42"
26,23.41591965789313,"6,36,39,45",0.01322535244813628,"6,36,39,45",0.010004981872244011,"6,36,39,45"
27,21.419341273467698,"13,15,34,39",0.01715719929905935,"13,15,34,39",0.009868496923998656,"13,15,34,39"
28,22.06134526039731,"14,18,33,46",0.01600382342244249,"14,18,33,46",0.009691436562359207,"14,18,33,46"
29,23.21758939866862,"18,30,36,37",0.01901955377873533,"18,30,36,37",0.011282354858409505,"18,30,36,37"
30,21.475461733841723,"6,13,20,46",0.01996155781183095,"6,13,20,46",0.011260724040206574,"6,13,20,46"
31,22.315590707747894,"2,4,5,29",0.005905837733884449,"2,4,5,29",0.008001698206778419,"2,4,5,29"
