simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,24.243195984694722,"1,2,26,37",0.009178106105612113,"1,2,26,37",24.93986979344097,"1,2,26,37"
1,23.009452488981434,"0,4,47,49",0.017415788176266215,"0,4,47,49",0.01978579257805819,"0,4,47,49"
2,22.953843625792512,"30,33,39,44",0.013830007127022053,"30,33,39,44",0.015098414840125099,"30,33,39,44"
3,24.517774046196354,"3,12,13,29",0.39148562652798974,"3,12,13,29",0.011542487990407253,"3,12,13,29"
4,21.85000899340392,"0,20,26,39",0.009472796603475461,"0,20,26,39",1.4100655359931469,"0,20,26,39"
5,21.363929963821693,"15,23,36,48",0.00772097758685105,"15,23,36,48",0.008919570644220437,"15,23,36,48"
6,22.15212482318352,"4,12,35,49",0.012211390684415757,"4,12,35,49",0.01183176829281548,"4,12,35,49"
7,23.876313356957745,"24,33,41,44",0.017842606193183685,"24,33,41,44",0.016082971286022305,"24,33,41,44"
8,20.88497662268061,"16,30,32,46",0.013964836765964033,"16,30,32,46",0.010974592399345617,"16,30,32,46"
9,21.65320553369724,"3,23,25,41",0.013915564166926768,"3,23,25,41",0.01121552673635593,"3,23,25,41"
10,23.246932519207927,"3,27,34,39",0.007827238302301521,"3,27,34,39",39.76686219720177,"3,27,34,39"
11,22.741799838120425,"16,24,26,44",0.01641706393927958,"16,24,26,44",0.01710177354586577,"16,24,26,44"
12,24.01955337878183,"3,6,36,41",0.010264349709282904,"3,6,36,41",0.01466131972879731,"3,6,36,41"
13,21.068450281781107,"22,35,37,45",0.012189095332195372,"22,35,37,45",0.009002157805806031,"22,35,37,45"
14,20.16939791028222,"8,20,33,38",0.010359102578848981,"8,20,33,38",0.007827087596528863,"8,20,33,38"
15,23.341084262109945,"17,21,30,36",0.007663711891847649,"17,21,30,36",0.00868923849178479,"17,21,30,36"
