simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,22.55314717981485,"5,22,25,28",50.88722189368031,"5,25",58.253292216638506,
1,23.57865933656215,"6,11,15,48",61.20739966484188,,61.20564394114352,
2,23.92238372481199,"3,5,7,18",15.496604126242495,"3,5,7,18",61.994811559301134,
3,24.13554666818325,"21,25,43,46",13.312815798258397,"21,25,43,46",63.16106808785769,
4,23.955770793475743,"12,18,32,45",15.615413143221849,"12,18,32,45",56.922181078690166,
5,25.584168605370305,"8,10,13,35",38.619161873645936,"8,10,13,35",58.22117934019551,8
6,26.336944469307632,"1,9,28,37",62.44065417246342,,62.22481693064736,
7,23.062692566635384,"16,17,27,42",11.79790380391432,"16,17,27,42",56.68183481676475,
8,23.428164406347477,"15,23,38,47",59.776334932381,23,61.09678249784175,
9,22.30569086289714,"5,15,26,44",57.58034520770042,,57.56793064191589,
10,24.054432127275977,"0,10,16,42",52.88963824819901,"0,10,16",57.10227225752908,16
11,24.34657830202674,"14,17,18,43",57.85216582978693,"17,18",58.08497997471321,
12,23.042120011134735,"21,35,38,44",15.467117423363177,"21,35,38,44",64.17132813314576,
13,23.351714549687582,"0,11,26,36",14.94753755418177,"0,11,26,36",62.98088941876548,
14,25.185954168000947,"20,33,40,42",23.20428107117053,"20,33,40,42",56.15772447623943,
15,25.873743716923272,"15,25,26,28",40.751279567873425,"15,25,26,28",57.31897923293226,
16,22.5322212474101,"10,17,29,39",11.164421092094187,"10,17,29,39",62.06641296418322,
17,24.183806302798597,"4,23,28,32",59.908948060191165,"4,23",61.607956643175434,
18,24.930007011495356,"4,34,41,42",59.86391177606287,41,60.32881999113207,
19,40.4198316937082,"6,23,32,49",58.30309175135396,,58.30927674389198,
20,26.125323436027465,"8,12,31,32",20.264783917847552,"8,12,31,32",54.55087151118577,
21,22.438805965211838,"3,21,22,28",58.13211471685368,,58.617693112180326,
22,22.749918526386374,"13,16,18,44",59.45596148374055,16,58.7607414446396,
23,23.499694078402413,"0,7,32,34",59.63041639237122,7,60.575881979223034,
24,23.469906882895955,"16,18,26,28",56.087780065986045,"18,26",62.49027179446411,
25,48.07027819977216,"15,42",58.24257735514766,,57.880412281399444,
26,21.375412867764847,"0,4,9,43",40.544329461057494,"0,4,43",52.69506018679938,
27,24.778053631305497,"13,22,26,46",54.493108504626946,26,55.0638660213712,
28,22.644246462053992,"5,9,16,17",40.3833018987805,"5,9,16,17",57.11953842539339,
29,43.29953605797382,"1,18,20,37",27.869606110770174,"1,18,20,37",54.05635303558307,
30,23.3258727545214,"16,34,35,42",60.9215525785629,34,62.167416042496534,
31,21.68322665307935,"7,30,40,46",17.157815879671087,"7,30,40,46",57.92091158924288,
32,23.242637547226934,"8,10,13,26",55.96526774548448,8,56.075233013716044,
33,23.656429295491062,"11,15,30,41",0.054181358283616886,"11,15,30,41",53.28429097916679,
34,23.743459271501056,"10,18,38,44",58.963186391799915,38,60.04700719134512,
35,23.59451772817431,"8,22,42,43",20.693834499557344,"8,22,42,43",56.315633489093536,
36,24.720834673108445,"36,37,42,43",16.093342201064804,"36,37,42,43",59.476310044736,
37,22.475095347561236,"37,40,45,49",44.677581968506566,"37,40",55.32273141107312,
38,24.22905471139324,"3,23,24,45",17.25144970320754,"3,23,24,45",57.49875466531432,
39,22.118864855269866,"10,14,39,47",18.857059130557314,"10,14,39,47",55.178871961594645,
40,23.216230450912562,"3,4,9,33",60.29628783307892,4,60.4703732783464,
41,24.90765170570774,"16,33,39,44",48.44373153507984,"39,44",56.98512285770182,
42,44.06148550714116,"17,28,34,36",61.46422888531948,,61.47213673137947,
43,23.833312308469846,"6,12,44,46",67.00347707574609,,67.14783737896124,
44,25.931918563301313,"9,24,26,35",51.03227524955747,"9,24",57.51160643658061,
45,31.945488986867215,"7,10,11,35",20.637812003753243,"7,10,11,35",60.5689833408172,
46,23.707048014576507,"4,28,33,48",48.06705825228289,"4,28,33,48",61.65941986737047,4
47,23.539512623556867,"1,8,9,15",15.567508436395777,"1,8,9,15",59.18800004619796,
48,24.06342849102053,"12,13,19,43",20.78832359674562,"12,13,19,43",55.50100216696961,
49,22.43276655139954,"7,9,12,22",55.78182957856803,,55.4909166200161,
50,21.474858854996747,"11,15,33,42",44.55482465076916,"11,33",53.3539948241367,
51,23.600414859446087,"2,11,13,43",56.26749122372486,,56.22042233853251,
52,25.98763310409426,"2,12,35,36",17.336226404347187,"2,12,35,36",56.45761855543402,
53,24.975218490661767,"3,4,12,25",62.548718095622405,3,62.713665666831844,
54,24.961408064118594,"19,31,33,37",63.96999772774509,,64.42127301812448,
55,21.57536033785871,"19,24,29,38",14.844085471165949,"19,24,29,38",56.57954188652012,
56,25.50708875240162,"13,27,46,47",44.344646820018895,"13,27,46,47",57.71906870435288,
57,24.81650333385684,"2,27,41,44",42.19575195598218,"2,27,41,44",60.59589950822029,
58,22.83352880600967,"14,20,33,43",58.286651424130966,,58.06074516846878,
59,23.70256009311035,"15,22,32,36",50.980132889467924,36,51.74178652222818,
60,22.27143386390332,"9,14,18,26",13.556524194887828,"9,14,18,26",59.148484568820635,
61,24.77438387647103,"16,18,42,47",55.15090087758863,47,55.16079971202275,47
62,22.75712089495117,"1,3,28,40",42.9704963234442,"28,40",57.9083471329751,
63,22.57842944986331,"13,25,29,39",59.702497661536576,,59.68608911680432,
64,23.13144255241692,"16,20,22,43",14.826216014420789,"16,20,22,43",57.6460055593696,
65,43.15894709207353,"22,23,28,48",59.42483220635962,"23,48",63.028497416360395,
66,22.831334806729288,"8,28,34,35",14.708278449135086,"8,28,34,35",53.68696874755864,
67,21.842926981645086,"7,22,34,39",35.878755173289086,"7,22,34,39",55.0493484857916,
68,23.411296784945016,"7,8,33,39",17.920735608715876,"7,8,33,39",57.20624309935068,
69,23.51518336555059,"1,6,10,48",14.972454595507008,"1,6,10,48",60.24499717602697,
70,23.946841169223546,"4,5,27,43",15.144896307308134,"4,5,27,43",59.68028193562819,
71,40.160231704332666,"0,2,23,36",46.90508122246149,"0,2",60.74473941135957,
72,24.637967086079087,"36,39,44,47",51.851875238219606,47,54.30699872474258,
73,23.28583743896194,"4,11,25,27",15.343316860349052,"4,11,25,27",55.35156708943451,
74,24.56070062723662,"18,32,46,47",16.528875810632726,"18,32,46,47",54.50120762280829,
75,23.57953698171718,"10,30,31,34",53.404334519497276,31,54.30934525762003,
76,23.7326171002599,"24,25,37,38",53.94408268014531,"24,25",55.722994407570894,
77,24.310576418272824,"9,23,35,48",41.383773290048126,"9,23,35,48",56.23953538083704,"23,48"
78,23.32816644077181,"34,38,41,43",58.68547105619087,,58.57682122965721,
79,25.01187775229071,"1,14,27,45",20.02153107082114,"1,14,27,45",54.34931886366237,
80,23.60276456391342,"12,21,26,39",12.56888958469373,"12,21,26,39",48.374359773194044,"26,39"
81,24.541308946957535,"4,15,18,41",58.88786495068362,18,59.84909784971373,
82,32.388935363506995,"7,10,39,44",19.99530246846057,"7,10,39,44",61.489628644596806,
83,21.909495422731975,"2,23,41,49",51.19345737511211,"23,41",58.40121543924471,
84,22.274983043988886,"18,24,36,45",55.25186771695211,24,58.43603766709509,
85,22.950095048773434,"8,37,48,49",37.770382719225815,"8,37,48,49",58.40166601099846,
86,22.9013595432645,"18,31,32,35",35.23030850354579,"18,31,32,35",59.27388524761274,
87,27.6109746666918,"1,6,17,29",21.978674472477906,"1,6,17,29",55.781618778675615,
88,24.049033489029846,"3,14,26,34",54.48447189092118,,54.491647420825075,
89,24.774056410134914,"10,15,26,47",48.29590758693637,"10,47",59.85992341179844,
90,46.44135329450692,"24,42",46.45182540498408,"11,24,42,49",56.155370681637955,
91,22.817829053240146,"13,17,32,38",16.159429054535234,"13,17,32,38",58.195853278774734,
92,26.079488041386597,"1,10,11,43",59.6553690735689,11,59.62044348990175,
93,23.79614858643435,"8,33,34,35",20.407546163807602,"8,33,34,35",53.87305931817717,
94,15.593986520309985,"18,40,47,48",37.15390427471856,"18,40,47,48",55.39440835814386,
95,23.321291783821906,"0,19,24,33",55.277645883382355,24,56.50013657356458,
96,23.901468543599925,"13,33,42,47",55.873687843787664,47,57.086799897994105,
97,23.6099938051348,"12,25,31,32",40.95075023055239,"12,25,31,32",58.46980717482185,
98,24.147829016819262,"21,27,28,46",66.43918597269095,,66.53971196717788,
99,45.007815246835804,"0,14,26,28",54.160258020741736,,54.139369623923145,
100,22.232009336993485,"23,29,46,48",54.52871488475011,23,54.838166198353605,
101,24.092540564759517,"12,23,36,43",21.26766880727944,"12,23,36,43",57.29731107115808,
102,23.371812999630983,"5,8,22,33",18.97098342571164,"5,8,22,33",58.28300405038918,
103,22.728757951742466,"6,34,43,47",15.774935274393936,"6,34,43,47",57.093181984014045,
104,22.679726846703776,"5,24,25,33",60.500807032036775,24,62.40186306469632,
105,23.17040190345619,"22,32,33,34",54.91908096948974,34,55.9534852891628,
