simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,22.40647950799963,"0,24,28,30",0.0327370407088135,"0,24,28,30",54.9611650399776,
1,23.298675182123887,"10,17,25,34",0.016491345842691983,"10,17,25,34",25.868602122939773,"10,17,25,34"
2,20.827549074295924,"14,19,24,27",0.02512387095104343,"14,19,24,27",50.42020380803516,24
3,22.819229193312086,"4,14,26,40",0.02564359333770511,"4,14,26,40",56.35158808642649,"4,14,26,40"
4,22.888768811023713,"11,31,40,47",0.03730688365688738,"11,31,40,47",65.00127428969871,
5,21.292950121016023,"1,7,25,31",0.035517981478866985,"1,7,25,31",22.79322807521008,"1,7,25,31"
6,23.101431827253393,"17,30,42,48",0.02286328189591725,"17,30,42,48",0.03354608063533752,"17,30,42,48"
7,21.975031403286604,"2,7,11,28",0.0332209275878622,"2,7,11,28",57.567694394774335,2
8,22.645162934920066,"7,11,23,32",0.03455651665422759,"7,11,23,32",40.78970020304262,"7,11,32"
9,24.240633342437835,"8,16,22,32",0.02740834454453872,"8,16,22,32",36.57996281066774,"8,16,22,32"
10,22.779858619630993,"11,13,37,38",0.032353468313012855,"11,13,37,38",61.60686404924826,
11,24.242653242334615,"1,3,13,34",0.03331988977666817,"1,3,13,34",0.04411712642186067,"1,3,13,34"
12,22.63099046079532,"3,12,21,32",0.03528626411966904,"3,12,21,32",55.07654012168804,
13,22.16725680988218,"4,5,8,12",0.022724100444593134,"4,5,8,12",53.35615616492214,8
14,23.55306514525107,"22,35,37,47",0.023707814245726017,"22,35,37,47",10.278284971243007,"22,35,37,47"
15,22.448595919542537,"7,9,27,42",0.031108381087338266,"7,9,27,42",57.19920100039196,27
16,21.27665807766657,"8,9,26,44",0.023026926283687743,"8,9,26,44",54.878371599853445,
17,23.461871295196236,"21,22,43,48",0.03381850004252812,"21,22,43,48",0.03594681066276127,"21,22,43,48"
18,23.06524266933007,"11,38,39,44",0.028244101505356316,"11,38,39,44",54.965398268713685,
19,24.470948637016136,"0,21,27,32",0.026053240950508535,"0,21,27,32",45.69939527738465,"21,27"
20,23.64530978711662,"21,28,40,46",0.031803381334871546,"21,28,40,46",13.66374181847438,"21,28,40,46"
21,24.087432527287703,"11,22,39,45",0.04498416021078755,"11,22,39,45",57.725446831209005,45
22,21.35862370947375,"3,5,6,38",0.03332762851895234,"3,5,6,38",0.04309967007290329,"3,5,6,38"
23,22.551925089038416,"12,24,38,42",0.03779911923341811,"12,24,38,42",57.167696297271874,42
24,23.69040946333474,"0,2,42,49",0.023712806872896258,"0,2,42,49",61.12898923224026,
25,21.098450416724734,"13,22,28,39",0.030503155109308927,"13,22,28,39",59.70352264989031,
26,21.768430619607003,"3,11,12,20",0.02117967768891567,"3,11,12,20",55.831635846080566,20
27,23.140037836164872,"3,11,14,18",0.049679081792918536,"3,11,14,18",60.58569875367418,
28,23.91825271581935,"0,23,27,31",0.03194783169665713,"0,23,27,31",37.14616915576167,"0,23,27,31"
29,22.413796249276608,"0,30,31,44",0.03212502335791988,"0,30,31,44",34.84031475144712,"0,30,31,44"
30,23.50820914336548,"4,25,32,44",0.019987121319849484,"4,25,32,44",0.029698451547499522,"4,25,32,44"
31,22.62023251856194,"2,12,29,37",0.026904939372837836,"2,12,29,37",49.921189221245626,"2,12,29,37"
32,23.089661276276708,"8,9,12,30",0.01920881055206575,"8,9,12,30",35.571332152670074,"8,9,12,30"
33,21.621006396919906,"38,40,44,45",0.02543587848621548,"38,40,44,45",0.02292788248202557,"38,40,44,45"
34,21.391420676219518,"25,27,38,49",0.023113042888806425,"25,27,38,49",11.771934121432395,"25,27,38,49"
35,24.356616835631566,"4,6,24,35",0.019459613631414827,"4,6,24,35",55.183210830837325,24
36,20.677642890832068,"26,33,38,45",0.027956648598957152,"26,33,38,45",51.48680032630383,
37,22.648133241924487,"32,42,44,46",0.024706930362648045,"32,42,44,46",34.53936283659966,"32,42,44,46"
38,22.288655018312337,"2,10,24,26",0.03146477044327458,"2,10,24,26",54.62327165958966,24
39,23.93522950442641,"5,9,38,49",0.04556870058828934,"5,9,38,49",60.24772233582952,
40,23.120979658286533,"6,12,23,32",0.038737898756850284,"6,12,23,32",54.472697550624176,
41,22.30213107210158,"3,35,41,47",0.024348849881135563,"3,35,41,47",57.377089150577056,
42,24.40726337958801,"0,2,10,24",0.02690409676675489,"0,2,10,24",59.421836705046935,24
43,22.671248920478615,"0,1,17,20",0.026061546661120368,"0,1,17,20",53.169486737768125,20
44,23.161399482587477,"23,42,43,46",0.02952548046584755,"23,42,43,46",45.58753527168937,"42,46"
45,24.24617508407264,"11,24,33,44",0.02483604914372737,"11,24,33,44",50.62806962867574,"11,44"
46,23.839523754264917,"6,22,45,49",0.026743454390590657,"6,22,45,49",44.76945597172653,"6,22"
47,22.207389597374657,"3,17,39,48",0.023973087723450033,"3,17,39,48",54.324659563474896,17
48,23.508573771341457,"7,12,29,41",0.024828164505784962,"7,12,29,41",51.041941398070385,"7,41"
49,23.92174418177019,"17,29,36,48",0.02478383417779712,"17,29,36,48",40.143368792532826,"17,29,36,48"
50,23.076274612509586,"4,18,39,41",0.02190549795414761,"4,18,39,41",62.09551762252592,
51,21.33739236370634,"0,1,25,47",0.02967633963326283,"0,1,25,47",26.14138520280878,"0,1,25,47"
52,23.987321423667765,"16,24,38,40",0.026673636461770102,"16,24,38,40",59.799797118386245,"16,38"
53,20.398540269382014,"0,10,23,49",0.044587356643012645,"0,10,23,49",53.60165888873914,"0,49"
54,23.257137717713785,"7,13,31,36",0.02873510170299395,"7,13,31,36",42.655680520229915,"7,31"
55,22.329689610258608,"4,19,22,34",0.024758346941552423,"4,19,22,34",52.170283953581546,22
56,21.5840233602072,"1,26,33,37",0.03157094549407362,"1,26,33,37",10.02149845709855,"1,26,33,37"
57,24.094879308838983,"1,30,33,36",0.02188945847513873,"1,30,33,36",60.69236418888718,30
58,21.66254284805888,"3,27,36,48",0.027871038509593667,"3,27,36,48",34.674835376988355,"3,27,36,48"
59,23.432600828918257,"2,12,20,34",0.02309470380369703,"2,12,20,34",13.554458585780443,"2,12,20,34"
60,22.72890430077684,"2,28,30,36",0.032729264604970124,"2,28,30,36",61.07807221210456,
61,22.026316867806447,"0,4,18,21",0.020484448828750935,"0,4,18,21",53.012289393714056,4
62,23.148381024104673,"13,26,36,48",0.0349282238750006,"13,26,36,48",0.03227724999715693,"13,26,36,48"
63,23.28887099828644,"4,5,20,44",0.027481564108363037,"4,5,20,44",50.83452761435344,5
64,22.900891178732323,"5,21,38,46",0.03526708266846098,"5,21,38,46",12.691003597306866,"5,21,38,46"
65,22.77442301850479,"13,23,30,41",0.032947210195689136,"13,23,30,41",57.22488010299498,
66,21.585569917162754,"8,28,31,35",0.030358438110951843,"8,28,31,35",58.54798763787228,31
67,23.59706785263571,"5,13,46,47",0.02697155741906823,"5,13,46,47",53.63925738611784,5
68,24.04734664537838,"20,23,43,47",0.028381425644265768,"20,23,43,47",13.259821105271762,"20,23,43,47"
69,22.723711798148965,"3,21,44,47",0.039036297443237784,"3,21,44,47",0.03934221918886197,"3,21,44,47"
70,24.07983709903273,"17,30,46,49",0.03691271238502437,"17,30,46,49",37.455898849499725,"17,30,46,49"
71,22.840708070254543,"24,45,46,48",0.02501655752146032,"24,45,46,48",55.35112186393042,
72,22.52395707598008,"8,25,30,37",0.024875559531801962,"8,25,30,37",35.13679824432062,"8,25,30,37"
73,22.72750986557824,"0,8,31,45",0.020360236031619586,"0,8,31,45",54.78459241887337,0
74,22.24610647272885,"3,21,29,32",0.04669352481836802,"3,21,29,32",61.384241487503665,
