simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,15.314073202573072,"8,23,30,37",0.43111723863778945,"8,23,30,37",0.01126152892276045,"8,23,30,37"
1,25.542771724621982,"4,15,29,30",0.5212949597046813,"4,15,29,30",0.011730897010700831,"4,15,29,30"
2,21.560049664155535,"1,24,40,49",0.5822850671907167,"1,24,40,49",1.5453268804906655,"1,24,40,49"
3,14.728106802700967,"11,40,41,43",0.4874595547601532,"11,40,41,43",0.01086547728951551,"11,40,41,43"
4,22.551140052708078,"18,21,30,43",0.23147413941642014,"18,21,30,43",0.012835902257928036,"18,21,30,43"
5,22.44645392431785,"26,28,29,47",0.3989700292512214,"26,28,29,47",0.3265167317977122,"26,28,29,47"
6,20.275425362403595,"3,16,22,31",1.4618738738374013,"3,16,22,31",0.00969352162124472,"3,16,22,31"
7,13.765665140090292,"10,11,15,24",0.026652611337652243,"10,11,15,24",0.015502122356276892,"10,11,15,24"
8,23.974460459437438,"1,15,17,19",0.030867123520469185,"1,15,17,19",0.5757897608573298,"1,15,17,19"
9,20.980691973063706,"2,16,17,41",0.022633386885783695,"2,16,17,41",0.0069312283904492435,"2,16,17,41"
10,22.472585094538086,"0,17,22,38",1.0241203438333897,"0,17,22,38",0.010913137650039786,"0,17,22,38"
11,15.246036397438344,"5,25,28,34",0.013631249190319043,"5,25,28,34",0.011971643470606374,"5,25,28,34"
12,22.450347427220557,"10,29,32,43",0.01628337718721377,"10,29,32,43",0.00849698802509945,"10,29,32,43"
13,23.123030972772643,"8,19,25,29",0.36146040463642926,"8,19,25,29",0.014166994006243128,"8,19,25,29"
14,21.248189953716974,"17,19,36,49",0.34946948937095923,"17,19,36,49",0.0126470007409785,"17,19,36,49"
15,20.530469808726075,"3,7,9,48",0.03263988919636083,"3,7,9,48",0.014500400080037114,"3,7,9,48"
16,22.155134149270843,"1,8,36,39",0.6696619481684499,"1,8,36,39",0.011322324662368651,"1,8,36,39"
17,23.799871152579033,"5,20,30,33",0.5363869711281604,"5,20,30,33",1.816335847414835,"5,20,30,33"
18,24.311522933300804,"0,9,19,37",0.017195061980141212,"0,9,19,37",0.005250961636742211,"0,9,19,37"
19,22.15649580597006,"7,17,18,35",0.06371235163634888,"7,17,18,35",0.00783549964180061,"7,17,18,35"
20,23.68332425582563,"10,12,13,27",0.046266448104717084,"10,12,13,27",24.10896412793432,"10,12,13,27"
21,20.98415699571088,"7,13,42,45",0.6585018105996007,"7,13,42,45",0.012020177470323544,"7,13,42,45"
22,22.17551342782092,"4,6,12,32",0.36907750497705893,"4,6,12,32",1.942407482824043,"4,6,12,32"
23,24.02500083519793,"24,32,37,41",0.5922653849066313,"24,32,37,41",0.01535450040605568,"24,32,37,41"
24,20.86294146200426,"33,37,40,42",0.5796748620439205,"33,37,40,42",0.013457455491187613,"33,37,40,42"
25,23.190728380046043,"17,21,33,38",0.6289545630800626,"17,21,33,38",0.010205370970655252,"17,21,33,38"
26,13.683200952999783,"3,16,20,35",0.5780773785794283,"3,16,20,35",0.01561929098949604,"3,16,20,35"
27,22.011635738843733,"12,18,29,32",0.6972273290371235,"12,18,29,32",0.010881923877854137,"12,18,29,32"
28,22.935719799939378,"10,18,34,36",0.3759354415422539,"10,18,34,36",0.010463078301343692,"10,18,34,36"
29,23.3222729237954,"4,6,34,38",0.580948010374033,"4,6,34,38",0.012242843970041004,"4,6,34,38"
30,22.36645903302245,"7,13,28,49",0.42729852050020306,"7,13,28,49",0.010894292636391275,"7,13,28,49"
31,16.02283330500505,"32,35,41,48",0.020980407074677878,"32,35,41,48",0.8155877646567469,"32,35,41,48"
32,22.459070416506187,"16,35,38,41",0.4523749976197074,"16,35,38,41",0.009267070952752511,"16,35,38,41"
33,23.19522801024128,"5,29,31,45",0.5519307687680591,"5,29,31,45",0.012853111119825643,"5,29,31,45"
34,21.847397530540395,"10,31,36,40",0.3028615441416421,"10,31,36,40",0.021530033787501162,"10,31,36,40"
35,22.245140941552684,"13,15,35,36",0.040821615176494984,"13,15,35,36",0.005418806281739102,"13,15,35,36"
36,22.897344848524618,"0,15,35,48",0.6459387812279931,"0,15,35,48",2.181135272872376,"0,15,35,48"
37,22.702356484731027,"3,15,39,41",0.0866968901817737,"3,15,39,41",0.010096789971770775,"3,15,39,41"
38,23.726154836416832,"1,13,17,19",0.44705692388152707,"1,13,17,19",0.0047146083064251035,"1,13,17,19"
39,22.355748593063318,"28,31,41,44",0.012029953753659428,"28,31,41,44",0.01697702794396992,"28,31,41,44"
40,22.2514983065036,"0,22,28,46",0.03381802793664093,"0,22,28,46",0.012501566362250888,"0,22,28,46"
41,21.995773113924493,"2,20,27,32",0.34366512948021666,"2,20,27,32",0.681933630057888,"2,20,27,32"
42,21.06203465888067,"7,25,27,31",0.028473834934316315,"7,25,27,31",0.011875515231017804,"7,25,27,31"
43,14.943744917002668,"17,24,27,36",0.00816434091350645,"17,24,27,36",0.008961099689616519,"17,24,27,36"
44,22.489632370889964,"21,22,38,46",0.8304152533248087,"21,22,38,46",0.00902745766612028,"21,22,38,46"
45,24.51852947437221,"10,21,34,43",0.4976151174523427,"10,21,34,43",0.01563433451567951,"10,21,34,43"
46,23.890245865265257,"13,22,23,46",0.023287796956281005,"13,22,23,46",0.015163335407050803,"13,22,23,46"
47,22.473448992584576,"2,16,35,43",0.453793767727602,"2,16,35,43",0.016005727728109684,"2,16,35,43"
48,21.39582148700455,"2,5,11,15",0.029163219650751762,"2,5,11,15",1.5618131954535606,"2,5,11,15"
49,15.002798220106714,"16,24,32,34",1.580011194154441,"16,24,32,34",0.007024930369724594,"16,24,32,34"
50,21.219190003172013,"6,23,39,47",0.0069846003960930166,"6,23,39,47",0.0070902559885975235,"6,23,39,47"
51,23.593689848787992,"15,22,27,38",1.1387048272342295,"15,22,27,38",0.006255223757490351,"15,22,27,38"
52,22.704765538478718,"23,29,39,40",0.013071753444654376,"23,29,39,40",2.234453217011891,"23,29,39,40"
53,20.793343377728252,"7,29,36,37",0.020947891030972502,"7,29,36,37",1.527942426329431,"7,29,36,37"
54,13.292237190864784,"3,13,26,35",0.009893092741092258,"3,13,26,35",0.013380005131306966,"3,13,26,35"
55,14.071795040070294,"16,25,33,44",0.76752223745336,"16,25,33,44",0.020592225968073363,"16,25,33,44"
56,21.34777945454771,"27,32,33,34",0.4134872934282599,"27,32,33,34",0.010668837848603424,"27,32,33,34"
57,21.849426677097863,"4,6,20,39",0.4631881965364571,"4,6,20,39",0.012459732274004163,"4,6,20,39"
58,24.155720489290175,"4,5,8,31",0.46084908024120586,"4,5,8,31",0.009338854374009154,"4,5,8,31"
59,23.434912307816763,"1,26,38,41",0.11453455169406489,"1,26,38,41",0.015089769467037674,"1,26,38,41"
60,23.09374623938701,"5,9,19,25",0.39576935990982026,"5,9,19,25",0.008319292400117572,"5,9,19,25"
61,22.47254715790588,"27,37,47,48",0.5091242894689388,"27,37,47,48",0.29034242958529144,"27,37,47,48"
