simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,22.03541698807446,"20,25,33,38",0.014198658377771881,"20,25,33,38",1.3989844275659764,"20,25,33,38"
1,20.932253575402704,"14,20,22,26",0.014946838600528223,"14,20,22,26",37.47124305283849,"14,20,22,26"
2,23.294244133226474,"6,19,32,45",0.015530805681260286,"6,19,32,45",57.14956532201392,
3,23.176145904428175,"14,25,26,42",0.29707565769843225,"14,25,26,42",1.446638691488125,"14,25,26,42"
4,20.833233512804632,"4,13,40,41",0.5507430300207086,"4,13,40,41",12.4220490825477,"4,13,40,41"
5,21.78682895869306,"10,12,16,18",0.0115004393413214,"10,12,16,18",0.009381453571164114,"10,12,16,18"
6,14.890447273028462,"2,29,40,48",0.028913999586114195,"2,29,40,48",0.008028694935497011,"2,29,40,48"
7,23.023234251251047,"15,18,39,43",0.010170464150966623,"15,18,39,43",60.33428869392176,
8,13.235752893592863,"1,10,16,25",0.015730857754235987,"1,10,16,25",0.00632145446317392,"1,10,16,25"
9,0.036481466075611126,"0,6,7,19",0.019077302751399898,"0,6,7,19",0.7041334321366151,"0,6,7,19"
10,22.537240988263108,"6,21,25,42",0.020440240577032094,"6,21,25,42",0.01378075959562529,"6,21,25,42"
11,15.824802870452247,"1,5,32,41",0.017767384716686,"1,5,32,41",0.007946638713125367,"1,5,32,41"
12,13.605701895618289,"9,33,40,48",0.005322949994274352,"9,33,40,48",45.995126380139126,"33,48"
13,22.861289990500335,"6,16,20,49",0.010088134023774278,"6,16,20,49",0.013599834816630015,"6,16,20,49"
14,21.957633268522862,"3,12,23,31",0.021327157956114264,"3,12,23,31",0.023000447294319777,"3,12,23,31"
15,14.531694029200166,"11,24,28,40",0.0065830607996368315,"11,24,28,40",25.572712106382337,"11,24,28,40"
16,22.18819584730369,"10,16,22,45",0.07416960304020119,"10,16,22,45",0.00501622993111997,"10,16,22,45"
17,23.973694933638463,"9,22,39,49",0.0136219454579752,"9,22,39,49",0.7848853577012451,"9,22,39,49"
18,14.581159602743918,"1,2,18,46",1.1527434437940227,"1,2,18,46",0.010230794404252683,"1,2,18,46"
19,15.018510002325407,"4,12,35,40",0.014549641478232992,"4,12,35,40",0.00844447594903672,"4,12,35,40"
20,0.019195258789942927,"2,7,13,24",0.011132844734037462,"2,7,13,24",0.007291559133688249,"2,7,13,24"
21,14.249965794223561,"5,18,31,43",0.026447274944586496,"5,18,31,43",0.005590681165556514,"5,18,31,43"
22,23.477980509046375,"2,22,25,44",0.012276006839353997,"2,22,25,44",0.007458095597178598,"2,22,25,44"
23,14.503039972504428,"5,14,22,34",8.635585039489314,"5,14,22,34",40.86165622898425,"5,14,22,34"
24,23.19754756617798,"14,37,43,46",0.011594966593698847,"14,37,43,46",0.011357796283876745,"14,37,43,46"
25,23.446371339843708,"6,13,27,44",0.012401135587164618,"6,13,27,44",1.4915458021196988,"6,13,27,44"
26,14.672295280843073,"3,26,27,33",0.017731492595138117,"3,26,27,33",0.007387130678021386,"3,26,27,33"
27,23.711142430919345,"9,17,32,42",0.0128703682767207,"9,17,32,42",59.253499836077125,
28,23.188575140454173,"15,24,37,49",0.03148242456856529,"15,24,37,49",24.561042373457827,"15,24,37,49"
29,14.11593237807843,"1,14,28,37",0.008913042540229569,"1,14,28,37",0.008173716071114166,"1,14,28,37"
30,15.496484849402874,"9,18,20,45",0.3375246778791516,"9,18,20,45",0.004950788255943367,"9,18,20,45"
31,22.35264041987308,"18,26,39,40",0.035841623055887326,"18,26,39,40",49.87728849973033,"18,40"
32,15.564175735617637,"10,20,21,28",2.1620108318571902,"10,20,21,28",14.080263029856688,"10,20,21,28"
33,22.841728242723832,"11,12,14,28",0.1957814630574257,"11,12,14,28",44.076593660765795,"11,12,14,28"
34,22.14846451088295,"2,38,41,46",0.01124828551943457,"2,38,41,46",4.276207525411254,"2,38,41,46"
35,14.964270427772252,"14,17,39,44",0.02501353709966112,"14,17,39,44",60.857161977697736,
36,16.100083937202246,"32,37,46,48",0.014436132172769994,"32,37,46,48",0.01992123189849979,"32,37,46,48"
37,21.644822583834493,"14,30,35,40",0.02171904620216924,"14,30,35,40",1.347590111486162,"14,30,35,40"
38,23.064373014534304,"15,18,24,34",0.017443199507476654,"15,18,24,34",0.007862977594958475,"15,18,24,34"
39,22.22664649330077,"10,13,36,47",0.012335931715793143,"10,13,36,47",39.1921656059657,"10,13,36,47"
40,23.102390110850944,"17,19,23,49",0.005972705528116592,"17,19,23,49",0.006397190914428251,"17,19,23,49"
41,22.657165837156008,"0,10,19,20",0.006661579388993369,"0,10,19,20",0.009109795415884862,"0,10,19,20"
42,23.487973504084582,"6,15,39,41",0.01922944040974901,"6,15,39,41",0.009662126747484834,"6,15,39,41"
43,23.560915121610446,"2,6,23,27",0.030415144378578545,"2,6,23,27",55.909752954418494,
