simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,22.716132726907542,"9,26,35,38",0.03782592418177709,"9,26,35,38",0.008310671179534141,"9,26,35,38"
1,22.594260180486177,"4,22,40,44",0.011655826803528078,"4,22,40,44",0.009467936986150775,"4,22,40,44"
2,23.942133745617284,"0,1,9,18",0.015306286202864857,"0,1,9,18",0.01527091723418451,"0,1,9,18"
3,21.764684038616164,"3,26,30,38",0.01697572355476378,"3,26,30,38",0.009167106013077707,"3,26,30,38"
4,22.305739137918074,"11,16,33,36",0.02718323595016571,"11,16,33,36",0.011747316170435404,"11,16,33,36"
5,22.636633098045838,"11,26,31,33",0.011569469261048496,"11,26,31,33",0.0073766173951954825,"11,26,31,33"
6,23.13679555082583,"3,13,29,37",0.01045342439190922,"3,13,29,37",0.005921321642003048,"3,13,29,37"
7,20.631594165388186,"0,1,24,49",0.22682475376002065,"0,1,24,49",0.011233002395046689,"0,1,24,49"
8,23.348413403996496,"12,14,21,25",0.01475010300093072,"12,14,21,25",0.008047750800684395,"12,14,21,25"
9,22.789740622304087,"18,38,40,42",0.016164660675497333,"18,38,40,42",23.833447057631155,"18,38,40,42"
10,23.206862089626338,"7,28,37,45",0.009395575710100133,"7,28,37,45",0.007085558893420408,"7,28,37,45"
11,21.387896935444004,"11,27,28,46",0.009984730288389443,"11,27,28,46",0.017057751403738882,"11,27,28,46"
12,13.684777462473718,"2,28,34,38",0.05267043918450332,"2,28,34,38",16.890321534487864,"2,28,34,38"
13,22.44202549941558,"5,36,42,44",0.020882469107816114,"5,36,42,44",0.008361671528162157,"5,36,42,44"
14,21.896553258298976,"19,33,45,48",0.019347528179274803,"19,33,45,48",0.011071063837446469,"19,33,45,48"
15,24.128204100172102,"8,13,17,43",0.016614654166460328,"8,13,17,43",2.1966002661679993,"8,13,17,43"
16,21.5233817142227,"9,12,20,46",0.50788338510258,"9,12,20,46",0.005829277495060063,"9,12,20,46"
17,21.878838221994265,"4,14,36,43",0.014500358656865874,"4,14,36,43",0.017062234919829444,"4,14,36,43"
18,22.156214383936216,"2,11,22,33",0.016513492202123368,"2,11,22,33",0.008453627307301469,"2,11,22,33"
19,22.06764001382043,"0,7,27,37",1.140888409238543,"0,7,27,37",0.005527798152045393,"0,7,27,37"
20,24.446913174014004,"9,21,23,34",0.8595533901596485,"9,21,23,34",0.022837756111283802,"9,21,23,34"
21,22.050529682177046,"5,33,44,45",0.012535592399360227,"5,33,44,45",0.006383818312737604,"5,33,44,45"
22,21.594351665096532,"7,23,24,25",0.023670457421897648,"7,23,24,25",0.010311773712847543,"7,23,24,25"
23,21.55654500125697,"20,25,40,44",0.02063164781564894,"20,25,40,44",0.008084695833900285,"20,25,40,44"
24,22.596369228963763,"22,24,27,46",0.007746185167785736,"22,24,27,46",0.005927679594350252,"22,24,27,46"
25,22.11239561136061,"11,17,32,45",0.19130884177885707,"11,17,32,45",0.006225925431911684,"11,17,32,45"
26,22.22500815683229,"18,21,24,36",0.34853084827223973,"18,21,24,36",0.013039421129946065,"18,21,24,36"
27,22.594603105378507,"2,4,16,28",0.035187518949551036,"2,4,16,28",0.008213280618398463,"2,4,16,28"
28,22.778334183862103,"9,16,34,49",0.005635027155326118,"9,16,34,49",0.0070328161634753295,"9,16,34,49"
29,24.423765954585566,"3,31,32,45",0.02577898523091629,"3,31,32,45",56.17070810544502,
30,22.380350657753695,"9,12,26,33",0.014162310718636268,"9,12,26,33",43.028152106318615,"9,12,26,33"
31,22.191212236681217,"16,31,37,46",0.015777775983802207,"16,31,37,46",0.01056168501987279,"16,31,37,46"
32,20.55430529297691,"20,24,26,47",0.010643059368108596,"20,24,26,47",0.007672461079913423,"20,24,26,47"
33,26.048447232853146,"17,18,37,48",0.011755627488322894,"17,18,37,48",0.00560941378795811,"17,18,37,48"
34,21.987680545419824,"4,12,28,45",0.011337512378176642,"4,12,28,45",0.006795707604322903,"4,12,28,45"
35,23.591158560797076,"25,27,33,44",0.011504578584083316,"25,27,33,44",0.009853397397671397,"25,27,33,44"
36,21.580353428893883,"6,11,39,49",0.015298324646293363,"6,11,39,49",0.00966739003308404,"6,11,39,49"
37,24.609486195210934,"18,20,27,43",0.8105160643257096,"18,20,27,43",0.014316228158271216,"18,20,27,43"
38,23.703896784232885,"16,27,33,41",0.018410083930751404,"16,27,33,41",0.006061576565641467,"16,27,33,41"
39,21.82225949006366,"3,7,17,42",0.018899040767919196,"3,7,17,42",0.019944494781045066,"3,7,17,42"
40,21.828031041207826,"24,26,31,47",1.9420115744337754,"24,26,31,47",0.012472778114704484,"24,26,31,47"
41,23.75237180668128,"1,27,39,49",0.06374220781034352,"1,27,39,49",0.010633118290359284,"1,27,39,49"
42,22.40248977667297,"10,24,41,45",0.25672943003218546,"10,24,41,45",0.0060490003486201385,"10,24,41,45"
43,23.04952140981278,"4,7,19,49",0.01652941442632365,"4,7,19,49",0.0055269720902330274,"4,7,19,49"
