simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,40.769719114213686,"0,43,44,45",59.04647877516893,,59.08212868863832,
1,55.25922917518001,"0,18,19",56.84355972316487,,56.970394360821,
2,46.83084123513371,"7,20,34,43",54.40512223575579,,54.13346844664365,
3,58.00530929446243,8,57.514442055724395,,57.49089253113609,
4,49.981244159947394,"0,3,23,39",57.65545211293975,,57.67335650425987,
5,39.66376596620637,"1,5,8,46",57.02613809161847,,56.98591087631775,
6,61.62702191646257,"41,45",62.71718629410326,,62.90635021876327,
7,58.806978043465726,"15,29",54.097166734020696,,54.01121079707822,
8,50.22723981853516,"2,28,34",62.71785283743137,,62.71022414344827,
9,24.040036648483788,"4,16,20,23",53.60809431079269,"4,16,20,23",57.174065795670224,
10,57.86113911881317,16,57.7543670497914,16,58.19292781978979,
11,24.65081016222308,"23,25,33,41",57.05744239201508,,56.98432181707805,
12,53.14253257825364,"15,20,31",57.75519926416982,"15,20,31",62.489012680482666,
13,49.80798763704073,"0,33",55.84626499143233,,55.93035104367125,
14,62.64114356559481,"20,36,38,39",65.58994673540326,20,65.52077990499095,
15,54.724024761281164,"1,14,33,34",57.522790926392865,,57.494533805184865,
16,57.81436192889462,"10,16,45",61.317376039995985,,61.67206214682082,
17,62.73210317348823,"3,36,41,42,49",57.157658835324064,41,58.16976550470277,
18,52.87548822576142,"2,23",58.94290711415399,,58.97000712256149,
19,47.134651644648905,"27,40",54.98648270313004,,54.66248093262449,
20,26.433168119124595,"8,13,19,22,41",56.00456074555974,,56.00681660013276,
21,52.50566324413367,"0,4,12,27,46",51.976595164226936,,51.94362897772322,
22,25.015623267102544,"1,6,10,35",56.06267308845908,35,58.01776434417501,
23,49.76519082124551,"13,24",54.79347882387835,,54.55098875121249,
24,57.96971127171081,"33,43",61.069527977918334,,61.023090111783624,
