simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,22.403045856833355,"6,15,43,45",0.019492897039748512,"6,15,43,45",0.01184498801035152,"6,15,43,45"
1,21.021953271365057,"24,25,29,43",0.052314675846360174,"24,25,29,43",0.859974238107332,"24,25,29,43"
2,23.433939442111868,"20,32,35,37",0.013122784361419903,"20,32,35,37",0.010937965590664865,"20,32,35,37"
3,23.591130842754374,"0,19,23,43",0.8347992902596812,"0,19,23,43",0.012753864731221176,"0,19,23,43"
4,22.77066572815587,"3,10,36,49",0.021852240139459723,"3,10,36,49",0.021633744860786366,"3,10,36,49"
5,21.173208810016177,"13,16,20,39",0.011492474647271609,"13,16,20,39",0.01902343158645134,"13,16,20,39"
6,21.485068849814567,"5,38,41,45",0.37882675370307767,"5,38,41,45",0.012903397521822513,"5,38,41,45"
7,21.60057215713446,"35,39,45,48",0.010755587898044943,"35,39,45,48",0.00982609626775093,"35,39,45,48"
8,24.146921166255858,"5,9,11,43",0.008877815915960676,"5,9,11,43",0.010291283101592299,"5,9,11,43"
9,23.683335244664406,"7,10,23,36",0.01853002992419842,"7,10,23,36",0.01270860090559723,"7,10,23,36"
10,23.085435266504494,"10,12,38,44",0.00749258499844767,"10,12,38,44",0.013252506805917157,"10,12,38,44"
11,21.428972344818042,"20,21,34,38",0.013950783718341294,"20,21,34,38",0.014274773910808112,"20,21,34,38"
12,21.258658272562485,"11,12,23,48",0.012138467808739868,"11,12,23,48",0.0283101762372997,"11,12,23,48"
13,14.87985604353524,"4,15,21,47",0.01626079322280712,"4,15,21,47",66.67820342917628,"4,15,21,47"
14,23.38554150563958,"6,29,43,48",0.009938686300397561,"6,29,43,48",0.010454459037836823,"6,29,43,48"
15,13.392731205119329,"2,19,24,45",0.004488418372448206,"2,19,24,45",0.004537406280922969,"2,19,24,45"
16,22.149353824145212,"2,5,8,27",0.012929059996980043,"2,5,8,27",0.007411634202308751,"2,5,8,27"
17,22.717543488344404,"0,8,15,40",0.011108843267277596,"0,8,15,40",0.006770237854701592,"0,8,15,40"
18,16.737656332020514,"1,6,15,46",0.00851926024099199,"1,6,15,46",0.011357223106918096,"1,6,15,46"
19,22.885779633363796,"1,27,30,31",0.01623806080682003,"1,27,30,31",0.0126018687414075,"1,27,30,31"
20,13.167606521135442,"0,1,34,38",0.015222172872862766,"0,1,34,38",0.6287572275215004,"0,1,34,38"
21,23.02635629256892,"3,8,25,26",0.01087118031682755,"3,8,25,26",0.005362089901969046,"3,8,25,26"
22,22.097077252185873,"9,14,23,31",0.044334723459500174,"9,14,23,31",10.659073234661841,"9,14,23,31"
23,23.447243546774725,"24,35,41,42",0.011249290554205309,"24,35,41,42",0.009118054417171744,"24,35,41,42"
24,24.2698707206772,"30,43,45,46",0.02911229385405803,"30,43,45,46",0.017270671247369952,"30,43,45,46"
25,13.15713253118082,"8,33,37,42",0.01974235470357283,"8,33,37,42",0.010496288560548468,"8,33,37,42"
26,24.23724912496541,"24,30,33,41",0.13642153481724834,"24,30,33,41",0.005038416792349489,"24,30,33,41"
27,23.05334666258216,"28,36,42,49",0.5322130843392121,"28,36,42,49",0.010604346988552133,"28,36,42,49"
28,15.504791826373868,"21,25,41,43",0.02174647695948883,"21,25,41,43",0.008779046645687233,"21,25,41,43"
29,21.419839455976472,"8,32,33,36",0.0076839953135367355,"8,32,33,36",0.014668321265351161,"8,32,33,36"
30,0.07199109008730102,"4,22,32,37",0.013280490501767783,"4,22,32,37",0.00878880187054277,"4,22,32,37"
31,20.54101058915904,"10,24,25,31",0.011463581783945407,"10,24,25,31",59.33054002239784,"10,24,25,31"
32,20.953051959493173,"3,5,11,34",0.012526614134138202,"3,5,11,34",0.013973663265781165,"3,5,11,34"
33,23.59102608684679,"14,33,35,36",0.016994605599555398,"14,33,35,36",0.007989909935241244,"14,33,35,36"
34,23.483022674199173,"2,3,43,45",0.051610095284205286,"2,3,43,45",0.027197310846506006,"2,3,43,45"
35,23.313845804556884,"5,29,47,49",0.012360371251850376,"5,29,47,49",0.010411874707774573,"5,29,47,49"
36,13.904784282208126,"0,7,11,14",0.014660278905193802,"0,7,11,14",0.011231682612646537,"0,7,11,14"
37,14.907666236167199,"17,31,32,48",0.009998409691380066,"17,31,32,48",0.005918126125245084,"17,31,32,48"
38,23.030648402459253,"0,13,43,46",0.025834195414435202,"0,13,43,46",0.010625140500705019,"0,13,43,46"
39,24.60057255295488,"6,11,20,39",0.01476139216952784,"6,11,20,39",0.013567912915024764,"6,11,20,39"
40,13.844262991047074,"0,9,16,28",0.6766574893652885,"0,9,16,28",0.023675958537137873,"0,9,16,28"
41,22.028423791830487,"15,29,34,41",0.009504317886344303,"15,29,34,41",0.009925304960444957,"15,29,34,41"
