simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,23.274699954560358,"13,16,19,30",0.015499868712060614,"13,16,19,30",0.0222635223900599,"13,16,19,30"
1,24.244566038132398,"5,6,25,49",0.022251845452773006,"5,6,25,49",0.023819562568859653,"5,6,25,49"
2,23.409009526148765,"24,32,35,46",0.030806368663623705,"24,32,35,46",0.019110758979905256,"24,32,35,46"
3,22.98232280776589,"11,12,18,43",0.023812308093431593,"11,12,18,43",39.32587937231892,"11,12,18,43"
4,23.591695022918646,"6,10,15,30",0.014822882245514956,"6,10,15,30",0.02044528268134627,"6,10,15,30"
5,22.845662442891864,"10,16,25,44",0.0165637419242563,"10,16,25,44",12.279105359124278,"10,16,25,44"
6,21.416175114418753,"1,23,27,41",0.017011232461767296,"1,23,27,41",0.018347462556213848,"1,23,27,41"
7,23.284436181119148,"1,8,24,29",0.021453846686642193,"1,8,24,29",60.125465238142205,8
8,23.28756334182204,"7,24,45,46",0.022867694102754067,"7,24,45,46",0.021532254812827837,"7,24,45,46"
9,23.19366403197711,"24,28,34,41",0.012600095248651747,"24,28,34,41",60.03153269487453,
10,23.791448691992006,"9,14,31,49",0.018217438740309226,"9,14,31,49",26.212627466753524,"9,14,31,49"
11,22.195646356002072,"12,30,33,42",0.015288127059204711,"12,30,33,42",0.026428630604183007,"12,30,33,42"
12,21.95778097202517,"1,17,19,27",0.01935432095471129,"1,17,19,27",0.01954904772013328,"1,17,19,27"
13,22.123284294407945,"6,30,33,34",0.020868631638430626,"6,30,33,34",45.8757057193334,"6,30,33,34"
14,22.79433411128151,"16,28,38,47",0.012120039732421482,"16,28,38,47",36.650360504302,"16,28,38,47"
15,21.378403698887155,"6,28,37,40",0.02235849662473984,"6,28,37,40",0.021716809983115502,"6,28,37,40"
16,23.830421997256686,"11,25,37,41",0.02110344030196259,"11,25,37,41",0.02229352786767123,"11,25,37,41"
17,22.113815509682755,"0,3,17,19",0.022309037772290274,"0,3,17,19",0.02272549742716066,"0,3,17,19"
18,22.56646678131811,"1,14,24,41",0.00916243675544765,"1,14,24,41",0.012915973387930494,"1,14,24,41"
19,24.838861198531742,"30,33,35,45",0.01796415270608946,"30,33,35,45",0.029482386202649237,"30,33,35,45"
20,24.1136396840004,"1,5,17,18",0.019437054676893023,"1,5,17,18",0.017976202727449788,"1,5,17,18"
21,23.2575294204122,"4,24,37,43",0.01086884287253939,"4,24,37,43",37.49587780115487,"4,24,37,43"
22,20.55756016707232,"3,21,37,47",0.011285004886888089,"3,21,37,47",0.015070702639927649,"3,21,37,47"
23,23.212605173565258,"0,13,14,32",0.023545038186418482,"0,13,14,32",15.503248691939538,"0,13,14,32"
24,22.219445939038287,"9,18,23,43",0.03212231149615636,"9,18,23,43",42.67742816939386,"9,18,23,43"
25,23.577219356687884,"13,33,39,43",0.01938477252672095,"13,33,39,43",0.017779315102255472,"13,33,39,43"
26,23.157091354255464,"17,21,22,29",0.024964723994750998,"17,21,22,29",0.023869328710348685,"17,21,22,29"
27,23.127118958074934,"1,16,23,49",0.011967854427288373,"1,16,23,49",0.029224436296128923,"1,16,23,49"
28,23.3871747312271,"4,22,35,45",0.017892039976900635,"4,22,35,45",35.78528280423085,"4,22,35,45"
29,22.35002195447226,"10,21,27,44",0.02233327713868011,"10,21,27,44",0.02772096345404813,"10,21,27,44"
30,23.3883916916042,"8,19,25,28",0.016166426455401024,"8,19,25,28",0.02584146666201821,"8,19,25,28"
31,22.70300943363928,"23,25,26,34",0.013852678412531638,"23,25,26,34",50.99727038621687,
32,22.7374918571999,"10,13,16,45",0.01813301494793412,"10,13,16,45",0.020853132679099686,"10,13,16,45"
33,22.533204055163576,"2,20,21,25",0.017030968125783176,"2,20,21,25",0.029165671359207467,"2,20,21,25"
34,20.762060606715288,"2,13,23,32",0.036236464297244,"2,13,23,32",0.03943185581884981,"2,13,23,32"
35,23.150469599161603,"2,9,34,36",0.01400488493033171,"2,9,34,36",0.013736054664712803,"2,9,34,36"
36,22.10276685420716,"2,6,24,41",0.019620372463667296,"2,6,24,41",14.784730587910673,"2,6,24,41"
37,22.7862446111269,"4,23,37,42",0.01717254607270073,"4,23,37,42",0.01979342066140216,"4,23,37,42"
38,23.833032519383462,"7,16,32,41",0.01469394102948381,"7,16,32,41",0.0161994437947601,"7,16,32,41"
39,23.218976191755356,"6,28,33,45",0.02709663154752656,"6,28,33,45",60.11889430619256,
40,20.913667722170278,"1,7,32,39",0.015503743284251964,"1,7,32,39",0.023722086692925887,"1,7,32,39"
41,24.314797503801493,"9,30,44,46",0.02105767594798443,"9,30,44,46",0.026571757524617212,"9,30,44,46"
42,20.51411799040049,"11,13,42,46",0.020006643935286634,"11,13,42,46",0.026047985691994922,"11,13,42,46"
43,25.05817974323308,"8,10,13,34",0.02254548161033047,"8,10,13,34",39.027986408478114,"8,10,13,34"
