simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,23.15761201605682,"6,9,22,32",0.03433224180844444,"6,9,22,32",58.70936515195573,
1,22.669350997972995,"33,37,44,47",24.649529916264136,"33,37,44,47",57.43549583904451,
2,22.173225284952476,"14,25,44,47",0.021695322264380278,"14,25,44,47",59.266270484623064,"25,44"
3,24.57588461736279,"1,3,44,45",0.03063681248930628,"1,3,44,45",61.61976155367975,
4,24.018793234442132,"0,13,15,24",0.04806810135569545,"0,13,15,24",62.537098161098804,
5,23.709028014969153,"20,22,36,47",0.018861029369085146,"20,22,36,47",59.04077216706008,
6,23.132394832030663,"2,15,46,49",0.05058691645828829,"2,15,46,49",59.63391912724064,
7,22.361878023159328,"18,22,43,48",0.03294196758842132,"18,22,43,48",56.4488309702279,
8,25.033203965417698,"13,14,21,44",0.029998848736419562,"13,14,21,44",56.57538343364709,
9,22.052237365500346,"20,23,38,39",39.68435235807346,"20,23,38,39",62.27427997022013,
10,24.077679986880426,"42,46,47,48",0.040690953538438095,"42,46,47,48",55.32751925439477,47
11,22.6327669161168,"21,22,35,39",0.021035506503943296,"21,22,35,39",52.34109914521266,39
12,22.80316296367324,"4,10,33,47",0.023643823466081907,"4,10,33,47",61.61834872137023,
13,23.51469746934682,"2,9,18,45",0.03220799071257645,"2,9,18,45",56.28062533073181,
14,22.589481573360096,"2,5,6,26",0.023353862019288445,"2,5,6,26",57.206791363405124,
15,22.890382871241542,"3,7,33,48",0.025127459334284473,"3,7,33,48",60.81341010564243,
16,23.354671945383988,"19,20,27,32",0.030776584041313428,"19,20,27,32",57.97821624644402,
17,23.521303103499935,"4,12,23,42",0.029762327106524204,"4,12,23,42",59.47882722366557,23
18,22.010092533992864,"1,2,7,30",0.04646804060121013,"1,2,7,30",57.24137201102314,
19,23.056596341780836,"19,32,35,37",0.04762026146140823,"19,32,35,37",56.70274324910196,
20,23.374344231610998,"0,4,26,48",0.027371208751066422,"0,4,26,48",55.0799017478468,4
21,22.99074423284697,"13,29,32,35",15.079460634315998,"13,29,32,35",56.854461623049765,
22,21.90070402293144,"13,15,19,26",0.031994975774555484,"13,15,19,26",59.727918212325314,
23,22.306495535794753,"2,21,31,40",0.024954725368659017,"2,21,31,40",54.50847941789575,"2,40"
24,20.470903429935486,"0,18,28,40",0.029741031167908726,"0,18,28,40",55.221339881682475,
25,23.541580049241137,"2,9,36,47",0.026670504983390957,"2,9,36,47",56.996447714052515,
26,23.47942192250407,"20,32,33,39",0.03415313881973718,"20,32,33,39",56.32725062069575,
27,21.952548101723174,"8,9,28,48",0.016034066425832726,"8,9,28,48",53.43329989453069,8
28,21.89646178694729,"3,29,36,45",0.03432523022175134,"3,29,36,45",57.708791485259724,
29,23.454716446417866,"12,27,29,43",0.021154329438670003,"12,27,29,43",65.29882643701013,
30,21.746197863615947,"22,35,45,48",0.02851923411187929,"22,35,45,48",53.63969420435956,
31,22.221824797607184,"0,8,11,40",0.03610254993479519,"0,8,11,40",55.81804743317014,40
32,22.39575396390458,"4,6,33,36",0.02603792459394016,"4,6,33,36",41.451464093863024,"4,33"
33,23.58824370213734,"9,11,15,29",0.026381929641824592,"9,11,15,29",53.92929810859704,
34,23.61344942124815,"5,17,28,48",0.040806527276247576,"5,17,28,48",60.9307987827485,
35,24.637886105304283,"7,22,33,37",0.04181363972233002,"7,22,33,37",59.542946247814605,
36,23.716338998023808,"3,39,46,49",0.07561046556714021,"3,39,46,49",57.65543784891609,
37,24.488098593276344,"4,17,20,49",0.039127169522849205,"4,17,20,49",58.704998601717485,
38,22.629883470598585,"9,40,46,48",38.181479662128105,"9,40,46,48",63.0708163420097,40
39,25.784388963891253,"10,18,19,45",0.02869803906905296,"10,18,19,45",51.07534593818252,18
40,25.048912441593693,"8,15,39,40",0.027794924789958077,"8,15,39,40",58.12092295855755,8
41,22.52108097688713,"20,22,40,47",0.020240827056895516,"20,22,40,47",54.14828259970581,"20,22"
42,23.07036543531861,"10,14,44,48",0.04582683414730636,"10,14,44,48",56.197083660402434,44
43,23.216360161024273,"11,19,26,42",0.031326074246679214,"11,19,26,42",56.00787918642987,
44,21.45257705861866,"26,32,40,49",16.716880593515743,"26,32,40,49",55.32685913713244,32
45,21.44325540692602,"23,29,34,45",0.045905768308417236,"23,29,34,45",51.870560362394116,
46,24.326472051881495,"10,32,35,47",13.507674765300802,"10,32,35,47",51.44958509194841,
47,22.29709759877042,"3,17,20,48",0.04115824740549956,"3,17,20,48",56.16652542765,
48,23.390879179508715,"5,24,35,42",0.030950577315720294,"5,24,35,42",59.77391480311116,24
49,22.067307978209413,"17,41,42,43",0.03701814858049335,"17,41,42,43",60.72710758901987,
50,22.61141468170945,"5,35,38,40",0.036976979614829604,"5,35,38,40",54.280723136275334,
51,22.028381329632143,"12,30,37,44",0.043486632281368454,"12,30,37,44",56.803087357203374,44
52,23.66352475944781,"6,11,23,32",0.06141445934181384,"6,11,23,32",56.636092236068116,11
53,25.94443604488762,"14,22,43,48",0.045891724391000796,"14,22,43,48",58.05461476249888,
54,22.35850339427966,"13,25,38,49",0.03752502214914019,"13,25,38,49",44.31806645415319,"25,38"
55,22.845158556358633,"13,27,32,38",0.02444238887349034,"13,27,32,38",58.309615523351376,
56,21.704425222759614,"7,12,19,35",0.031468090627683284,"7,12,19,35",47.37109698570623,12
57,23.052547077022233,"33,35,36,39",0.029847490731633775,"33,35,36,39",56.07705363890467,33
58,23.4311022580109,"11,25,43,49",0.02175579593412543,"11,25,43,49",59.89051725930162,
59,22.14048008082197,"12,31,40,42",0.03579814374832604,"12,31,40,42",53.978495901994975,
60,23.32097279391228,"13,29,30,38",0.04370069917018275,"13,29,30,38",54.204252330615354,30
61,21.77101826849433,"1,21,31,40",0.020522348991001242,"1,21,31,40",58.37248589973273,
62,21.333332164885608,"3,32,35,40",0.019488165447635625,"3,32,35,40",55.7208670106006,
63,23.2890208965899,"8,15,19,33",0.051192250786390725,"8,15,19,33",59.64603977912476,
64,22.859614790032495,"14,35,46,47",0.018703589787063678,"14,35,46,47",53.37641532066304,
65,22.683000964898397,"1,16,37,49",0.044281823370384533,"1,16,37,49",50.208513100853885,"16,37"
66,23.358650027900737,"2,5,20,36",0.030039210222531247,"2,5,20,36",61.36653845686209,
67,23.042045839526573,"16,31,36,38",0.04399474790557354,"16,31,36,38",60.420283962713036,
68,23.104070050828067,"26,30,34,43",0.036363388025132275,"26,30,34,43",33.91153426760121,"26,30,34,43"
69,25.236456859018485,"29,34,36,42",0.04453420824805104,"29,34,36,42",64.80281721623903,
70,23.95640695641963,"4,15,16,26",0.04301410431973076,"4,15,16,26",59.66040250875053,4
71,23.583459743572448,"0,9,21,47",0.0256776454463877,"0,9,21,47",55.77182258290346,0
72,23.490288644623515,"0,9,36,37",0.038100459328090676,"0,9,36,37",56.73801033935646,0
73,22.857917825499914,"21,22,31,36",39.510138205001596,"21,22,31,36",61.686026818206315,
