simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,22.054328500574485,"17,23,32,33",0.01437426254158764,"17,23,32,33",51.6596473214888,
1,23.13690560272704,"4,6,34,37",0.028759126285205695,"4,6,34,37",0.013488478118077239,"4,6,34,37"
2,22.636969444134134,"22,33,35,45",0.01954576466000072,"22,33,35,45",52.97264360409435,33
3,22.6003385742083,"9,16,28,35",0.014223691402629374,"9,16,28,35",33.87446837181925,"9,16,28,35"
4,22.309310624194442,"9,18,23,39",0.009766444768230227,"9,18,23,39",33.397987615200336,"9,18,23,39"
5,21.134782264780327,"1,19,30,33",0.021527291607015515,"1,19,30,33",36.84430946377729,"1,19,30,33"
6,24.186022966224783,"12,19,24,32",0.011263132831957155,"12,19,24,32",40.82645037402876,"12,19,24,32"
7,23.017317759249593,"9,10,32,43",0.022428627018283243,"9,10,32,43",36.95758578700635,"9,10,32,43"
8,22.47747515338002,"0,29,39,48",8.387863570699665,"0,29,39,48",37.52660570036373,"0,29,39,48"
9,24.1326135679816,"8,15,26,49",0.008675473126806988,"8,15,26,49",62.706790946087494,49
10,21.876260415502887,"13,22,33,48",0.00907428484886772,"13,22,33,48",14.793608230573902,"13,22,33,48"
11,20.91072957751601,"7,8,39,48",0.012453614871075743,"7,8,39,48",36.94654383356602,"7,8,39,48"
12,22.967838854577614,"13,19,25,29",0.011341930900839113,"13,19,25,29",14.265375936695577,"13,19,25,29"
13,23.650561692390912,"11,17,26,30",0.02601634558386315,"11,17,26,30",0.03862385961835452,"11,17,26,30"
14,22.82014790130368,"3,8,9,36",0.00955659489468712,"3,8,9,36",35.99758108859596,"3,8,9,36"
15,23.438136686892452,"12,22,41,43",0.01088103720561525,"12,22,41,43",0.012930723693345494,"12,22,41,43"
16,22.741530397345343,"4,10,19,33",0.021989379514978785,"4,10,19,33",0.00824405223006644,"4,10,19,33"
17,21.77125145402673,"31,41,46,48",0.015094627931076972,"31,41,46,48",36.73297233001387,"31,41,46,48"
18,15.564923367862171,"20,27,29,38",0.010336700287536834,"20,27,29,38",0.013609073090674361,"20,27,29,38"
19,20.470326245761875,"4,11,16,33",0.012376187940559976,"4,11,16,33",38.097191707459785,"4,11,16,33"
20,21.68040382435188,"7,16,40,41",0.01476161016434355,"7,16,40,41",35.22545165260415,"7,16,40,41"
