simulation,HarderLASSO_QUT_(20)_mse,HarderLASSO_QUT_(20)_features,"HarderLASSO_QUT_(20, 10)_mse","HarderLASSO_QUT_(20, 10)_features","HarderLASSO_QUT_(20, 10, 5)_mse","HarderLASSO_QUT_(20, 10, 5)_features"
0,23.706080151116847,"3,12,32,48",15.0995055813437,"3,12,32,48",0.02755832674929771,"3,12,32,48"
1,24.558875870197518,"20,29,34,36",9.258359496913863,"20,29,34,36",0.019672284191698326,"20,29,34,36"
2,24.03951582998377,"16,17,31,43",0.013782571015410437,"16,17,31,43",37.06241446362725,"16,17,31,43"
3,14.46878444266495,"0,18,26,44",0.02682719936581501,"0,18,26,44",0.015323226508831514,"0,18,26,44"
4,23.855521024057722,"8,18,30,48",0.011524828230045475,"8,18,30,48",0.01489362458870913,"8,18,30,48"
5,23.271963826653003,"10,12,17,43",0.012387151384023444,"10,12,17,43",0.026246449108723684,"10,12,17,43"
6,21.942335002328143,"9,13,19,35",0.0201984826513213,"9,13,19,35",0.01966727159896003,"9,13,19,35"
7,22.688877307781613,"10,38,39,49",0.009197671834760258,"10,38,39,49",0.015086105095159324,"10,38,39,49"
8,23.77290983526693,"10,13,34,37",0.031237920657668936,"10,13,34,37",0.021899545875725318,"10,13,34,37"
9,22.07886492540782,"4,7,12,31",0.007854749585246058,"4,7,12,31",0.022237911398229313,"4,7,12,31"
10,21.821182782709016,"5,11,22,49",0.0122159678708203,"5,11,22,49",37.06620799879787,"5,11,22,49"
11,23.5580067662488,"4,7,21,36",0.01802102183338053,"4,7,21,36",0.019568005242888667,"4,7,21,36"
12,22.723744791502263,"3,8,31,36",0.00648859246975069,"3,8,31,36",0.009677248255830023,"3,8,31,36"
13,23.99925614091537,"0,9,20,24",0.03106277850166542,"0,9,20,24",0.03293480609248116,"0,9,20,24"
14,22.323095971595166,"1,13,21,37",0.015783601214466456,"1,13,21,37",0.015469137206050608,"1,13,21,37"
15,22.35860450698215,"9,20,26,30",0.009842467347472584,"9,20,26,30",0.00954801288154599,"9,20,26,30"
16,22.781548194364216,"15,26,36,44",0.02032097301990079,"15,26,36,44",10.701000305911943,"15,26,36,44"
17,21.966455499344185,"7,9,31,44",0.014895378408124455,"7,9,31,44",0.01617689740184182,"7,9,31,44"
18,24.310250717112563,"4,5,20,44",0.02708566118444863,"4,5,20,44",0.02793281463737335,"4,5,20,44"
19,22.10153704850295,"12,14,30,41",0.01774439634621193,"12,14,30,41",0.016351051523229437,"12,14,30,41"
20,23.135172622991412,"6,8,23,36",0.012700443765102846,"6,8,23,36",0.03122515040021331,"6,8,23,36"
21,20.897495924388505,"4,18,22,44",0.015463875382624526,"4,18,22,44",0.023415009995258033,"4,18,22,44"
22,23.371986668608688,"4,15,21,41",0.022110318291592813,"4,15,21,41",0.029260281465305946,"4,15,21,41"
23,22.037429355314888,"3,6,26,40",0.01438239417197011,"3,6,26,40",0.012405818611967604,"3,6,26,40"
24,22.999938030406295,"11,17,32,43",0.013152921100621526,"11,17,32,43",0.02489794177669622,"11,17,32,43"
25,22.604563510513568,"23,34,45,47",0.011292244614404364,"23,34,45,47",0.013401303214787642,"23,34,45,47"
26,22.603268219005898,"26,27,44,48",0.01898731867669809,"26,27,44,48",0.00664284065662356,"26,27,44,48"
27,23.454693734954905,"4,8,23,47",0.02759586830819353,"4,8,23,47",13.120287266076822,"4,8,23,47"
28,23.61359454213481,"11,19,26,41",0.019671653264584397,"11,19,26,41",0.014890424562671251,"11,19,26,41"
29,22.78719682508701,"14,28,34,37",0.009031847741008665,"14,28,34,37",57.66709077508799,
30,22.621254480922524,"31,37,40,48",0.009925553624157748,"31,37,40,48",0.036988028708565254,"31,37,40,48"
