simulation,RandomForest_acc,RandomForest_features,XGBoost_acc,XGBoost_features,LassoNet_acc,LassoNet_features,LASSO_QUT_acc,LASSO_QUT_features,HarderLASSO_QUT_acc,HarderLASSO_QUT_features,LASSO_CV_acc,LASSO_CV_features,linear_LASSO_QUT_acc,linear_LASSO_QUT_features,linear_HarderLASSO_QUT_acc,linear_HarderLASSO_QUT_features
18,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,6,9,10,11,12",1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.85,"6,12",0.9833333333333332,"0,1,2,4,6,9,10,11,12",0.9166666666666666,"0,9,10,11,12",0.8833333333333333,"0,6"
19,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"0,4,6,9,12",0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9,"0,6,11,12",0.8666666666666667,"0,6",0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9,"0,6,11,12",0.8833333333333333,"0,6"
20,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,1,4,5,6,9,10,11,12",0.9666666666666668,"0,1,2,3,6,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9,"6,9,12",0.95,"0,1,2,3,6,9,10,11,12",0.9666666666666668,"0,9,11,12",0.9166666666666666,"0,6"
21,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"1,3,4,6,9,11,12",0.95,"0,1,2,3,4,5,6,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9166666666666666,"6,9,12",0.95,"0,1,2,3,6,9,10,11,12",0.95,"0,6,9,10,11,12",0.9,"0,6"
22,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9333333333333332,"1,3,4,5,6,7,9,11,12",0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.8333333333333334,"6,12",0.95,"0,1,2,3,6,9,10,11,12",0.9,"0,9,11,12",0.9,"6,9,12"
23,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9166666666666666,"0,2,3,4,6,9,11,12",0.9833333333333332,"0,1,2,3,6,8,9,10,11,12",0.9833333333333332,"0,6,9,11,12",0.85,"6,12",0.9833333333333332,"0,1,2,3,4,6,7,9,10,11,12",0.9833333333333332,"0,6,9,11,12",0.9333333333333332,"0,6"
24,1.0,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"6,9,12",1.0,"0,1,2,3,6,8,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.95,"0,6",1.0,"0,1,2,3,6,7,9,10,11,12",0.95,"0,9,11,12",0.9333333333333332,"0,6"
25,0.9666666666666668,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.8833333333333333,"0,1,5,6,9,10,11,12",0.95,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9666666666666668,"0,6,10,11,12",0.9,"6,10,12",0.95,"0,1,2,3,6,9,10,11,12",0.9166666666666666,"0,9,10,11,12",0.8666666666666667,"0,6"
26,0.9333333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.95,"1,3,4,6,9,10,11,12",0.9166666666666666,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9166666666666666,"0,6,10,11,12",0.8666666666666667,"0,11,12",0.95,"0,1,2,3,4,5,6,7,9,10,11,12",0.9166666666666666,"0,9,11,12",0.9333333333333332,"6,9,12"
27,0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9333333333333332,"0,1,2,4,5,6,9,11,12",0.9833333333333332,"0,1,2,3,4,5,6,7,8,9,10,11,12",0.9833333333333332,"0,6,10,11,12",0.9666666666666668,"0,6",0.9833333333333332,"0,1,2,3,6,7,8,9,10,11,12",0.9666666666666668,"0,6,9,11,12",0.9333333333333332,"0,6"
