simulation,RandomForest_acc,RandomForest_features,XGBoost_acc,XGBoost_features,LassoNet_acc,LassoNet_features,LASSO_QUT_acc,LASSO_QUT_features,HarderLASSO_QUT_acc,HarderLASSO_QUT_features,LASSO_CV_acc,LASSO_CV_features,linear_LASSO_QUT_acc,linear_LASSO_QUT_features,linear_HarderLASSO_QUT_acc,linear_HarderLASSO_QUT_features
23,0.9217544633017412,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9270443024024686,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9191095437513775,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.925281022702226,"0,1,2,4,5,6,10,12,14,15",0.9213136433766806,"1,4,5,10,12,15",0.9204320035265594,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9182279039012564,"0,2,3,4,5,6,10,12,13,15",0.91359929468812,"0,2,4,5,10,12,13"
24,0.9184483138637868,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.919329953713908,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.916464624201014,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.919329953713908,"1,2,4,5,6,10,12,14,15",0.9182279039012564,"1,4,5,10,12,15",0.922415693189332,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9182279039012564,"0,2,4,5,6,10,12,13,15",0.9177870839761956,"2,4,5,6,10,12,13"
25,0.9228565131143928,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.929468811990302,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9215340533392108,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9210932334141504,"0,1,2,6,10,11,12,14,15",0.925281022702226,"1,4,5,10,12,15",0.9248402027771656,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.919329953713908,"0,2,4,5,6,10,12,13,15",0.9138197046506502,"2,4,5,6,10,12,13"
26,0.9235177430019836,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9283667621776504,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9230769230769232,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.925060612739696,"1,2,4,5,6,10,12,14,15",0.9213136433766806,"1,4,5,10,12,15",0.9232973330394534,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.918007493938726,"0,2,4,5,6,10,12,13,15",0.9191095437513775,"2,4,5,6,10,12,13"
27,0.9171258540886048,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.922195283226802,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9215340533392108,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9219748732642716,"0,1,2,4,5,6,10,12,14,15",0.9213136433766806,"1,4,5,10,12,15",0.9219748732642716,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9186687238263168,"0,2,4,5,6,10,12,13,15",0.9153625743883624,"2,4,5,6,10,12,13"
28,0.9288075821027112,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9316729116156052,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9279259422525898,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9290279920652412,"1,2,4,5,10,11,12,14,15",0.9296892219528324,"1,4,5,10,12,15",0.9285871721401808,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9257218426272869,"0,2,4,5,6,10,12,13,15",0.9239585629270444,"2,4,5,6,10,12,13"
29,0.923738152964514,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9283667621776504,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9232973330394534,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.92087282345162,"0,1,2,4,5,6,10,12,14,15",0.9226361031518624,"1,4,5,10,12,15",0.9255014326647564,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9177870839761956,"0,2,4,5,6,10,12,13,15",0.916464624201014,"2,4,5,6,10,12,13"
30,0.9195503636764382,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.923738152964514,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9230769230769232,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9243993828521048,"1,2,4,5,6,10,12,14,15",0.9232973330394534,"1,4,5,10,12,15",0.9243993828521048,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9204320035265594,"0,2,4,5,6,10,12,13,15",0.9144809345382412,"2,4,5,6,10,12,13"
31,0.9199911836014988,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9230769230769232,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.922195283226802,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9219748732642716,"1,2,4,6,10,12,14,15",0.9124972448754683,"1,4,5,10,12",0.9243993828521048,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9175666740136654,"0,2,4,5,6,10,12,13,15",0.9127176548379988,"2,4,5,6,10,12,13"
32,0.92087282345162,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9248402027771656,"0,1,2,3,4,6,8,9,10,11,12,13,15",0.9199911836014988,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.920211593564029,"1,2,6,10,12,14,15",0.9239585629270444,"4,5,10,12,15",0.9206524134890895,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0.9197707736389684,"0,2,3,4,5,6,10,12,13,15",0.9162442142384836,"0,2,4,5,10,12,13"
