simulation,LassoNet_c_index,LassoNet_features,GBoost_c_index,GBoost_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
153,0.4993254414204316,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5373556177069515,38,0.5,,0.5,
154,0.513302201467645,"1,2,3,4,5,8,9,14,15,17,18,22,23,26,27,29,30,34,36,38,39,41,44,45,49",0.5,,0.5,,0.5,
155,0.4792489576475751,"0,7,15,17,23,26,45,48",0.5,,0.5,,0.5,
156,0.5229220000461265,"1,2,3,4,8,9,11,12,13,17,20,26,27,30,32,33,35,37,40,41,43,45,49",0.4853591526557347,"17,32",0.5,,0.5,
157,0.4863667135343436,"10,13",0.5,,0.5,,0.5,
158,0.5050871243129459,"4,18,27,42,47",0.4995787308236145,27,0.5044518982362509,42,0.5,
159,0.519349228515374,"2,42",0.526051706461737,"0,20,21,48",0.5,,0.5,
160,0.4909885411001294,28,0.492995255152754,19,0.5,,0.5,
161,0.5290722721923335,"1,6,12,14,15,16,18,19,20,21,22,25,26,27,30,32,33,37,39,40,43,45,48,49",0.5000275828009415,14,0.5,,0.5,
162,0.4911263452978698,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4915227450553664,"10,20,22",0.5,,0.5,
163,0.5070139122394082,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4809100748150638,47,0.4927325886852723,43,0.5,
164,0.5094105953148507,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5002646142273802,"13,21",0.5,,0.5,
165,0.4878372840298932,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
166,0.5403702887730206,"5,6,17,32,46",0.523728509298018,43,0.5,,0.5,
167,0.5102530552429801,"1,2,3,8,19,20,21,23,26,27,28,30,31,33,34,40,41,43,44,45,47,49",0.5266650092900322,3,0.5,,0.5,
168,0.4762886952336754,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
169,0.5224741997335864,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,35,36,37,39,40,41,42,43,44,46,47,49",0.4911336799809626,"27,43",0.5,,0.5,
170,0.4830142214504015,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4693041840203682,"6,11",0.5,,0.5,
171,0.4998006085536199,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5162408430161097,"22,31",0.5,,0.5,
172,0.4839483134608499,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
173,0.5124981893361777,"9,35",0.5100751919303652,"9,35",0.511921410605881,"9,35",0.5111918776913048,"9,35"
174,0.5087703317106367,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4836515765699389,"6,8,9,19,20",0.5,,0.5,
175,0.5036012526096033,"2,4,17,47",0.5042412921656961,"8,17,23",0.5,,0.5,
176,0.5049098148706316,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.517984146876702,"19,29",0.5,,0.5,
177,0.4934924108639137,"0,1,2,7,8,10,12,13,15,17,18,20,22,23,26,27,28,31,33,35,36,39,40",0.5113421603337023,24,0.5,,0.5,
178,0.4880363801165976,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4927860350616979,22,0.5,,0.5,
179,0.482125546572065,"0,1,2,4,5,6,8,9,10,12,14,15,18,21,23,24,26,27,28,30,32,33,34,36,38,39,40,43,44,45,46,47,48",0.49943924799934,"2,18,30,35",0.5,,0.5,
180,0.524160119598342,"6,8,17,18,19,31",0.5047084006335367,31,0.5,,0.5,
181,0.5215797722629015,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
182,0.4857513825697884,"0,1,3,4,7,8,9,11,12,15,17,19,20,23,24,25,28,29,30,32,33,34,35,36,38,39,41,44,46,47,49",0.5,,0.5,,0.5,
183,0.5014573970442782,0,0.5,,0.5,,0.5,0
184,0.4821701053084032,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
185,0.5157694962042788,"0,2,4,5,7,9,10,11,12,15,16,17,18,19,20,21,22,24,25,27,28,30,31,32,33,34,35,36,37,38,40,41,42,43,44,46,48,49",0.4952752561448214,39,0.5,,0.5,
186,0.5095983565913438,37,0.5,,0.5095983565913438,37,0.510729118294465,37
187,0.4802302566969344,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.508131002563444,"21,33",0.5,,0.5,
188,0.493741941400834,"1,6,7,8,9,10,12,16,17,18,22,23,26,32,33,36,37,38,39,44,47,49",0.5175576307853325,30,0.5,,0.5,
189,0.5007803519021923,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
190,0.481533074397592,"0,2,3,5,6,9,12,13,15,17,18,19,20,22,23,24,25,28,29,30,31,32,33,34,36,37,38,41,42,43,46,47,48,49",0.5,,0.5,,0.5,
191,0.50828180008175,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
192,0.5089248882891946,"3,5,11,23",0.5,,0.5,,0.5,
193,0.5164394484428041,9,0.5,,0.5,,0.5,
194,0.5014230540214251,"0,1,4,5,6,8,9,10,14,15,16,17,18,20,22,23,24,25,26,29,31,32,33,34,35,36,39,40,44,45,47,48,49",0.4868934266376046,12,0.5,,0.5,
195,0.5038920765349894,"9,37",0.5001797150270622,36,0.5,,0.5,
196,0.5246043504703319,"26,29,30,31,34,39",0.5026537386770691,20,0.5,,0.5,
197,0.4863889094817999,"28,42",0.4661489608817061,42,0.5,,0.5,
198,0.4893073037971371,"5,20,24,39,43",0.5205453641430927,15,0.5,,0.5,
199,0.5072461727870505,"1,5,6,10,21,42,43,44,48",0.5,,0.5,,0.5,
