simulation,LassoNet_c_index,LassoNet_features,GBoost_c_index,GBoost_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
54,0.5069206714944042,13,0.4950885999561115,"12,13,17,19,42",0.5,13,0.5,
55,0.4828179075032072,"7,9,41,45",0.5118010856222932,"7,11,24,34",0.5,,0.5,
56,0.5049182576256309,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4999094799210006,"4,8,31,37",0.5,,0.5,
57,0.5126951533522376,"4,7,10,15,16,17,23,26,28,29,34,35,38,39,40,41,44,46,47,49",0.485658876829308,"10,44,46",0.5,,0.5,
58,0.4943708082534111,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
59,0.5069463648454681,"0,2,7,8,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,28,30,32,34,35,36,39,41,42,43,44,47,48",0.5168569509738079,"6,8,19,39,42",0.5062010297738975,19,0.5062010297738975,19
60,0.5257898130238555,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5004593810444874,35,0.5,,0.5,
61,0.5103433533734135,29,0.5030794923179692,8,0.5,,0.5,
62,0.5025063522607669,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5010551663282338,"25,30,45",0.5,,0.5,
63,0.4970733267387117,"6,9,29,38",0.5038439702597438,32,0.4959490181203345,29,0.49266658237451,29
64,0.4888213800360634,"0,2,3,4,5,6,8,9,10,11,13,14,15,16,17,21,23,26,27,28,30,34,37,38,39,45,46,47,48,49",0.4846783106218041,21,0.5,,0.5,
65,0.4844151742248047,"1,32,38,49",0.5043800917261163,"9,23,49",0.5,,0.5,
66,0.483079386257505,"0,2,6,7,9,12,13,14,16,17,20,22,23,25,30,31,36,41,43,44,45,47",0.5018345563709139,41,0.5,,0.5,
67,0.5166497553206519,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5007809188640713,"10,36",0.5,,0.5,
68,0.4894656271700019,"0,6,7,17,44,45",0.5034654272667971,6,0.5,,0.5,
69,0.4932388090632771,"8,45",0.5,,0.4931841208436953,8,0.5,
70,0.4961803922215895,"1,2,4,5,6,7,9,13,15,17,21,22,24,27,28,29,30,32,33,36,37,38,40,43,44,45,46,47",0.4944982243018934,17,0.5,,0.5,
71,0.5019249354394081,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
72,0.4869738781909784,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
73,0.5113248080773277,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49",0.4752034080141583,17,0.5,,0.5,
74,0.4970942602000748,"1,4,7,9,12,14,17,19,20,22,24,26,27,28,30,34,36,37,40,41,44,46,47,49",0.5102607598045515,40,0.5,,0.5,
75,0.4975103915207241,1,0.4781585866506758,"0,1,31",0.5,,0.5,
76,0.4842981492676254,35,0.4879706652816684,"22,35,40",0.4842981492676254,35,0.5,35
77,0.5136266708274821,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5063335413741094,22,0.5,,0.5,
78,0.4773787035839048,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4690904386078406,"7,43,45",0.5,,0.5,
79,0.501600540790775,6,0.5,,0.5,6,0.5,6
80,0.5027885896219061,"3,7,8,10,11,15,17,18,21,22,23,29,30,33,47",0.5016329455657459,21,0.5,,0.5,
81,0.5002332010114111,7,0.5158969723172058,0,0.5,,0.5,
82,0.5015262929577615,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
83,0.4893390947085074,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5260639260780934,4,0.5,,0.5,
84,0.4984448043824648,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
85,0.4893159492956697,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4903738419734555,"36,39",0.5,,0.5,
86,0.4889631402378084,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
87,0.5141714187258923,"23,32,45",0.4928177210124387,35,0.5,,0.5,
88,0.4772741457325636,20,0.4854527487387527,"20,29,38",0.5,,0.5,
89,0.5009773479383561,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
90,0.5079786524349567,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4795170113408939,"3,8,13,32",0.5,,0.5,
91,0.5244994187499321,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4858490053561922,37,0.5,,0.5,
92,0.4996831984505775,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4885840769177561,38,0.5,,0.5,
93,0.4973786393098343,"19,29",0.4981617739636686,27,0.5,,0.5,
94,0.5178001240319613,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49",0.5058107948808627,4,0.5,,0.5,
95,0.5160372707951156,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4853958069008617,38,0.5,,0.5,
96,0.4966909154752181,"6,20",0.5178303804747474,6,0.5,,0.5,
97,0.4902627620385892,"2,8,18,29,39,41,43",0.4916275395681203,15,0.5,,0.5,41
98,0.5112111917577109,"0,1,4,5,9,13,14,17,19,21,23,24,27,29,34,35,37,38,40,41,42,43,45,46,49",0.5083890301847361,1,0.5,,0.5,
99,0.5059984372752173,"0,1,3,4,5,6,7,8,10,11,12,13,14,15,18,19,21,22,23,24,25,27,28,29,30,31,32,33,35,36,37,38,40,41,42,43,45,47,48,49",0.5,,0.5,,0.5,
100,0.4974867643120532,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
101,0.4878310777964215,17,0.4821438839143366,"15,17",0.4878310777964215,17,0.5,17
102,0.5045469023729894,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
103,0.5208293878753446,"0,3,10,13,17,20,21,23,25,26,30,34,36,37,39,42,44,46,47",0.5,,0.5,,0.5,
104,0.5,,0.5,,0.5,,0.5,
105,0.4987541382812226,"0,2,3,7,18,21,28,38,42,46",0.4833808781102769,3,0.5,,0.5,
106,0.4944585213110026,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4867746121994932,"19,22",0.5,,0.5,
107,0.5113222110982889,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5276183488856111,"10,22,35",0.5,,0.5,
108,0.498905846706318,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.494578967772212,31,0.5,,0.5,
109,0.4986295387697959,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.485797038159703,"3,15,21,42,47",0.5,,0.5,
110,0.5116566399065995,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4952052911822131,41,0.5,,0.5,
111,0.4820105720876524,"0,1,2,3,4,5,7,8,9,10,12,13,14,15,18,19,21,22,23,25,26,27,29,32,33,35,36,37,40,41,43,44,46,47,48",0.4810996471505464,"8,13,15,48",0.5,,0.5,
112,0.5018276146680816,"6,10,13,18,22,31,32,33,34,36,44,47",0.5025232873481901,36,0.5,,0.5,
113,0.5017342867301386,46,0.4964260788264265,"7,30,33,35",0.5017342867301386,46,0.5,46
114,0.5136194723151245,49,0.4996774964166268,"33,49",0.5,49,0.5136194723151245,49
115,0.497565014879027,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
116,0.4969953239812959,22,0.5221469605878424,"4,20,36",0.5,,0.5,
117,0.5170588615364735,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
118,0.5167524237383865,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5127094052967298,"12,26",0.5,,0.5,
119,0.5234679679385423,"5,12,18,20,38",0.5,,0.5,,0.5,
120,0.4970959307491178,"3,4,33,36",0.5,,0.5,,0.5,
121,0.4884297411690246,46,0.478022441687214,21,0.4884297411690246,46,0.5,46
122,0.5077007447042965,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5152669506076029,"16,49",0.5,,0.5,
123,0.5086483599579084,"4,5,7,9,14,16,17,19,20,21,22,25,29,30,33,36,38,39,42",0.5143024467111907,6,0.5,,0.5,
124,0.5,,0.5084075404884654,20,0.5,,0.5,
125,0.4841712364663624,"5,6,7,8,9,10,11,13,15,16,17,19,20,21,26,27,28,29,30,31,33,34,35,36,38,39,40,42,44,45,46,47,48,49",0.4924186064347893,17,0.5,,0.5,
126,0.5121529322481878,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,26,28,29,32,33,34,35,36,37,38,42,43,45,46,47,48",0.5,,0.5,,0.5,
127,0.5102754931015728,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
128,0.4981050580070846,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,35,36,37,38,40,41,42,43,44,45,48,49",0.4985488352493448,49,0.5,,0.5,
129,0.4853108150213617,"0,1,2,3,5,8,12,14,15,16,17,19,20,24,28,31,32,33,38,41,42,43,48",0.4889309610946519,24,0.5,,0.5,
130,0.4883389759697565,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5145867883336263,"18,22,26",0.5,,0.5,
131,0.5106997971602434,36,0.4854631507775524,0,0.5,,0.5,
132,0.4977167037911649,"0,1,2,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,45,46,47,48,49",0.480797143925818,3,0.5,,0.5,
133,0.4965371456435015,"4,9,38",0.5,,0.5,,0.5,
134,0.4999171676686706,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5059532398129593,18,0.5,,0.5,
135,0.5175910523255027,26,0.5142370268186798,"2,34",0.5,,0.5,
136,0.4903296810008578,19,0.5087059845382793,"19,31",0.4903296810008578,19,0.4903296810008578,19
137,0.501291714950936,"0,2,4,9,13,14,15,17,20,27,29,30,31,33,34,35,37,38,41,43,44,45,47,49",0.5095523117976632,31,0.5,,0.5,
138,0.5024193328423752,"1,3,6,7,8,10,13,14,16,18,20,21,23,25,26,27,28,31,32,34,36,39,44,45,48",0.5125057960341489,"4,10,21,25,26",0.5,,0.5,
139,0.4958823593320513,"3,4,5,13,46,49",0.5026821702899732,"34,36",0.500029877339939,4,0.5,4
140,0.5066891733176005,"0,2,4,6,7,28,29,34,36,42,49",0.5,,0.5,,0.5,
141,0.4884888559050709,"32,38,40,46",0.4966871803390248,36,0.5,,0.5,
142,0.5108942704012431,"17,22,23,32,35,44,48",0.5169965366939254,"15,17,22,32,35,44",0.5,,0.5,
143,0.4723738790344882,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4965564466216305,16,0.5,,0.5,
144,0.4784421149840336,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
145,0.5229816957599375,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5,,0.5,,0.5,
146,0.4833940691417492,"0,3,4,6,15,17,21,22,24,26,30,32,34,40,42,43,46,48",0.4757988136184637,"16,22,24",0.5,,0.5,
147,0.5033397447106137,"10,16,19,26,33,37,39,40,43",0.4770683416950246,"6,7,16",0.5,,0.5,
148,0.5016022743649203,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.5050059610370894,33,0.5,,0.5,
149,0.4992443167135216,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.4857033597235165,44,0.5,,0.5,
150,0.4996877617850887,"0,2,4,5,7,8,9,10,14,16,17,18,20,22,24,25,26,28,29,30,31,38,40,42,45",0.498898281420557,23,0.5,,0.5,
151,0.5014775246545933,"9,15,27,34,35,40,42,46,47",0.4931915340665734,"16,35,38,46,47",0.5213480089109418,46,0.5,
152,0.4925017041581458,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,46,48,49",0.4979306651085792,"10,37",0.5,,0.5,
