simulation,LassoNet_c_index,LassoNet_features,GBoost_c_index,GBoost_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.8902329501310262,"0,1,3,5,6,8,10,11,12,13,15,18,19,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,40,41,43,44,45,46,48,49",0.8362014248278223,"0,5,10,19,33,35,44",0.5,,0.9814482676885394,"0,5,19,33,35,44"
1,0.8802022123976346,"0,2,3,5,6,7,9,10,15,17,18,19,21,22,24,25,26,27,28,29,30,31,32,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49",0.8685153058369243,"2,5,10,22,40,44,45,49",0.578705073164752,"2,45",0.9832511212554864,"2,5,22,40,44,45"
2,0.8536996790244883,"0,6,10,12,14,15,17,18,21,22,24,25,26,27,28,29,33,34,35,36,38,40,41,43,44,45,46,47,48,49",0.848578348165892,"6,21,22,25,33,34",0.5878743171999513,"6,34",0.9596295297470796,"6,21,22,25,33,34"
3,0.8538042868364942,"0,1,2,3,5,9,10,11,12,13,17,21,22,23,24,25,26,28,29,30,31,32,34,36,38,39,43,45,46,47,48,49",0.8455866600014282,"17,22,28,29,45,46,49",0.5,,0.9811826037277728,"17,28,29,45,46,49"
4,0.889753060800996,"0,1,2,3,4,5,7,8,9,11,13,14,15,16,17,18,20,21,22,23,24,26,27,30,31,33,34,36,37,38,39,40,41,42,43,44,47,49",0.8582278481012658,"1,14,16,17,18,26,31",0.5472975029397523,14,0.9642692121463652,"14,16,17,18,26,31"
5,0.8563619382485441,"0,3,4,5,7,9,10,11,12,13,14,19,20,21,22,23,24,25,28,29,31,32,34,35,37,38,39,40,42,43,45,48,49",0.834600593341391,"5,9,11,20,21,34,40",0.5,,0.9611773431491044,"5,11,20,21,34,40"
6,0.8930239092885065,"0,2,3,4,5,6,7,8,10,11,12,17,18,19,20,22,26,29,30,32,35,36,37,38,40,41,47,49",0.8450248900128651,"0,17,20,29,36,37",0.5,,0.9849282500957308,"0,17,20,29,36,37"
7,0.872809263862691,"0,2,3,4,5,7,8,10,12,13,14,16,19,20,22,23,25,27,28,29,31,33,34,35,37,38,41,43,44,46",0.829961400572121,"13,19,25,27,29,34",0.5,,0.9794436186026756,"13,19,25,27,29,34"
8,0.8824853043085065,"2,3,4,5,6,10,12,14,17,19,21,22,23,24,26,30,31,34,36,38,39,40,44,45,46,47,48,49",0.8201466759777284,"17,21,38,39,45,46,49",0.5754918407808449,"46,49",0.9640132816408872,"17,21,38,45,46,49"
9,0.8763312574818083,"0,1,2,3,7,8,9,12,13,15,17,18,19,20,21,28,29,30,32,34,36,37,39,40,42,43,46,48",0.8424711151761335,"8,13,17,20,36,37",0.5,,0.982662380459198,"8,13,17,20,36,37"
10,0.8623465292855717,"0,1,3,6,7,8,9,10,11,12,13,14,18,19,22,24,26,27,28,29,30,31,32,34,35,36,37,38,40,43,44,45,48,49",0.8336277584520762,"9,11,12,18,21,27,35,38",0.5,,0.979213846022148,"9,12,18,27,35,38"
11,0.8449079173908431,"1,3,4,9,10,11,14,15,16,17,18,19,20,30,31,35,38,39,40,41,45,46",0.8207659815209202,"3,10,17,19,20,39",0.5,,0.980582550678754,"3,10,17,19,20,39"
12,0.8659991844268452,"1,2,3,6,7,12,13,14,15,16,19,21,22,23,27,30,34,35,36,38,43,44,45,46,47",0.8135208078466722,"6,15,19,20,27,35,36,47",0.5,"6,35",0.9578343313373252,"6,15,19,27,35,36"
