simulation,LassoNet_c_index,LassoNet_features,GBoost_c_index,GBoost_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.97171561554068,"4,7,10,15,28",0.9012569029304228,"15,22,28",0.9719624393789804,"15,28",0.971897342982066,"15,28"
1,0.9730325485414126,"27,40,46",0.9224882336388264,"27,40",0.9734270595959986,"27,40",0.9734877536043964,"27,40"
2,0.974951440707788,"2,4,15,22,30,36",0.9369740564534677,"15,21,30,36",0.9748793983912396,"30,36",0.9748683149579244,"30,36"
3,0.9668111106850226,"2,3,9,12,14,17,19,20,24,28,33,45,46,49",0.891897074049929,"17,49",0.967465582697396,"17,49",0.9674988176042744,"17,49"
4,0.9738032038678848,"2,4,5,6,15,16,22,47",0.9259116129632816,"2,4,16",0.9742827403535594,"4,16",0.97432787319927,"4,16"
5,0.9688031480308134,"10,11,20,25,26,36,45",0.9181589800024456,"26,31,45,46",0.9692922488633964,"26,45",0.9691838685652672,"26,45"
6,0.9723532781336248,"3,5,6,14",0.9196336509920324,"6,14",0.9724860698849138,"6,14",0.9724912774045722,"6,14"
7,0.972900225322722,"7,8,11,34,43",0.9219889447570844,"7,10,32,43,44",0.9728863507708702,"7,43",0.9729612733508708,"7,43"
8,0.9669595353530636,"16,26,39",0.8869641008879446,"16,26,42",0.9676884645016692,"16,26",0.9674757520810796,"16,26"
9,0.9721544894190256,"8,12,17,28,41,44",0.9270590994246488,"8,17",0.9722744097918982,"8,17",0.9723943301647706,"8,17"
10,0.9672441053138104,"1,30,47",0.8994558751209607,"30,46,47",0.9678786532777046,"30,47",0.967809910581616,"30,47"
11,0.9699924842763148,"1,3,5,11,12,13,14,16,19,21,25,28,30,45",0.910896480795348,"12,30",0.9702878390316584,"12,30",0.9701929035745837,"12,30"
12,0.9701966794106852,"11,16",0.9265151494854612,"11,16",0.970360110061166,"11,16",0.9702690175674552,"11,16"
13,0.9674364848727136,"11,14,17,23,26,41,46",0.9395895157115692,"14,26,28",0.968025892953242,"14,26",0.9680720205421528,"14,26"
14,0.9700986890558256,"8,19",0.9210750583927784,"8,10,19",0.970476137870084,"8,19",0.9704379984428592,"8,19"
15,0.9697706134249788,"3,8,9,12,13,16,21,25,31,36,37,40,41,45",0.9115825218885524,"31,45",0.970149742246952,"31,45",0.9701142841556883,"31,45"
16,0.9707114075529292,"10,29",0.90872927855849,"10,29",0.9710203478086366,"10,29",0.971099563258818,"10,29"
17,0.967702696706056,"29,41,49",0.9053855811974512,"29,49",0.9674703795644444,"29,49",0.9675121444438354,"29,49"
18,0.972695463545539,"3,8,18,39,40,45,48",0.9232243123899064,"1,3,39,42,45",0.9726901337511892,"3,45",0.972655490087915,"3,45"
19,0.9713310269726474,"0,3,5,6,8,12,22,25,27,32,34,36,39,49",0.9201509569256372,"1,32,49",0.9718126336123976,"32,49",0.9717029343222324,"32,49"
20,0.9732862972954278,"5,34",0.937172304074151,"5,10,34",0.9739697032579372,"5,34",0.9739005326139586,"5,34"
21,0.9723331371889712,"1,7,15,16,17,27,29,34,47,49",0.8930115690147948,"17,29",0.6959429640215198,"17,29",0.972527530262273,"17,29"
22,0.9744451159213272,"36,37",0.8998530381276783,"12,36,37",0.9743901769036368,"36,37",0.974406658608944,"36,37"
23,0.9686879429986688,"43,44",0.8979283962921368,"43,44",0.9688614856740522,"43,44",0.9689333819252824,"43,44"
24,0.972983276370096,"4,18,30,32",0.9247688157382674,"18,30",0.9732374268324644,"18,30",0.9731421204090764,"18,30"
25,0.9696542302889366,"5,7,13,18,32,40,42",0.8967839740966007,"40,42",0.9700739612961083,"40,42",0.970089603445444,"40,42"
26,0.9731737086033118,"0,5,7,11,12,13,14,15,16,17,21,22,23,24,25,26,29,31,34,35,37,41,42,46,49",0.9449187814974802,"4,13,17,31,47",0.9741355066594672,"13,31",0.9740820734341252,"13,31"
27,0.9696646583884936,"37,46",0.9203110702097872,"37,46",0.9696307670649332,"37,46",0.9695968757413728,"37,46"
28,0.9710933080278118,"1,4,5,8,10,13,16,20,22,24,26,27,28,30,31,33,37,38,42,44,47,49",0.9152951543228384,"10,31,49",0.9717711344990212,"10,49",0.9717294221007928,"10,49"
29,0.9721784734936002,"10,11,20,24,30,35,36,41,44,46,47",0.9216720097855025,"11,36,44",0.9721864681851252,"11,36",0.9722211118483992,"11,36"
30,0.9703173806787836,"3,30,32,33,34,40",0.899624246740145,"30,34",0.9705304783638412,"30,34",0.9705250834857386,"30,34"
31,0.9684790933540962,"1,5,6,8,11,18,20,22,23,30,38,39",0.9081026134261556,"8,20",0.9685045380640138,"8,20",0.9685096270059972,"8,20"
32,0.9709822696474216,"19,28",0.925677229142154,"19,28",0.9709714502103028,"19,28",0.970952516195345,"19,28"
33,0.9697138388537648,"32,36",0.9271462085967632,"32,36",0.9697615544686998,"32,36",0.9697615544686998,"32,36"
34,0.9743721111232428,"7,9,17,18,29,30,37,39,43,46,48,49",0.9443515897746012,"30,46,49",0.9749460369720232,"46,49",0.9750132282909048,"46,49"
35,0.9721041787392956,"30,38",0.9149738158092418,"11,30,38",0.9725522074131308,"30,38",0.9725307449616896,"30,38"
36,0.9722883571012608,"2,7,10,13,19,21,22,25,26,27,28,33,36,44",0.90893294871274,"21,28",0.9722910656969894,"21,28",0.9722748141226182,"21,28"
37,0.972478790634948,"7,20",0.9270008415792418,"7,20",0.9723873146304108,"7,20",0.9724186778319664,"7,20"
38,0.9687525016677784,"20,44,46",0.932108072048032,"14,44,46",0.9692915276851234,"44,46",0.9693155436957972,"44,46"
39,0.9690280464216634,"4,10",0.9266051472168494,"4,7,10,36",0.9699736728992048,"4,10",0.9699897915323448,"4,10"
