simulation,LassoNet_c_index,LassoNet_features,GBoost_c_index,GBoost_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.681373591904645,"1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,37,38,39,40,42,43,45,46,47,48,49",0.7744115320622972,"7,14,16,29,30,31,35,37,38,39,40,45",0.5,,0.5,
1,0.6833588140913094,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.7967175741598103,"1,6,7,9,14,25,27,28,32,38,39,42,48",0.5,,0.5,
2,0.6418907979681461,"2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,24,25,27,28,29,30,31,32,33,34,35,39,40,42,43,44,46,47,48,49",0.7656866614048935,"2,5,7,9,10,11,19,24,25,28,31,34,47",0.5,,0.5,
3,0.6622117634330074,"0,1,2,3,4,6,7,8,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,31,33,34,35,37,38,39,40,42,43,44,45,46,47,48,49",0.7771223002123314,"0,14,16,18,20,22,28,29,34,43,44,48",0.5,,0.5,
4,0.650635507358721,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,42,43,44,45,46,47,48,49",0.7628917012775425,"2,13,17,26,31,34,35,36,37,40,44,47,49",0.5,,0.5,
5,0.6514981483559645,"0,1,2,3,4,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,44,45,46,47,48,49",0.8100713112496302,"2,6,8,11,16,17,27,29,36,38,44,47",0.5,,0.5,
6,0.6421631780359258,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,19,20,21,23,24,25,26,28,29,30,31,32,33,34,35,37,38,39,40,41,43,44,45,46,47,48,49",0.7878876193329611,"3,5,11,17,25,26,29,30,35,39,44,47,48",0.5,,0.5,
7,0.6850155706173292,"2,4,5,6,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,35,36,37,39,40,41,43,44,46,47,49",0.7651427524664381,"8,11,14,16,21,23,26,28,32,36,41,44,49",0.5,,0.5,
8,0.625168887858462,"0,1,2,3,4,5,6,8,9,10,11,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,48,49",0.759724876015659,"1,2,7,15,16,19,20,21,31,43,44,47,48",0.5,,0.5,
9,0.6889929548280149,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",0.8019035778422434,"0,3,5,14,15,16,18,27,36,38,42,47,49",0.5,,0.5,
