simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.8635118843264218,"5,9,18,24,42,61,62,72,77,79",0.786401488235435,"42,62,18,79,77,61,16,9,19,15,5,53,17,12,95,76,10,72,35,88,55,74,24,44,73,47,82,23,56,85,43,75,38,29,52,83,58",0.8286959044250519,"42,62,18,79,77,61,16,9,19,15,5",0.8649916033927084,"18,42,62",0.8646615941045438,"18,42,62"
1,0.9293462804209158,"7,22,25,26,29,57,99",0.8889611181083168,"25,26,29,39,98,57,44,22,72,7,13,90,51,99,10,28,85,27,49,63,86,80,41",0.9107003074256151,"25,26,29,39,98,57,44,22,72",0.9310120667939706,"25,26,29",0.930998523815328,"25,26,29"
2,0.8840816862714861,"5,10,23,26,28,40,47,54,67,82,90",0.7356205146657757,"54,5,67,90,26,23,73,20,30,63,10,64,24,60,39,28,70,35,78,51,34,91,52,50,89,0,76,66,6,59,80,14,94,47,83,9,17,85,29,27,82,16,4,61,84,25,1,46,92,75,97,71,40,72,37,96,31,3,48,33,44,43",0.8542932127058649,"54,5,67,90,26,23,73,20,30",0.8927060933434998,"5,54,67",0.893365774811591,"5,54,67"
3,0.8613256847343089,"35,73,92",0.7791942353030649,"92,73,35,84,64,44,1,76,16,69,27,83,2,26,18,47,68,88,87,79,23,20,75,50,82,33,96,89,24,98,99,0,39,32,22,54,53,94,62,67,56,60,74,19,6,86,90,59,29,80,15,91,12,3,13,48",0.8457786034788088,"92,73,35,84,64,44,1,76,16,69,27",0.8666003932944385,"35,73,92",0.8661793944134807,"35,73,92"
4,0.9039188624670167,"38,44,50,81",0.8455034344908546,"38,81,44,50,24,84,0,92,48,68,56,51,3,1,22,54,96,71,4,53,26,43,87,83,20,46,39,25,86,88,18,57,5,35,6,17,65,98,67,73,40,85,42",0.9034508833436448,"38,81,44,50,24,84,0",0.9125487147759781,"38,44,81",0.912609525622518,"38,44,81"
5,0.9272599695941995,"12,24,29,61",0.836598058706584,"61,29,24,2,75,95,74,66,60,52,1,26,98,55,38,92,10,94,46,58,3,14,12,88,48,35,11,37,16,28,89,17,23,57,68,53,90,0,86,85,45,54,39,6,59,27",0.9290912280328723,"61,29,24",0.9290646495359395,"24,29,61",0.9290965437322588,"24,29,61"
6,0.9145277002789957,"0,5,29,33,46,48,71",0.8752604908045323,"71,0,29,46,61,89,63,33,12,5,50,51,67,7,60,49,37,3,54,32,48,92,98,41,17,70,2,97,10,47,81",0.9013551215623754,"71,0,29,46,61,89,63,33,12",0.8888344815805955,"0,71",0.9162045208677333,"0,29,71"
7,0.9025520066504412,"16,39,52,73,75,91,96",0.8304625762447042,"39,52,91,96,1,49,79,14,75,68,18,59,32,60,6,67,69,46,56,72,57,65,61,42,5,22,23,7,30,53,55,73,70,24,9,10,29,26,15,35,43,25,76,66,86",0.9006014442675,"39,52,91,96,1",0.9044675139969752,"39,52,91",0.9044399707540839,"39,52,91"
8,0.9283949315014306,"8,29,58,66,80,97",0.8934085784733851,"97,80,8,29,10,49,46,98,21,3,16,61,51,76,90,83,74,45,6,53,34,82,1,7,77,58,63,35",0.925715641935101,"97,80,8,29,10,49",0.9088171305758099,"80,97",0.9296396408275207,"8,80,97"
9,0.9245659817602462,"3,8,86,92",0.8283169431930557,"3,92,86,33,26,7,60,19,54,45,84,23,41,89,94,99,55,96,17,29,56,67,83,8,82,51,68,78,5,9,70,50,49,38,76,36,16,21,13,57,46,31,2,25,95,71,35,81,28,62,12,61,27,32",0.8848560597736512,"3,92,86,33,26,7,60,19,54,45,84,23,41,89,94",0.9251922865619163,"3,86,92",0.9253296341061422,"3,86,92"
10,0.8873583478090844,"0,2,22,27,30,32,35,38,39,40,50,53,55,60,67,73,79,80,81,85,87,91,95,96,98,99",0.808436930592906,"2,87,39,22,79,80,81,96,47,91,88,0,35,73,6,38,86,78,66,67,45,68,55,60,97,24,34,99,15,21,84,54,10,49,4,23,13,59,44,32,40,33,29,92",0.8706108719739069,"2,87,39,22,79,80,81,96,47,91,88,0,35,73,6,38",0.8961656498218987,"2,39,87",0.8959247808801067,"2,39,87"
11,0.9016093364523016,"0,4,34,43,51,93",0.80787411639887,"34,93,51,0,95,38,32,75,65,25,45,88,64,37,27,33,56,55,72,86,63,84,14,91,79,13,36,94,8,40,82,4,17,53,96,58,19,9,62,2,48,77,99,12,29,81,41,42,66,47,68,5,85,35",0.8958162365302758,"34,93,51,0",0.899579450601424,"34,51,93",0.8995513287571423,"34,51,93"
12,0.9038497850141076,"0,1,6,10,12,14,16,23,27,30,32,35,41,44,46,47,60,61,66,68,71,74,87,91,96,97,98",0.8908049697617082,"87,23,91,6,74,16,47,30,44,27,68,53,33,4,46,96,97,99,0,39,31,3",0.8907024670777564,"87,23,91,6,74,16,47,30,44,27,68,53,33,4,46,96,97,99",0.9155674602532355,"23,87,91",0.9154919319597974,"23,87,91"
13,0.8954947442894684,"10,11,26,27,43,48,51,73",0.8549575500303214,"11,10,73,43,27,87,93,69,51,22,16,40,48,35,62,55,76,29,70,19,99,49,77,36,37,6,65,39,66,4,15,57,53,25,74",0.878623408126137,"11,10,73,43,27,87,93,69,51,22,16,40,48,35,62",0.9041540327471195,"10,11,73",0.9040226399838286,"10,11,73"
14,0.9119322691595378,"3,14,22,32,75,80",0.8547814328130052,"80,3,22,14,32,75,91,27,9,0,37,54,85,48,31,82,73,45,19,94,17,2,99,52,70,97,35,74,7,15,65",0.90116706352706,"80,3,22,14,32,75,91",0.8870858688302907,"3,80",0.913310991563042,"3,22,80"
15,0.9227725545809479,"1,3,7,8,11,14,25,28,49,52,53,57,68,72,79,81,87,89,93,97",0.871713200223101,"8,79,68,53,3,49,89,97,81,25,72,57,1,54,66,60,50,70,14,11,7,75,29,45,6,52,73,69,38,87,85,58,59,64,93,22,19,56,99,2,12,76,98,82,28,31,26",0.9165647455473602,"8,79,68,53,3,49,89",0.9248034735717913,"8,68,79",0.9248034735717913,"8,68,79"
16,0.9227455275648047,"45,63,69",0.835458500669344,"63,69,45,90,3,43,14,30,93,76,21,42,88,78,97,80,38,4,86,12,59,27,87,23,67,16,79,60,98,91,46,35,49,2,82,55,68,89,15,22,61,75,39,65,11,29",0.9047705975416819,"63,69,45,90,3,43,14,30",0.9254350736278447,"45,63,69",0.9251551661190215,"45,63,69"
17,0.8924238188426056,"30,60,78",0.838919104378987,"30,78,60,53,3,0,54,92,70,46,18,14,58,52,77,72,50,7,13,96,12,75,5,71,51,69,94,65,55,40,37,97,43,23,88,89,27,49,57,84,82,68,19,64,66",0.890055150329123,"30,78,60,53,3",0.8916817038147762,"30,60,78",0.8916003761404936,"30,60,78"
18,0.8620155651246395,"2,12,59",0.8406668510251649,"12,2,59,97,74,37,69,81,18,71,80,82,90,40,96,77",0.866434901697415,"12,2,59,97,74,37",0.8724318202768011,"2,12,59",0.8726398820105611,"2,12,59"
19,0.8033008020000558,"5,10,18,24,36,39,40,48,50,60,62,65,66,72,75,85,90,97",0.6966231309696771,"85,75,36,97,40,10,90,62,5,18,68,54,24,93,30,11,20,92,29,26,27,65,9,45,33,2,35,31,47,8,39,83,86,72,50,76,74,88,1,14,94,77",0.7812692544670363,"85,75,36,97,40,10,90,62,5,18,68,54",0.811389262885121,"36,75,85",0.8114171541295523,"36,75,85"
20,0.911817539110748,"4,16,49,51,56,69,70,78,93,96",0.8378667965085731,"93,70,16,4,49,69,15,25,55,96,86,45,31,68,22,33,90,94,17,7,95,10,88,76,81,66,27,73,42,36,43,35,75,56,63,39,40,89,12,67,48,9",0.8979062992580855,"93,70,16,4,49,69,15,25,55",0.8943714083720521,"70,93",0.9180070367711178,"16,70,93"
21,0.9052450699615416,"4,76,81",0.7446171889916264,"76,81,4,92,1,2,30,43,96,73,51,75,85,23,20,31,97,21,7,38,0,44,84,58,33,6,55,90,32,5,48,9,18,93,17,78,65,86,91,70,24,14,52,27,26,50,62,99,8,59,95,35,47,63,16,29,68,82",0.8829064724654284,"76,81,4,92,1,2,30,43",0.9045495458636773,"4,76,81",0.9047650219567411,"4,76,81"
22,0.8959163985488282,"0,5,6,12,15,16,24,25,26,27,29,35,40,42,49,52,56,61,66,71,78,80,85,87,88,90,92,98",0.8079737475433222,"88,49,90,80,78,6,98,60,16,93,67,59,40,56,24,26,35,44,27,7,91,48,85,20,13,92,5,52,29,1,81,65,99,34,71,97,9,96,11,69,32",0.8885810023758576,"88,49,90,80,78,6,98,60",0.9037700703520682,"49,88,90",0.9038650020269196,"49,88,90"
