simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9257143976998172,"0,1,11,12,14,15,16,19,20,21,22,24,26,28,33,34,35,37,38,40,41,44,46,47,48,54,56,59,64,66,76,79,80,81,82,85,86,88,89,92,94,96,99",0.9060329405440816,"66,37,16,12,81,79,21,24,82,76,22,47,54,80,40,41,28,64,85,34,96,26,44,14,71,39,55,15,29,98,86,56,87,3,67,33,50,65,45,25,92,42,17,90,94,31,70",0.9458381977048566,"66,37,16,12,81,79,21,24,82,76,22,47,54,80,40,41,28,64,85,34,96,26,44,14,71,39",0.7182695995677358,"12,16,37,66,81",0.7189051174588243,"12,16,37,66,81"
1,0.9375903935957304,"3,5,7,13,14,16,18,21,23,25,31,32,33,34,35,38,39,40,41,42,43,45,46,51,55,58,59,60,64,66,70,71,72,74,76,78,81,88,89,90,92,94,95,99",0.9209913275517012,"81,55,88,18,41,59,16,90,46,64,14,89,70,23,43,33,95,92,25,39,72,49,11,5,13,74,34,12,83,91,42,32,9,47,66,50,87,52,26,24,82",0.9237411607738492,"81,55,88,18,41,59,16,90,46,64,14,89,70,23,43,33,95,92,25,39,72,49,11,5,13,74,34,12,83,91,42,32,9,47,66",0.7585883922615076,"55,81,88",0.8011794529686458,"18,41,55,81,88"
2,0.9360767922363892,"0,1,8,9,10,12,13,18,20,24,28,30,31,32,33,34,36,37,41,47,48,49,51,52,53,55,56,61,63,66,68,69,70,71,78,82,83,87,88,89,91,92,93,96,99",0.9212022520800096,"63,71,51,1,12,34,56,78,89,93,70,48,13,37,9,53,69,82,87,24,61,66,68,32,31,40,18,3,92,96,80,23,22,59,38,81,67,19,2,49,36,98",0.9231457918540104,"63,71,51,1,12,34,56,78,89,93,70,48,13,37,9,53,69,82,87,24,61,66,68,32,31,40,18,3,92,96,80,23,22,59,38,81,67",0.667694255086299,"12,63",0.7346237523239408,"12,34,51,63"
3,0.9585655890003716,"1,5,11,12,13,17,20,21,26,32,33,38,39,42,43,44,50,51,52,53,55,59,62,63,64,68,69,70,72,75,76,79,81,82,86,89,90,91,92,96,97,98,99",0.9457211870255348,"90,51,69,82,12,55,59,92,70,13,68,97,11,33,42,21,63,76,75,52,18,38,96,44,31,10,99,20,48,2,85,50,87,71,9",0.958294845251367,"90,51,69,82,12,55,59,92,70,13,68,97,11,33,42,21,63,76,75,52,18,38,96,44,31",0.6779582736104475,"51,82,90",0.7146440516005733,"51,69,82,90"
4,0.9320015882214068,"0,1,3,5,6,7,10,14,16,18,19,21,24,27,31,33,36,38,39,45,50,52,53,54,56,58,60,61,62,63,65,68,69,70,74,77,79,80,82,84,87,89,93,94,95,96,97",0.9152367308393964,"54,61,95,33,36,16,45,82,56,60,94,96,1,80,79,37,89,19,69,38,50,65,93,24,0,6,18,84,53,35,17,3,78,29,27,66,5,76,90,97,85,21,98",0.9148034576009272,"54,61,95,33,36,16,45,82,56,60,94,96,1,80,79,37,89,19,69,38,50,65,93,24,0,6,18,84,53,35,17,3,78,29,27,66,5,76",0.8116267465069861,"33,36,54,61,82,95",0.8872657909986479,"16,33,36,45,54,56,61,82,95"
5,0.9496454348420764,"0,2,6,9,10,12,16,19,26,31,32,34,36,37,38,42,43,44,46,47,48,54,57,59,60,61,62,63,69,70,71,74,77,79,80,83,85,91,93,97,99",0.9438035267133807,"71,10,43,77,37,47,44,61,31,62,26,46,83,91,16,32,0,12,60,54,36,69,42,59,64,29,53,48,51,57,98,23,30,4,35",0.958454327378322,"71,10,43,77,37,47,44,61,31,62,26,46,83,91,16,32,0,12,60,54,36,69,42",0.6387170422742672,"10,71",0.638669696778402,"10,71"
6,0.9517230724812396,"1,3,4,5,6,7,12,13,15,16,17,18,20,23,25,29,33,35,39,43,45,48,54,56,58,67,70,71,75,78,80,81,82,87,90,91,95,96",0.9388142748963524,"90,5,91,39,7,23,16,58,6,95,20,56,78,17,13,82,4,15,80,25,54,81,28,9,0,45,87,37,1,19,62,61,2,59,35,68",0.9498869182240208,"90,5,91,39,7,23,16,58,6,95,20,56,78,17,13,82,4,15,80,25,54,81,28,9,0,45,87",0.6690490240523544,"5,13,16,23,39,90",0.7083781819286964,"5,13,16,23,39,90,91"
7,0.9217911802362958,"0,1,3,4,5,7,9,10,11,12,13,14,15,16,18,20,21,22,23,24,25,26,29,32,33,37,38,39,40,41,42,43,44,46,47,48,49,50,53,55,56,57,58,61,62,63,65,66,68,70,73,74,75,76,77,78,80,81,82,84,88,92,93,95,96,97,99",0.9370296639241088,"62,42,99,4,65,16,78,47,88,96,80,24,55,75,0,29,26,3,21,76,13,46,84,90,27,17,98,18,6,50,25,86,59",0.9386503481770004,"62,42,99,4,65,16,78,47,88,96,80,24,55,75,0,29,26,3,21,76,13,46,84,90,27,17,98,18,6,50,25,86",0.5810396149254216,62,0.5810396149254216,62
8,0.9290970160912356,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,17,18,21,22,23,25,26,29,31,32,33,34,35,36,37,40,41,42,43,46,47,50,54,55,56,57,58,60,61,62,64,65,70,71,72,73,74,76,77,78,79,81,83,87,88,91,92,96,97,98",0.9395263760870696,"64,60,0,58,81,40,77,4,87,54,43,98,9,57,25,33,8,37,62,50,39,42,95,83,2,90,78,22,44,18,10,96,65,6,88,12,15",0.9391501327917512,"64,60,0,58,81,40,77,4,87,54,43,98,9,57,25,33,8,37,62,50,39,42,95,83,2,90,78,22,44,18,10,96,65,6,88,12",0.6689319377180649,"60,64",0.7012159558402333,"0,60,64"
9,0.9394093955990356,"0,8,9,10,13,14,16,17,24,25,28,34,35,38,39,44,45,46,49,51,52,53,55,58,59,60,62,64,66,69,70,72,75,76,77,79,81,83,85,87,88,89,95,98,99",0.9429769917917415,"14,85,10,13,77,53,44,38,28,62,34,69,88,64,59,46,45,17,95,9,39,32,66,29,79,61,0,49,51,70,4,12,72,99",0.944429114929554,"14,85,10,13,77,53,44,38,28,62,34,69,88,64,59,46,45,17,95,9,39,32,66,29,79,61,0,49,51,70,4",0.5896260991958973,"14,85",0.6166896609390025,"10,14,85"
