simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9186565595994076,"1,2,4,8,9,17,18,21,23,24,31,34,35,37,42,60,63,68,71,73,75,77,78,82,84,85,97,99",0.9093797889406544,"78,82,71,68,75,17,73,21,42,2,24,85,99,77,13,41,63,0,70,9,15,55,62,81,31,19,7,49,27,88,14,65,25,64",0.9315876603574376,"78,82,71,68,75,17,73,21,42,2,24,85,99,77,13,41,63,0",0.7904398009338274,"68,71,75,78,82",0.8748609765723101,"17,21,42,68,71,73,75,78,82"
1,0.9419851290572014,"1,3,5,7,11,20,23,26,27,31,35,37,44,48,57,58,59,64,66,69,72,76,80,85,87,89,91,94,95,96,98",0.8969415302783419,"7,89,23,1,44,69,95,98,11,59,80,91,58,66,0,53,27,5,82,48,25,20,83,97,35,79,17,72,39,77,10,74,45,68,21,94,67,28,42,76",0.9332841024323812,"7,89,23,1,44,69,95,98,11,59,80,91,58,66,0,53,27,5,82,48,25,20,83",0.800877059202834,"7,23,89",0.8889495356509315,"1,7,23,44,69,89,98"
2,0.936621747831888,"0,2,5,6,10,14,15,19,20,23,24,28,29,30,33,35,37,39,42,47,50,52,57,58,61,65,67,69,70,72,76,78,79,80,81,82,84,86,87,88,89,92,93,98",0.9151701134089392,"24,98,69,6,80,58,65,37,87,81,84,42,50,47,79,93,44,10,17,34,61,97,99,72,83,46,29,15,39,35,67,74,82,23,22,89,33,52,38,90,9,11,68,70,40,21,57,8,56",0.9430126751167444,"24,98,69,6,80,58,65,37,87,81,84,42,50,47,79",0.8213102068045364,"6,24,69,98",0.881505003335557,"6,24,58,65,69,80,98"
3,0.9517051892136869,"0,4,12,13,15,17,18,22,23,24,25,27,29,33,40,42,43,44,45,48,49,50,51,52,53,54,57,58,60,61,63,64,65,66,69,72,74,76,78,81,84,89,90,95,96,98,99",0.925208062954494,"96,90,89,99,40,81,27,65,52,64,25,60,76,72,53,42,61,54,50,87,13,73,18,29,85,56,12,23,30,95,4,24,26,19,2,55,69",0.9501189666893268,"96,90,89,99,40,81,27,65,52,64,25,60,76,72,53,42,61,54",0.6648461158148445,"90,96",0.7091882454730857,"90,96,99"
4,0.9202516156169936,"1,2,5,6,8,9,11,12,22,24,25,32,34,35,38,39,40,42,45,47,50,51,52,53,54,60,61,62,63,66,67,68,69,72,73,74,75,76,78,80,85,86,90,91,92,94,95,96,97,98,99",0.9029591875754548,"85,51,76,67,86,96,92,45,66,2,68,39,32,42,22,11,99,62,69,38,40,24,91,8,63,9,79,47,12,73,74,94,1,97,72,52,5,0,64,4,36,27,35",0.9318190508967152,"85,51,76,67,86,96,92,45,66,2,68,39,32,42,22,11,99,62,69,38,40,24,91,8,63",0.8624499472841792,"2,45,51,67,76,85,86",0.9022517576492568,"2,45,51,67,76,85,86,92,96"
5,0.9362994914256894,"9,15,19,27,28,33,34,36,39,42,54,55,67,69,77,80,84,88,90,91,95,97,99",0.9252164593140552,"84,39,95,19,34,42,69,36,77,99,27,97,28,90,49,80,88,18,9,22,5,35,6,40,82,51,60,54,15,89,96,38,46,93,13,66,44,26,30,48,72",0.9401479488903832,"84,39,95,19,34,42,69,36,77,99,27,97,28,90,49,80,88,18,9,22,5",0.7795477471418965,"19,39,42,84",0.8997824899125757,"19,28,34,39,42,69,84,95"
6,0.9426717787037184,"5,8,11,13,14,16,18,22,23,24,26,28,30,31,33,35,38,39,40,42,43,46,51,53,55,57,60,62,64,65,66,68,69,70,72,76,79,81,83,85,87,88,92,93,94,96,98,99",0.9338603801285402,"87,79,22,96,23,64,51,83,57,46,65,55,43,35,76,39,85,26,34,14,92,8,13,61,68,66,5,95,62,33,77,53",0.9338603801285402,"87,79,22,96,23,64,51,83,57,46,65,55,43,35,76,39,85,26,34,14,92,8,13,61,68,66,5,95,62,33,77,53",0.8324593228663318,"22,23,64,65,79,87,96",0.92605237725566,"22,23,46,51,57,64,65,79,83,87,96"
7,0.933815791217676,"0,3,4,5,7,11,12,14,15,16,18,19,22,23,25,27,28,30,33,34,38,39,40,41,42,43,44,46,48,52,53,54,55,58,59,61,62,63,65,66,68,69,71,72,74,77,79,82,87,88,89,90,91,92,94,97,98",0.9133338635068328,"66,14,61,0,90,52,87,27,54,11,94,39,98,63,79,55,32,16,43,17,23,46,62,28,72,22,1,2,48,30,75,73,81,74,78,19,88,59",0.9425477487507788,"66,14,61,0,90,52,87,27,54,11,94,39,98,63,79,55,32,16,43,17",0.7433960263496229,"4,14,61,66",0.8356488660914284,"0,14,52,61,66,90"
8,0.932634892310591,"1,2,3,4,5,7,8,10,12,16,17,18,21,22,23,26,27,28,34,35,36,37,38,39,40,41,42,44,46,48,49,50,51,52,53,56,57,58,63,66,68,72,76,78,79,80,81,84,85,86,88,89,90,91,92,93,95,96",0.9277027644853546,"44,3,37,26,93,22,23,18,46,48,80,36,7,68,89,4,51,56,78,72,27,32,16,49,54,92,66,42,90,86,24,50",0.92989035713593,"44,3,37,26,93,22,23,18,46,48,80,36,7,68,89,4,51,56,78,72,27,32,16,49,54,92,66,42,90,86",0.8466496166517502,"3,22,26,37,44,93",0.9048847461478142,"3,18,22,23,26,37,44,46,93"
9,0.9445253612017732,"2,3,5,8,9,13,16,18,32,34,35,36,46,48,50,51,54,58,59,62,64,68,70,72,73,76,77,79,82,89,93,96,97,98,99",0.928509158950043,"50,68,9,96,59,16,89,51,62,98,70,34,5,32,3,24,64,2,84,58,10,85,36,75,18,78,48,25,8,67,81,14,11,46",0.9426861292140208,"50,68,9,96,59,16,89,51,62,98,70,34,5,32,3,24,64,2,84",0.7574047692454896,"9,50,59,68",0.7770117264328468,"9,50,59,68,96"
