simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9117932791845836,"13,41,59,60,72,74,76,90,91,97,99",0.840327546849286,"41,97,13,76,59,74,45,35,90,62,5,86,66,60,85,38,79,24,82,58,75,6,34,37,89,51,64,40,61,46,11,95,48,99,21,30,57,72,23,22,71,65",0.8664689175558741,"41,97,13,76,59,74,45,35,90,62,5,86,66,60,85,38,79,24,82,58,75,6",0.8885756755321973,"13,41,59,97",0.9143149121409992,"13,41,59,76,97"
1,0.9305038800143296,"1,2,4,10,15,17,21,22,23,25,27,28,30,31,33,41,42,45,49,51,52,58,59,60,62,66,67,69,71,74,76,80,84,85,87,88,90,91,93,94,95,97,98",0.8859704549108768,"41,60,10,51,28,52,21,1,67,22,25,20,62,59,80,97,71,15,91,17,90,33,76,42,58,66,84,30,69,12,29,77,78,95,31,0,14,27,94,81,5,36,99,34,46,92",0.9338944850483344,"41,60,10,51,28,52,21,1,67,22",0.9274009968717296,"10,41,51,60",0.9432257008989898,"10,28,41,51,60"
2,0.9068994926284454,"9,10,15,17,39,44,54,84,85,86,92",0.8502561302869311,"10,44,17,54,92,86,84,50,45,36,39,11,73,85,80,53,70,6,5,13,74,49,26,72,65,68,19,48,37,87,3,16,40,61,93,62,34,98,32,0",0.9116336929478612,"10,44,17,54,92,86",0.8410090935758286,"10,44,92",0.9141814152081092,"10,17,44,54,92"
3,0.913664596273292,"7,13,14,18,21,35,40,41,42,44,47,48,53,56,58,62,65,68,71,75,78,80,87,88,92,94,98,99",0.810351966873706,"88,62,56,47,53,7,18,39,37,87,43,21,23,51,44,41,27,75,72,65,69,66,22,13,20,6,48,63,82,98,12,90,57,8,9,99,40,38,33,24,30,28,70,45,93,0,61,89,86,1,94",0.9073339703774488,"88,62,56,47,53,7,18,39,37,87",0.8741545893719807,"56,62,88",0.9230185273663536,"47,53,56,62,88"
4,0.8887908067915226,"0,2,3,4,5,6,7,9,10,13,14,16,18,19,21,24,26,28,29,31,32,33,34,36,37,38,39,42,43,45,46,48,50,51,52,53,54,56,61,63,64,66,68,72,76,77,78,79,80,81,82,83,84,88,89,92,93,95,97,98",0.857191140800827,"13,43,68,53,89,56,21,64,32,37,77,26,78,83,36,98,9,93,81,86,66,29,76,42,63,47,95,6,16,28,34,40,67,30,57,46,38,97,4,54,88,24,58,5,33",0.8903680729518735,"13,43,68,53,89,56,21,64,32,37,77,26,78,83,36,98",0.8981139077763198,"13,43,53,68",0.9240155340835288,"13,43,53,68,89"
5,0.9394985154440456,"3,6,7,15,26,37,97",0.8909343634545333,"97,3,37,6,26,46,77,73,49,55,72,11,95,71,48,45,19,91,78,98,33,96,70,92,80,12,28,47,18,9,93,0,4,52,83,17,51,85,31,53,41,15,58,68,13,99,23,14",0.9350785286055536,"97,3,37,6,26,46,77,73,49",0.9245285951903496,"3,26,37,97",0.9413950162446176,"3,6,26,37,97"
6,0.9276922873010192,"25,43,56,60,72,82,88,97,98,99",0.8652948427372857,"25,60,56,99,43,82,72,91,18,36,73,49,64,70,89,97,87,22,13,58,17,0,55,83,44,15,71,88,29,81,62,33,75,93,85,53,31,21,96,80,40,11,57,92,46",0.9105411745993875,"25,60,56,99,43,82,72,91,18,36,73,49",0.927246941561626,"25,43,56,60,99",0.924686203560115,"25,43,56,60,82,99"
7,0.9176698619480228,"0,2,10,11,13,18,26,29,30,32,33,40,41,43,44,46,48,49,50,51,52,55,56,57,58,59,60,61,62,63,64,65,72,73,77,78,82,84,85,86,87,88,90,91",0.9034954707875688,"58,32,61,50,48,30,56,46,91,90,97,57,40,88,49,52,9,84,44,60,7,64,11,83,15,51,19,27,18",0.9131155971044684,"58,32,61,50,48,30,56,46,91,90,97,57,40",0.8891549425772339,"32,58,61",0.9294814150657296,"32,48,50,58,61"
8,0.9392915978038414,"10,36,47,56,61,68,69,73,84",0.9136546665708576,"61,47,84,56,10,4,44,68,38,72,14,76,11,88,85,17,35,99,73,45",0.9357679502431158,"61,47,84,56,10,4",0.9379582538250472,"10,47,56,61,84",0.9378092173723276,"10,47,56,61,84"
9,0.9456536245897398,"8,10,25,29,74,79,99",0.8991066200002724,"74,29,99,10,25,18,34,87,79,37,63,83,61,95,73,41,98,19,55,45,62,5,51,75,60,56,30,21,92,65,59,64,32,68,4,11,23,72,96,85,6,39,76,17",0.9420011167249996,"74,29,99,10,25,18,34",0.9453512917239782,"10,25,29,74,99",0.9453594628825124,"10,25,29,74,99"
10,0.929572318934021,"14,35,46,58,97,99",0.8714646464646465,"58,35,99,46,14,69,26,12,11,88,97,70,6,36,24,49,50,89,17,73,15,53,0,78,54,42,64,61,57,66,95,59,51,27,79,94,25,33,52,77,43",0.9263673973780356,"58,35,99,46,14,69,26",0.9298382763808296,"14,35,46,58,99",0.9298329035031164,"14,35,46,58,99"
11,0.9429335129223148,"2,51,52,67,79,88,92",0.908393957666074,"51,52,92,2,79,11,89,44,67,26,86,90,29,50,16,97,7,82,88,21,93,30,72,70,32,84,45,24,64,96,65,85,71,74,19,35,61,53,12,22",0.9342803519735212,"51,52,92,2,79,11,89,44,67,26,86",0.94428043028267,"2,51,52,79,92",0.9442699890628222,"2,51,52,79,92"
12,0.9409849854901796,"3,16,29,47,55",0.8805540368142883,"16,47,3,29,55,33,80,91,18,57,26,24,96,67,2,61,35,5,32,34,36,73,4,23,94,52,71,41,97,74,62,84,44,56,28,89,15,93,45,58,54,60,8,25,77,85",0.9431018771642063,"16,47,3,29,55,33,80,91,18,57",0.9360642637843294,"3,16,29,47",0.9516787932315544,"3,16,29,47,55"
13,0.9359559948356858,"25,26,50,58,68,71,82",0.9002234976294062,"26,71,50,68,58,25,53,57,99,13,52,78,62,34,40,69,3,19,2,45,8,88,31,49,21,24,36,90,87,65,47,35,98,61,29",0.9288794740211128,"26,71,50,68,58,25,53,57,99",0.9393952544726648,"26,50,58,68,71",0.9396095301125084,"26,50,58,68,71"
