simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9412214294227071,"0,1,3,4,6,7,8,9,11,12,13,15,18,21,22,23,25,26,27,30,31,32,35,37,38,41,42,45,47,49,55,56,60,62,64,65,66,69,71,76,79,81,85,86,88,98,99",0.9236684336250628,"6,65,3,1,55,69,18,98,85,11,21,27,38,60,8,31,64,30,37,20,23,22,25,53,39,68,50,0,19,17,32,86,48,42,12,54,51",0.947366921087949,"6,65,3,1,55,69,18,98,85,11,21,27,38,60,8,31,64,30,37",0.695435443838186,"1,6,55,65",0.7379849419909114,"1,3,6,55,65"
1,0.9169638170152232,"4,5,6,12,15,16,17,21,24,25,26,28,29,31,36,37,38,39,40,41,44,45,47,49,51,53,55,58,62,63,65,67,71,72,75,77,80,82,83,89,90,91,93,95,96,97",0.8873820578307616,"75,55,40,37,67,77,63,6,41,24,12,51,15,29,93,65,53,28,71,38,58,5,25,89,87,91,17,81,88,84,56,4,95,33,2,90,39,20,32,46,10,26,43,44,72,18,49,8,35,3",0.9404312147941436,"75,55,40,37,67,77,63,6,41,24,12,51,15,29,93,65,53,28,71",0.7517183041894799,"40,41,55,75",0.737482286575332,"29,40,55,75"
2,0.9325978692212076,"4,7,13,14,18,26,27,29,31,32,34,35,42,43,44,45,46,47,48,49,51,52,55,56,59,60,63,64,67,69,72,73,74,77,78,80,83,86,94,95,96,98,99",0.8988968038318116,"51,67,13,55,49,95,7,27,43,52,47,44,94,74,35,34,98,62,26,87,96,45,48,92,18,59,60,3,50,32,97,28,82,75,22,2,72",0.9228306664599534,"51,67,13,55,49,95,7,27,43,52,47,44,94,74,35,34,98,62,26,87,96,45,48,92,18,59,60",0.7665037439583963,"13,49,51,67",0.7965370084779646,"13,27,49,51,55,67"
3,0.9351024002333784,"0,1,2,3,5,8,10,11,14,15,17,18,19,20,21,22,23,24,26,29,30,33,35,36,39,40,45,46,47,48,49,52,53,55,56,57,58,63,64,66,67,70,76,77,78,80,81,82,85,86,87,88,89,95,96,97,98,99",0.93403274862647,"47,45,88,36,29,77,99,20,15,96,17,57,63,8,11,86,49,21,55,56,82,64,2,54,80,12,85,1,76,24,66,95,31,10,70,68,61",0.9524518251605828,"47,45,88,36,29,77,99,20,15,96,17,57,63,8,11,86,49,21,55,56,82,64,2,54",0.7851242794707926,"29,36,45,47,88,99",0.8724710572803838,"20,29,36,45,47,77,88,96,99"
4,0.9283432743391676,"0,3,5,6,7,8,9,10,11,13,14,15,16,21,22,23,28,30,31,33,36,37,38,39,40,44,45,46,47,50,53,54,55,60,64,65,66,68,69,71,72,73,74,76,79,81,82,84,85,86,88,92,95,97",0.91600936518801,"79,50,7,82,72,65,54,22,88,74,86,68,92,4,44,95,16,15,47,11,14,46,73,64,36,21,37,76,28,23,45,60,80,66,24,67,96,30,17,98,40",0.9161166519996088,"79,50,7,82,72,65,54,22,88,74,86,68,92,4,44,95,16,15,47,11,14,46,73,64,36,21,37,76,28,23,45,60,80,66,24,67,96,30,17,98",0.8727605575654857,"7,50,65,72,79,82",0.8830112012863552,"7,50,65,72,74,79,82,86"
5,0.9463610379880644,"0,2,5,7,10,11,13,16,18,19,21,23,27,29,33,34,35,36,38,40,41,43,44,46,47,48,49,53,54,56,59,60,61,62,63,64,65,66,68,69,70,72,73,74,75,77,79,80,82,87,88,89,92,93,94,99",0.936249531755928,"38,59,18,62,94,56,73,72,93,16,41,88,34,35,82,89,99,64,68,74,66,87,3,2,43,6,65,53,21,92,76,20",0.9479440878092336,"38,59,18,62,94,56,73,72,93,16,41,88,34,35,82,89,99,64,68,74,66,87,3,2",0.8196708693175695,"18,38,59,62,94",0.8590546857761563,"18,38,56,59,62,93,94"
6,0.9574145712443584,"1,5,12,13,15,18,19,20,22,23,28,30,33,38,43,45,47,49,51,58,62,68,70,71,72,73,77,81,82,89,90,93,95,96,97",0.9442080378250592,"38,19,68,18,97,33,23,15,72,22,45,12,90,51,20,93,89,96,30,13,73,85,69,0,53,58,66,7,31,28,84,95,10,27",0.9501343219428324,"38,19,68,18,97,33,23,15,72,22,45,12,90,51,20,93,89,96,30,13,73,85,69,0,53,58,66",0.8069202664947346,"18,19,33,38,68,97",0.8537207178164625,"18,19,23,33,38,51,68,97"
7,0.914907153365939,"0,2,3,4,5,7,8,10,11,12,14,16,17,18,19,22,23,26,27,28,29,30,31,32,34,35,36,37,39,40,41,42,43,44,46,47,48,49,50,51,52,53,54,57,58,59,63,64,65,67,74,78,79,80,81,82,83,86,87,88,89,90,91,92,93,94,95,96,97,98,99",0.9213686428883852,"86,12,35,5,94,88,28,59,54,2,79,67,46,29,95,58,74,51,0,27,68,43,64,97,19,98,41,11,91,82,8,63,75,26,7,10,16,32",0.9435338714594352,"86,12,35,5,94,88,28,59,54,2,79,67,46,29,95,58,74,51,0,27",0.6931355786181028,"59,86",0.8621973040677562,"5,12,28,35,59,86,88,94"
8,0.9393078970718722,"3,9,10,11,12,13,14,16,20,21,22,29,37,38,39,40,41,42,44,45,47,54,56,58,62,63,66,67,69,70,71,72,73,74,77,78,80,81,88,89,91,92,94,95,96",0.9231125342386484,"78,69,74,40,71,73,39,80,63,77,70,94,95,37,9,21,24,11,42,26,35,45,50,15,13,6,93,25,54,47,16,34,97,52",0.9410516569576792,"78,69,74,40,71,73,39,80,63,77,70,94,95,37,9,21,24,11,42,26,35,45,50,15,13",0.8273806308912979,"40,69,71,73,74,78",0.8789449995499145,"39,40,69,71,73,74,78,80"
9,0.949172717533627,"3,5,7,17,25,30,35,37,38,39,43,51,58,62,72,73,75,77,80,82,94,96,98",0.9330614136614942,"35,73,30,75,39,98,51,5,7,82,94,3,62,43,77,17,83,86,64,12,48,40,36,92,29,28,33,41,99,37,97,45,22",0.9364247417354064,"35,73,30,75,39,98,51,5,7,82,94,3,62,43,77,17,83,86,64,12,48,40,36,92,29,28,33,41,99,37",0.7126912449632389,"5,30,35,73",0.8098503977490015,"5,30,35,39,51,73,75,98"
