simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.8537345230684098,"29,33,38,65,87,93",0.7575070899910078,"87,65,93,64,52,85,27,3,95,38,76,26,57,21,53,7,74,43,59,71,99,29,30,34,42,15,83,5,33,81,86,48,14,92,28,0,56",0.8212879573908833,"87,65,93,64,52,85,27,3",0.861805353807844,"65,87",0.861675312997164,"65,87"
1,0.9153209109730849,"13,63",0.825176514306949,"63,13,89,6,30,10,86,42,35,66,83,57,87,72,4,31,49,1,51,21,20,92,73,12,46,93,29,44,14,85,97,23,94,60,9,96,99,5,74,58,80,90,27,24,8,17,32,50,81,95,47,26",0.8937808568243351,"63,13,89,6,30,10,86",0.9123560014864363,"13,63",0.9124329776503689,"13,63"
2,0.8618297438044644,"6,30,91",0.7830607384921362,"91,30,41,14,24,57,25,44,65,2,87,61,28,35,34,9,8,93,54,18,58,95,74,23,12,42,43",0.8278517781906681,"91,30,41,14,24,57,25,44",0.8673435741763275,"30,91",0.8670975845916311,"30,91"
3,0.8046643066281716,"16,58",0.6407542771446935,"16,58,76,32,12,36,19,87,69,66,59,82,15,22,14,70,90,93,6,18,43,38,5,52,89,47,73,29,4,95,33,20,24,45,99,57,67,35,49,84,94,72,44,2,11,27,34,3,88,64,1",0.8042256251211475,"16,58",0.8045801409901959,"16,58",0.8042460289121719,"16,58"
4,0.9113773305582414,"35,70",0.791513025997367,"35,70,30,19,86,93,43,42,40,5,68,69,92,96,84,50,91,62,94,26,54,87,78,72,28,23,99,37,31,16,13,63,46,79,77,85,0,15,1,12,33,25,4,58,57,2,6,21,81,75,48,34,60,49,7,32,51,56,39,74",0.8961471017224143,"35,70,30,19,86,93,43",0.9151056774665814,"35,70",0.9151329913633458,"35,70"
5,0.9217990540947739,"2,17,27,28,29,33,38,44,50,59,60,62,68,71,87,90,98",0.875828322131824,"60,27,33,90,71,87,68,50,53,44,29,62,52,48,49,69,46,38,98,36,77,18,5,99,30,63,20,61,4,82,21,14,55,73,0,7,19,28,40,76,39,95,64,88,58,59,54",0.9110377445007796,"60,27,33,90,71,87,68,50",0.928024735028626,"27,60",0.9280902409307079,"27,60"
6,0.9079289747156534,"3,87",0.8032962387147806,"3,87,67,66,52,43,31,45,51,1,24,74,26,54,84,50,8,11,9,70,93,15,36,63,57,58,72,59,98,75,49,18,35,42,30,83,27,78,73,41,48,39,99,88,13,86,61,65,56,29,28,23,0,4,97",0.8938984807571666,"3,87,67,66,52,43",0.9093472983662002,"3,87",0.9093336606387912,"3,87"
7,0.8903474759426407,"12,14",0.7923179009137933,"14,12,86,3,24,93,79,87,59,16,95,78,76,35,57,92,55,30,66,6,5,80,20,99,29,89,54,81,62,26,82,72,36,47,90,64,85,96,67,75,49,15,33,98,10,19,50,56,58,38,34,94,68,18,2,41,51,13,11,45",0.8890283518410442,"14,12,86,3,24",0.8948351627852439,"12,14",0.8948671415513433,"12,14"
8,0.9117676549919282,"47,63",0.8665297149331702,"63,47,39,78,73,98,17,72,24,81,49,95,16,20,67,88,51,9,37,92,84,87,57,15,0,14,77,94,1,59,90,85,34,7,21,11,52,10,23,60,32,66,93",0.9024576109735187,"63,47,39,78,73,98,17,72,24,81,49",0.91926281697767,"47,63",0.9191926281697766,"47,63"
9,0.9095995803462144,"60,87",0.8302339031837196,"87,60,45,7,62,12,46,59,2,31,95,90,3,53,82,9,16,35,52,98,92,6,49,76,30,47,72,10,57,58,18,73,34,64,70,4,29,79,44,48,84,51,67,21,99,20,32",0.9003053250299272,"87,60,45,7,62,12",0.9095161876067629,"60,87",0.9051098228576808,"45,60,87"
10,0.8554068556278013,"23,35",0.8269548429181659,"35,23,34,8,15,81,67,93,84,61,5,76,71,12,2,70,60,44,17,26",0.8509747911537572,"35,23,34,8",0.860580666203733,"23,35",0.8605780358984071,"23,35"
11,0.8501941020562994,"32,79",0.8070433428906427,"32,79,37,72,88,19,25,81,52,30,82,8,77,47,78,95,74,39,76,31,21,50,5,84",0.8346413053116963,"32,79,37,72,88,19,25",0.8532263308799621,"32,79",0.8531647502783443,"32,79"
12,0.8706165086390514,"0,12,77",0.8330354966014463,"77,0,12,2,67,42,40,82,8,58,73,66,87,21,13",0.847835347638427,"77,0,12,2,67,42,40",0.8778074572602057,"0,77",0.8779494543827546,"0,77"
13,0.8981172061769077,"0,9,13,17,22,37,54",0.7547871034438198,"22,54,9,35,0,17,37,12,83,50,13,53,72,27,80,15,78,68,18,59,75,79,43,65,92,8,76,14,84,26,88,40,38,1,67,28,33,20,4,5,47,66,86,30,56,23,73,24,94,71,10,96",0.8898365316275764,"22,54,9",0.898432512760871,"22,54",0.8983989145183175,"22,54"
14,0.9189368770764119,"22,80",0.8116749835232088,"80,22,64,10,83,37,59,11,3,4,32,73,1,46,52,78,84,31,43,98,20,25,94,18,69,6,21,38,41,9,0,17,88,53,42,81,51,95,89,63,71,82,33,87,27,49,62,85",0.9064683174842294,"80,22,64,10,83,37",0.9188400338951135,"22,80",0.9188481041602217,"22,80"
15,0.8986159619102936,"3,23,27,31,43,64,69,77,82,91,98",0.869516261747001,"98,64,82,43,11,69,52,85,37,84,31,87,23,66,79,49,75,16,40,56,65,13",0.8836241265377139,"98,64,82,43,11,69,52,85",0.9031835678275467,"64,98",0.9029772231095894,"64,98"
16,0.9029346683777204,"10,28",0.8281737670115179,"28,10,0,60,25,85,32,70,91,43,84,12,34,27,17,2,73,26,94,35,3,76,7,56,48,92,55,77,37,14,82,58,87,63,98,52,38,78,68,18,89,80,33,99,36,61,5,71,83,97,62,57,74",0.8883669470893603,"28,10,0,60,25,85",0.9057573789191844,"10,28",0.9057468168591603,"10,28"
17,0.8815250148389875,"27,64",0.8455114928912971,"64,27,1,83,42,60,9,72,41,71,75,58,5,88,66,90,95,80,56",0.8817950461982896,"64,27",0.8817746664730592,"27,64",0.8817975936639434,"27,64"
18,0.8664268506530752,"9,23",0.8242760451662597,"23,9,96,31,33,80,34,75,42,68,94,89,1,37,54,11,73,58,6,15,72",0.8546709494856793,"23,9,96,31,33,80",0.870035016415652,"9,23",0.8700322850259755,"9,23"
19,0.7861236006909191,"6,50,67,93",0.6211139093630095,"50,6,93,81,79,67,82,85,49,60,2,91,33,94,22,88,75,58,18,47,80,92,55,83,24,97,51,56,28,1,34,54,69,7,73,87,27,42,44,5,78,9,37,68,43,59,41,0,25,23,95,21,99,66,74,36,89,98,96,11,3,46,72,38,15,17,62,39,53,40,76,64",0.7649529937632679,"50,6,93,81,79,67,82,85",0.7942036629263854,"6,50",0.7944040822246542,"6,50"
