simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.92986603828067,"7,8,9,15,17,21,23,24,25,26,27,28,34,36,37,42,46,49,53,54,55,56,57,61,63,65,67,72,75,76,77,78,80,83,87,89,95,97,99",0.9195520687237028,"77,54,49,97,8,80,21,23,72,87,57,55,36,63,7,37,17,34,56,75,65,78,99,89,98,31,59,15,47,60,26,69,1,29,70,33,85,38,53",0.9250551728405249,"77,54,49,97,8,80,21,23,72,87,57,55,36,63,7,37,17,34,56,75,65,78,99,89,98,31,59,15,47,60,26",0.7536790487583532,"8,21,49,54,77,97",0.7849445177790612,"8,21,49,54,77,80,97"
1,0.9243885000089056,"2,3,5,6,8,9,10,11,12,15,16,18,19,20,21,22,23,25,27,28,29,30,32,34,35,38,39,41,42,43,45,46,47,49,50,53,54,55,56,57,58,61,62,63,67,70,73,74,77,78,79,82,83,84,86,87,92,93,97,99",0.9161660419990382,"86,28,38,32,83,16,20,29,58,54,46,84,35,67,25,62,23,18,56,49,9,93,55,75,27,53,5,90,95,14,40,13,19",0.9171825581602456,"86,28,38,32,83,16,20,29,58,54,46,84,35,67,25,62,23,18,56,49,9,93,55,75,27,53,5,90,95,14,40,13",0.7705930398540491,"28,32,38,86",0.7946535575521171,"28,32,38,83,86"
2,0.9401644117607226,"4,6,9,13,20,21,24,28,35,37,44,45,48,60,62,64,65,66,68,69,79,81,84,86,88,90,91,98",0.9344926123051503,"69,13,60,35,9,86,24,81,37,90,84,21,65,88,45,68,66,18,31,57,28,30,6,51,75,41,48,70,40,2,1,17,19",0.93569387451076,"69,13,60,35,9,86,24,81,37,90,84,21,65,88,45,68,66,18,31,57,28,30,6,51,75,41,48,70,40,2,1,17",0.7200287111147226,"13,35,69",0.7765218922249759,"9,13,35,60,69"
3,0.9409978354457136,"0,2,5,6,8,10,12,16,19,20,22,27,28,29,30,31,33,37,38,41,42,46,47,48,49,50,51,53,54,60,62,66,67,70,76,81,88,89,90,91,93,94,96,98",0.9461965115625728,"91,98,29,67,16,66,19,48,20,62,6,28,51,81,37,8,54,5,80,9,0,70,41,79,15,88,47,39,25,64,49",0.9461965115625728,"91,98,29,67,16,66,19,48,20,62,6,28,51,81,37,8,54,5,80,9,0,70,41,79,15,88,47,39,25,64,49",0.6441809877752182,91,0.6441809877752182,91
4,0.9433443638596144,"0,2,5,6,10,12,14,17,19,20,22,23,26,29,31,33,34,35,36,37,38,39,48,49,50,56,59,60,63,64,65,67,69,72,76,77,79,81,82,84,85,92,93,94,95",0.9364394582050048,"14,76,85,12,29,37,10,38,94,56,36,50,95,65,92,84,49,25,31,61,2,88,68,22,46,5,87,15,28,59,97,70,17",0.9482456877775144,"14,76,85,12,29,37,10,38,94,56,36,50,95,65,92,84,49,25,31,61,2",0.7683538531691746,"14,76,85,92",0.8503847946870057,"10,12,14,29,37,76,85,94"
5,0.9548803805437672,"0,1,2,4,5,10,11,25,28,30,33,34,35,38,39,40,41,42,43,45,46,49,52,55,56,61,65,70,72,73,78,81,84,85,87,90,94,95,96,97",0.9426373279029158,"45,95,73,39,90,33,4,38,5,72,84,2,97,81,40,94,34,62,28,96,18,30,75,49,12,8,54,69,65,19",0.9426373279029158,"45,95,73,39,90,33,4,38,5,72,84,2,97,81,40,94,34,62,28,96,18,30,75,49,12,8,54,69,65,19",0.7739096415820754,"33,39,45,73,95",0.8708954489162483,"4,33,38,39,45,73,90,95"
6,0.945267594164274,"1,5,6,12,13,20,21,24,26,27,32,34,35,37,39,40,41,43,44,49,53,54,56,57,59,60,61,62,65,66,71,74,76,82,84,85,88,90,93,95,96,99",0.946880403572505,"66,5,13,61,27,6,96,82,56,40,57,26,62,85,1,12,74,95,65,49,91,0,55,79,24,45,32,14,86,84,25,87,43,60",0.955021125159298,"66,5,13,61,27,6,96,82,56,40,57,26,62,85,1,12,74,95,65,49,91",0.6784719027449487,"13,66",0.678482478544347,"13,66"
7,0.9485227671404728,"0,1,3,5,7,8,13,16,18,23,24,27,31,33,36,38,40,45,46,48,49,50,51,53,54,55,59,61,64,67,69,72,74,75,80,82,83,85,86,87,89,90,91",0.9077300900479476,"18,40,0,87,24,31,91,51,1,74,5,61,55,3,67,64,72,8,44,68,83,75,27,54,17,28,7,86,50,94,81,76,53,13,82,46,79,39,70,65,6,32,14",0.9478290683705256,"18,40,0,87,24,31,91,51,1,74,5,61,55,3,67,64,72,8,44,68,83,75,27,54,17",0.7750661804573628,"0,18,40,87,91",0.7981708678410818,"0,18,31,40,87,91"
8,0.9446799835811316,"2,3,9,13,14,16,18,19,20,26,28,29,31,33,36,37,38,39,40,42,45,47,48,53,57,64,69,72,73,74,79,81,84,87,89,90,93,98",0.9229029441014664,"2,13,18,79,42,26,28,48,20,89,53,37,90,81,29,38,64,19,3,57,49,23,69,43,9,11,84,70,24,86,22,14,63,40,87,73,58,99,4,27,95,97",0.9442364537447968,"2,13,18,79,42,26,28,48,20,89,53,37,90,81,29,38,64,19,3,57,49,23,69",0.7643919922203214,"2,13,18,79",0.7253586117791607,"2,13,18,42,79"
9,0.9467679681469142,"3,9,13,14,15,19,21,22,24,26,28,29,31,33,39,42,51,57,58,60,64,65,67,68,72,73,75,76,81,86,91,95,96,99",0.925426942401712,"73,51,75,13,95,15,14,91,21,28,60,99,22,26,19,96,86,55,33,9,54,24,39,76,57,82,64,81,65,6,88,93,43,72,98,92",0.9295250477389996,"73,51,75,13,95,15,14,91,21,28,60,99,22,26,19,96,86,55,33,9,54,24,39,76,57,82,64,81,65",0.6287815382115143,"51,73",0.6603881417679004,"26,51,73,75"
10,0.9449917748364745,"1,5,7,9,16,18,20,26,28,29,30,32,34,36,37,38,41,42,43,45,46,48,50,51,55,58,59,60,65,67,71,72,73,77,78,80,88,90,91,92,93,94,95",0.9415791792564244,"20,29,94,72,95,93,91,38,59,34,30,65,80,45,48,16,58,92,75,78,71,73,55,7,53,5,10,84,83,87",0.9431772855135448,"20,29,94,72,95,93,91,38,59,34,30,65,80,45,48,16,58,92,75,78,71,73,55,7,53,5,10,84,83",0.7623670743184585,"20,29,34,94",0.7392688337995563,"20,29,94"
11,0.935959751693918,"1,2,3,4,7,10,13,17,18,19,21,23,24,25,26,31,36,39,45,49,51,54,58,65,66,67,68,69,71,72,74,75,82,84,85,86,87,89,90,91,94,95",0.9344761363790048,"17,18,84,87,94,86,58,85,49,69,7,67,31,1,39,61,95,75,66,11,76,51,71,46,0,3,70,42,23,13,14,98,12,35,54",0.935080672428017,"17,18,84,87,94,86,58,85,49,69,7,67,31,1,39,61,95,75,66,11,76,51,71,46,0,3,70,42,23,13,14,98,12,35",0.8140192856466643,"17,18,84,86,87,94",0.8150281981579909,"17,18,84,86,87,94"
12,0.946852220013254,"0,2,3,4,10,12,17,18,19,20,21,23,25,26,27,28,32,33,34,35,38,42,44,47,53,54,59,62,63,66,67,68,73,74,75,76,78,80,83,85,86,87,88,90,92,93,94,95,96,97",0.939624836017906,"34,95,21,87,76,63,27,85,18,90,73,94,88,3,47,10,54,59,23,26,69,7,12,28,0,55,20,61,35,32,38,92,33,29",0.9493109370984976,"34,95,21,87,76,63,27,85,18,90,73,94,88,3,47,10,54,59,23,26,69,7,12,28",0.7338202080036786,"21,34,76,95",0.7350103460867449,"21,34,76,95"
13,0.9486759696736622,"1,3,9,13,14,17,26,27,29,31,32,34,35,36,37,38,39,42,44,47,49,50,51,56,58,63,64,66,73,76,77,80,81,87,88,89,92,93,95,96,98",0.9280601032853532,"95,47,88,93,17,92,38,73,58,56,31,26,63,27,9,35,96,72,33,36,89,51,50,74,32,15,2,57,99,53,16,28,70,10,21,42",0.9528458411163608,"95,47,88,93,17,92,38,73,58,56,31,26,63,27,9,35,96,72,33,36,89,51,50,74",0.8045516976156466,"17,47,88,93,95",0.8452560158224371,"17,47,88,92,93,95"
14,0.9387197869450012,"0,3,9,10,12,18,20,22,24,27,30,31,32,34,35,38,39,41,42,43,45,49,51,52,53,57,58,62,63,64,65,70,71,74,75,76,79,80,81,83,84,93,95,97",0.9277079102048502,"24,63,53,79,18,27,49,10,58,9,64,75,45,30,74,71,43,31,12,41,3,38,65,76,62,52,83,39,23,93,7,81",0.9283642917669844,"24,63,53,79,18,27,49,10,58,9,64,75,45,30,74,71,43,31,12,41,3,38,65,76,62,52,83,39,23,93,7",0.7965862778592276,"24,53,63,79",0.8154572477705893,"18,24,53,63,79"
