simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
39,0.9309633455275805,"5,9,11,13,18,22,23,37,39,43,44,45,46,49,50,55,58,59,60,61,74,75,76,82,84,87,95,96,97",0.9182182052937379,"37,74,46,95,55,11,45,97,23,61,96,59,75,13,20,49,76,39,99,80,41,90,12,9,64,34,5,69,44,50,57,67,68,36,27,65,52,16",0.9258848002295388,"37,74,46,95,55,11,45,97,23,61,96,59,75,13,20,49,76,39,99,80,41,90,12",0.8302359945484542,"37,46,55,74",0.8732888601965426,"11,37,46,55,74,95"
40,0.9235206952815425,"2,3,4,7,8,11,13,14,16,17,21,27,30,34,36,38,39,42,43,44,46,47,48,49,50,55,60,61,67,69,70,71,74,75,79,80,83,85,88,91,92,94,98,99",0.8925665700997858,"99,98,60,79,3,42,85,48,39,70,11,17,30,59,16,92,8,4,88,75,41,14,47,81,95,2,74,94,50,46,44,72,71,18,38,87,62,31,12,55,7,1,19,83",0.927261274460835,"99,98,60,79,3,42,85,48,39,70,11,17,30,59,16,92,8,4,88",0.8124743320790738,"60,85,98,99",0.8789944834781837,"3,42,60,79,85,98,99"
41,0.954342386249001,"5,10,18,24,27,30,33,37,39,48,52,55,56,58,65,66,67,71,75,78,90,97",0.9294304916873011,"52,56,10,48,71,66,39,75,5,78,33,97,58,20,23,38,89,82,0,26,17,85,93,47,15,80,50,60,25,40,65,55,16,7,74,77,18,11",0.9557075292483853,"52,56,10,48,71,66,39,75,5,78,33,97,58",0.8029608667740964,"10,48,52,56",0.9359037849310223,"5,10,39,48,52,56,66,71,75"
42,0.9451285600841328,"0,3,6,14,17,24,26,27,29,36,38,42,46,51,54,55,64,65,70,72,77,78,85",0.9228277316335072,"65,38,42,3,0,24,54,27,72,14,77,26,78,2,35,28,52,31,17,93,44,73,55,71,45,33,11,4,66,57,39,80,97",0.9403746270899062,"65,38,42,3,0,24,54,27,72,14,77,26,78,2,35,28,52,31,17,93",0.7803559547571524,"38,42,65",0.9414262872105252,"0,3,14,24,27,38,42,54,65,72"
43,0.9338045277692512,"4,6,11,12,16,21,23,24,28,34,36,38,40,47,48,50,55,57,58,69,71,72,76,80,81,87,93,95,97",0.8898005819093869,"23,48,36,50,11,4,34,80,21,16,40,3,64,55,38,76,87,7,93,15,92,68,65,49,54,99,88,57,74,89,95,75,46,6,33,39,71,35,14,86,44,13",0.9429345758594182,"23,48,36,50,11,4,34,80,21,16,40,3,64",0.8400378844524201,"23,36,48,50",0.8798742781883676,"4,11,23,36,48,50"
44,0.9415898955635955,"0,2,3,5,6,10,11,14,15,16,18,21,29,34,38,39,41,46,50,52,53,56,57,61,64,65,66,67,71,72,78,80,81,85,87,88,89,94,98",0.9312631324687872,"41,18,52,2,98,89,81,15,16,38,21,56,65,29,57,30,92,0,24,36,63,35,11,85,5,3,14,17,33,28,80,45,67,27,37,22",0.9481064570839361,"41,18,52,2,98,89,81,15,16,38,21,56,65",0.807103026084427,"18,41,52,81,89",0.8883327835769144,"2,15,18,41,52,81,89,98"
45,0.9332425980650882,"0,1,2,8,13,14,17,19,20,21,25,28,30,32,33,34,36,39,40,42,48,49,54,56,58,59,60,61,62,70,74,75,77,81,82,83,86,88,90,91,92,94,95,96,97,99",0.9083194238667692,"97,39,25,95,59,2,83,1,34,42,19,61,60,90,81,13,77,99,40,62,96,4,28,7,32,10,8,44,14,30,75,58,73,3,37",0.9205887790122894,"97,39,25,95,59,2,83,1,34,42,19,61,60,90,81,13,77,99,40,62,96,4,28",0.8418500349634425,"25,39,95,97",0.8885456547540904,"2,25,39,59,95,97"
46,0.9433645816309307,"3,22,25,35,37,41,58,85,89,94,97,99",0.931375201944021,"37,3,41,94,58,85,35,22,99,89,25,2,79,83,11,68,80,55,75,98,60,6,9,20,90,23,40,5,86,14,57,13,78,45",0.95661318108384,"37,3,41,94,58,85,35,22,99,89,25",0.7210479923482306,"3,35,37",0.8594657157324774,"3,35,37,41,58,94"
47,0.9389874376617637,"3,5,7,16,24,26,43,54,55,57,61,63,79,80,81,87,90,93,94,96,97,99",0.9104012793805105,"90,3,55,26,63,16,57,97,96,87,80,33,43,79,81,14,91,23,99,5,15,7,24,6,86,38,71,48,12,0,30,83,32,20,93,22",0.9328877596111357,"90,3,55,26,63,16,57,97,96,87,80,33,43,79,81,14,91",0.7907197567493635,"3,55,90",0.8940802348336595,"3,16,26,55,63,80,90"
48,0.9267171384682905,"4,7,9,12,15,26,29,30,39,41,45,47,50,56,58,61,69,71,72,73,82,84,85,89,90,92,99",0.9052844524906737,"41,26,72,99,15,29,45,61,50,30,85,39,12,51,76,5,55,90,89,21,71,84,14,73,65,36,11,8,67,40,96,56,81,32",0.9052844524906737,"41,26,72,99,15,29,45,61,50,30,85,39,12,51,76,5,55,90,89,21,71,84,14,73,65,36,11,8,67,40,96,56,81,32",0.805732938336625,"26,41,50",0.8467412771560237,"26,41,72,99"
49,0.9314586123096762,"2,4,7,13,17,28,29,33,34,39,43,48,49,51,55,68,80,83,84,87,91,94,95,98",0.9009180442551104,"68,91,84,34,28,80,55,48,51,29,43,7,17,83,49,44,4,78,1,32,33,90,12,8,87,79,76,85,92,46,27,22,42,58,45,67,94,2",0.9292633458366941,"68,91,84,34,28,80,55,48,51,29,43,7,17,83,49,44,4",0.8244413294805232,"28,29,34,68,84,91",0.8565794041717893,"28,34,68,80,84,91"
50,0.9212290802208124,"0,2,3,4,11,13,19,20,27,28,30,33,36,41,42,45,46,50,52,55,58,61,69,72,83,85,89,90,98",0.8624421382813976,"27,3,33,2,69,45,30,52,11,20,50,98,9,55,97,38,26,76,46,37,28,62,90,78,86,24,36,64,42,99,74,29,85,22,92,94,67,80,21,66,13,87,39,95,61,6",0.9107244103816828,"27,3,33,2,69,45,30,52,11,20,50,98,9,55,97,38,26,76,46",0.8405033440617868,"2,3,11,27,30,33",0.8023407022106632,"2,3,27,33"
51,0.9285133372412956,"4,5,9,15,19,21,23,27,30,31,33,39,40,43,46,47,48,49,50,51,54,57,58,59,62,63,65,68,70,71,72,74,76,77,79,80,82,83,88,90,91,96,97,98",0.9051421389227755,"59,96,63,54,31,23,79,9,50,33,71,65,21,40,39,88,90,83,44,57,47,51,56,72,3,77,26,80,48,15,30,82,68,11,46,41",0.9252549417238338,"59,96,63,54,31,23,79,9,50,33,71,65,21,40,39,88,90,83,44,57,47",0.759031881578183,"59,63,96",0.9371847885211532,"9,23,31,33,50,54,59,63,79,96"
52,0.9408130729374252,"5,17,18,20,22,23,24,28,34,38,40,44,49,58,61,68,70,72,77,79,80,84,89,96,97",0.915613790354723,"84,72,24,34,38,40,22,96,79,18,28,61,45,58,37,39,68,52,6,55,51,44,35,17,65,0,29,98,70,50,1,12,69,74,87,23,7,62,10,32,88,36,95",0.9613420258497979,"84,72,24,34,38,40,22,96,79,18,28,61",0.7612053749359449,"24,72,84",0.9121220748163753,"22,24,34,38,40,72,84"
53,0.9277048665130812,"0,2,3,6,11,15,17,20,21,22,26,28,29,32,36,37,43,45,47,49,50,54,56,58,59,62,63,65,74,77,80,81,82,85,87,89,95",0.9010178718452856,"0,95,28,43,20,17,77,47,49,36,82,65,58,3,52,22,85,62,19,54,80,5,40,2,91,41,25,10,70,26,61,81,29,75,42,21,93,34,60,38",0.929260633890795,"0,95,28,43,20,17,77,47,49,36,82,65,58,3,52,22,85,62,19",0.8318888158766191,"0,17,28,43,47,95",0.9143003332303081,"0,17,20,28,43,47,77,95"
54,0.9327311541027351,"3,5,13,15,26,31,35,41,48,49,51,55,60,61,62,65,67,87,97,98",0.9110126751167444,"97,67,51,87,3,55,41,13,62,48,98,61,65,90,23,32,10,36,93,63,76,46,95,15,82,47,22,17,49,27,33,56,7,52,18,64,99,44,21,60,68,43,4",0.931631754503002,"97,67,51,87,3,55,41,13,62,48,98,61,65,90,23,32,10",0.8424389593062042,"3,41,51,67,87,97",0.9042481654436291,"3,13,41,51,55,67,87,97"
