simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9315612051408104,"0,1,2,4,6,8,9,11,14,18,22,24,25,28,29,32,33,34,36,38,40,43,45,49,50,54,55,57,59,61,62,65,71,73,77,79,81,82,85,89,92,94,95,96,98,99",0.9267707326033052,"81,11,82,43,36,25,29,61,14,32,0,4,65,45,55,28,59,50,95,2,71,73,12,85,6,39,33,99,34,5,22,63,84,44,49,97,17,31,52,8,1,96",0.9404087905913876,"81,11,82,43,36,25,29,61,14,32,0,4,65,45,55,28,59,50,95,2,71,73,12,85,6,39,33,99,34,5,22,63",0.6684242087009136,"11,81",0.6687699546748638,"11,81"
1,0.9350857432936212,"1,3,5,7,8,9,10,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,29,30,31,32,33,34,36,37,38,44,45,46,47,48,50,51,53,56,57,58,59,60,62,63,65,69,70,71,72,73,75,77,78,82,83,86,87,88,90,91,92,95,97,99",0.929898313688786,"50,44,33,46,15,45,75,13,59,17,91,58,53,87,97,7,34,65,9,14,38,71,5,83,6,77,86,99,80,88,36,67,52,16,24,56,32,62,70,51",0.9453522005594598,"50,44,33,46,15,45,75,13,59,17,91,58,53,87,97,7,34,65,9,14,38,71,5,83,6,77",0.764558909846598,"33,44,45,50",0.8603968039934219,"15,33,44,45,46,50,75"
2,0.9287120807505356,"2,4,7,10,12,13,14,16,17,18,24,25,32,33,35,36,37,38,42,46,47,50,52,53,54,56,58,62,63,64,66,68,70,71,72,75,77,80,88,90,91,92,94,96,97,98",0.9339923176935816,"12,92,4,16,62,63,47,33,77,35,36,46,2,80,18,32,14,97,98,70,17,43,64,21,15,89,7,53,31,68,72,96,83,86,13,67,85,50,55,58,69",0.9452878437211713,"12,92,4,16,62,63,47,33,77,35,36,46,2,80,18,32,14,97,98,70,17,43,64,21,15",0.7666580348617023,"12,16,62,92",0.7785861103468367,"4,12,16,62,92"
3,0.94809777546903,"1,3,4,8,9,17,22,24,28,31,32,36,37,40,43,48,49,50,51,54,58,60,61,62,63,64,65,67,71,72,73,74,77,79,80,83,84,87,88,92,93,96,98,99",0.9395108078256056,"36,84,50,72,74,79,63,99,51,71,64,43,48,9,8,1,54,60,61,37,26,24,87,69,91,58,98,38,70,68,12,10,0,22,78,40,11,15,76",0.9603131501551846,"36,84,50,72,74,79,63,99,51,71,64,43,48,9,8,1,54,60,61,37,26",0.6648747635501195,"36,50",0.7173646693374681,"36,50,84"
4,0.9334294318607648,"2,3,4,5,6,7,8,13,15,17,19,20,22,23,28,30,33,34,36,39,43,44,46,48,49,50,52,55,57,59,61,62,63,64,65,66,67,68,69,70,71,72,74,75,76,77,78,79,82,83,85,86,87,89,91,92,93,94,96,97,99",0.9270398827123856,"71,30,44,43,15,8,17,55,85,3,97,89,62,94,59,50,63,75,66,76,79,49,74,2,86,65,96,6,99,81,80,53,82,41,91,13,12,36",0.9454289832794032,"71,30,44,43,15,8,17,55,85,3,97,89,62,94,59,50,63,75,66,76,79,49,74,2",0.8541235294600339,"15,17,30,43,44,71",0.8909345536205165,"8,15,17,30,43,44,71,85,97"
5,0.9436030153421456,"2,4,7,10,12,13,14,15,16,20,21,22,24,25,28,30,31,33,35,39,40,44,49,51,52,54,55,60,62,65,70,71,73,75,77,79,82,83,85,86,87,88,94,97,99",0.9335722248765728,"16,70,7,30,79,25,40,60,4,12,20,86,65,85,75,51,22,14,49,15,18,13,94,33,2,73,76,78,11,97,96,66,56,57,28,31",0.944083452779105,"16,70,7,30,79,25,40,60,4,12,20,86,65,85,75,51,22,14,49,15,18,13,94,33,2,73,76,78,11",0.7486622073578595,"4,16,30,60,70",0.8611509263683177,"4,7,16,25,30,40,60,70,79"
6,0.9486031716141876,"0,3,6,8,10,17,29,30,32,33,34,35,38,40,42,43,47,51,53,54,56,57,61,62,64,65,66,67,68,69,77,79,80,83,85,86,87,91,94,96,98",0.9555220789002918,"30,83,35,43,77,62,85,29,53,87,98,47,65,86,54,42,10,57,17,81,39,5,92,25,94,82,50,60,18,46,95,80,13,48,64",0.9655211373693626,"30,83,35,43,77,62,85,29,53,87,98,47,65,86,54,42,10,57,17,81,39,5",0.7498944140315009,"30,35,62,83",0.7830389928309145,"30,35,43,62,83"
7,0.9244608707622222,"0,1,6,7,8,13,14,15,16,19,22,24,27,30,31,35,36,37,39,41,44,45,46,47,49,52,53,56,59,63,67,72,73,74,75,79,83,85,91,92,95,98",0.9266789431170928,"49,67,91,1,85,37,47,22,74,27,92,59,79,56,98,24,75,35,8,87,60,55,15,50,13,31,16,25,69,2,28,52,61,41,30,76,14",0.9269308787358546,"49,67,91,1,85,37,47,22,74,27,92,59,79,56,98,24,75,35,8,87,60,55,15,50,13,31,16,25,69,2,28,52,61,41,30,76",0.7442022341754563,"1,49,67,91",0.7814419548126197,"1,47,49,67,85,91"
8,0.931788672660487,"1,4,8,11,12,14,15,16,18,19,22,26,28,29,31,32,34,39,45,46,48,49,50,51,53,57,58,62,63,64,66,69,71,74,79,81,82,86,88,90,94,95,97,98",0.9183503313121614,"49,39,82,26,86,4,63,58,90,14,81,28,16,31,45,74,34,11,57,97,66,87,69,64,37,78,48,99,80,65,13,2,7,36,20,1,24,60,92,83",0.9350772717534118,"49,39,82,26,86,4,63,58,90,14,81,28,16,31,45,74,34,11,57,97,66,87,69,64,37,78,48,99,80,65,13",0.8007145088139102,"4,39,49,58,82,86",0.8328519175320536,"4,26,39,49,58,63,82,86"
9,0.9309929089265034,"1,2,3,4,6,9,11,12,13,15,16,18,19,22,24,28,30,31,32,34,43,44,52,55,57,58,59,60,63,65,68,73,75,78,80,83,84,86,91,92,93,96,97,99",0.9363257557730644,"30,55,32,99,96,6,92,52,84,34,2,44,3,12,28,43,24,16,31,78,33,74,20,7,80,58,68,86,76,72,85,54,47",0.9375869198513044,"30,55,32,99,96,6,92,52,84,34,2,44,3,12,28,43,24,16,31,78,33,74,20,7,80,58,68,86,76,72,85",0.6668914024038792,"30,32,43,55",0.7160080587591414,"30,32,43,55,99"
