simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.8912163564657857,"0,1,4,7,12,13,15,17,20,23,24,26,28,33,39,40,41,45,47,48,51,53,54,56,58,59,61,62,65,66,67,68,77,89,91,92,93,96,99",0.8440519845937406,"41,61,56,23,54,68,58,67,59,17,45,51,39,90,66,31,24,12,42,89,74,26,37,75,15,43,38,87,65",0.8726648446689269,"41,61,56,23,54,68,58,67,59,17,45",0.9016178878664176,"23,41,56,61",0.9025923107082728,"23,41,56,61"
1,0.924774220879789,"3,11,30,54,68,95",0.8546802230419868,"54,3,30,95,11,94,23,74,42,91,70,24,33,68,29,44,15,73,93,31,84,12,25,32,57,36,43,19,88,34,20,63,50,99,35,64,66,7,37,5,96,72,77,22,59,45,87,41,38,14,65,56",0.9243340788239404,"54,3,30,95,11,94",0.9032787832272866,"3,30,54",0.9290160899430292,"3,30,54,95"
2,0.8876150594556157,"1,9,94,96",0.7796968619549902,"1,96,9,94,82,15,67,54,27,25,38,99,24,63,93,76,62,41,50,84,52,28,23,57,36,39,35,10,60,49,66,55,85,48,68,97,17,40,20,88,51,58,42,64,31,14,92,11",0.8810308273746033,"1,96,9,94,82,15,67,54",0.8946917920962878,"1,9,94,96",0.8943178077140863,"1,9,94,96"
3,0.9157815685012338,"16,27,30,37,38,39,41,60,64,66,78,81,86",0.8915847589809611,"37,16,27,86,81,39,64,17,41,2,72,42,36,97,53,48,84,38,66",0.898291423556953,"37,16,27,86,81,39,64,17,41,2,72,42",0.9178254781730804,"16,27,37,86",0.9132452499044068,"16,27,37,86"
4,0.9081762058057052,"1,15,18,29,32,36,38,46,55,65,91,92",0.8723162896999596,"29,1,18,65,92,70,91,14,46,38,79,61,64,76,43,51,27,55,42,80,53,32,50,45,99",0.9045890993213206,"29,1,18,65,92,70,91",0.8803712529788035,"1,29",0.9143275220535976,"1,18,29,65"
5,0.94182924938598,"9,35,36,54,57,84,92",0.8998338133977408,"9,54,92,57,94,35,42,71,1,65,36,86,89,27,87,19,90,63,72,38,28,58,18,53,52,25,10,20,66,78,47,12,77,79,67,62,80,34,98,2",0.9375236292325224,"9,54,92,57,94,35",0.924302138666536,"9,54,92",0.939547243505531,"9,54,57,92"
6,0.9224059928876543,"17,18,31,32,47,51,64,71,96",0.8459877322559602,"96,18,47,71,31,32,51,56,35,22,36,76,83,0,81,68,94,57,93,87,64,90,55,17,8,30,15,39,33,52,91,67,79,28,74,45,78,73,34,46,24,23,54,1,13,3,21,41,70",0.9136155124886896,"96,18,47,71,31,32,51,56,35",0.9258753656124404,"18,47,71,96",0.9259332323296088,"18,47,71,96"
7,0.9159440146142274,"9,10,22,42,44,56,58,76,88,96",0.8228575650118203,"88,58,22,44,10,56,34,55,9,64,47,70,26,81,1,5,57,21,46,13,3,73,93,59,2,82,29,80,28,61,92,42,52,96,49,30,31,36,4,68,66,79,24,77,17,75,72,41,39,0,71",0.8853642811089619,"88,58,22,44,10,56,34,55,9,64,47,70,26,81,1,5",0.9219804427251236,"22,44,58,88",0.92203954437997,"22,44,58,88"
8,0.9358300579779828,"18,24,29,71,73,75,77,78,81,84,97",0.8865879090466899,"78,81,73,71,18,99,62,67,79,52,4,88,7,92,45,15,41,75,51,69,84,30,61,55,94,96,68,74,26,11,32,86,48,5,53,59,83,28,60,80",0.9179670246727906,"78,81,73,71,18,99,62,67,79,52,4,88",0.9210140835620956,"73,78,81",0.940274850302749,"71,73,78,81"
9,0.9414532393977068,"36,50,86,95",0.885551871805498,"86,95,50,36,77,75,21,33,91,14,42,46,8,17,39,69,87,99,19,73,38,1,4,29,18,70,7,83,22,15,10,78,58,9,94,49,51,16,47,88,92,31,90,3,52,56,80",0.931413178615831,"86,95,50,36,77,75,21,33,91,14,42",0.9428705622323524,"36,50,86,95",0.9428677994198094,"36,50,86,95"
10,0.9301720484786846,"4,8,19,22,28,30,34,39,40,42,43,46,53,55,60,74,81,82,83,87,89,92,95,96",0.90640449755629,"92,60,42,95,87,20,22,19,96,8,46,47,40,39,43,83,86,2,89,71,50,78,90,88,41,35,48",0.9294036217758568,"92,60,42,95,87,20,22,19,96",0.9106506201090488,"42,60,92",0.9356075373619234,"42,60,92,95"
11,0.9129298978134271,"13,15,34,57,97",0.8625988902318427,"15,97,13,57,34,32,23,43,46,21,47,18,36,83,17,98,2,45,77,90,81,35,8,27,53,30,80,22,78,59,20,50,41,85,82,51,70,54,94,48",0.9039363806175146,"15,97,13,57,34,32,23,43",0.9180804307218988,"13,15,57,97",0.9098862762333808,"13,15,57,97"
12,0.9337607116135138,"2,3,7,54,73,74,81",0.8636969177144734,"73,54,2,7,0,62,65,69,3,91,63,58,67,93,40,61,18,84,97,32,72,25,75,98,28,59,15,77,4,21,66,24",0.9330802781174152,"73,54,2,7,0,62",0.9182932329454948,"2,54,73",0.9353144984475168,"2,7,54,73"
13,0.9097353763057708,"1,5,9,11,18,19,20,24,41,42,43,48,49,50,51,67,71,72,77,84,85,86,87,88,95",0.8318780860931233,"9,87,84,19,70,50,71,85,62,16,88,1,78,95,47,37,45,34,72,42,86,7,67,24,17,59,96,10,57,65,12,43,80,90,20,82,5,92,41,56,36,30,94,29,49,15,21,52,66,73,11,40,97,25,93,28,13,6,77,58,98,27,89",0.909095049658805,"9,87,84,19,70,50,71,85,62",0.8733600002143352,"9,87",0.9175746891468652,"9,19,84,87"
14,0.9076960076960076,"2,13,15,19,37,43,55,63,88",0.8796678267266502,"63,88,13,15,19,68,45,60,55,54,94,1,74,82,25,47,76,64,84",0.8996632996632996,"63,88,13,15,19,68,45",0.9039583510171746,"13,15,55,63,88",0.9034320799026682,"13,15,55,63,88"
15,0.9360921876716845,"33,50,64,68,75,77",0.8728436435556532,"75,64,68,50,77,33,83,29,88,18,7,30,43,20,31,19,32,52,63,38,40,0,41,24,85,12,57,72,73,37,53,86,79,82,27,35,22,42,84,97,59,90",0.931447093725964,"75,64,68,50,77,33,83,29",0.9177453027139876,"64,68,75",0.9400587847489288,"50,64,68,75"
16,0.921213454581011,"14,38,48,52,53,93,96",0.893223819301848,"48,38,14,53,60,52,6,0,2,96,19,28,24,30,7,8,20,80,15,56,31,87,16",0.9134426300750736,"48,38,14,53,60,52,6,0",0.9011385982638548,"14,38,48",0.925711352302728,"14,38,48,53"
17,0.903212915601023,"0,6,15,19,26,30,33,34,35,36,40,42,45,47,56,63,68,72,73,74,76,78,97,99",0.851068135879878,"6,99,15,30,63,42,19,40,47,76,0,59,94,45,54,74,61,14,35,68,37,66,26,62,25,89,73,34,72,98,33,60,78,86,52,31,67,20,85,56,87,93,11,38,46",0.904218401947034,"6,99,15,30,63,42,19",0.8834409289662569,"6,15,99",0.9104756208233644,"6,15,30,99"
18,0.8997635208549041,"11,12,17,18,30,34,47,54,59,61,69,70,75,76,80,91,93,98,99",0.8657092456954404,"98,80,93,70,17,75,99,34,69,59,76,47,40,21,61,60,22,27,30,7,8,88,43,18,48,86,84,57,42",0.9041530850941444,"98,80,93,70,17",0.8810778335953778,"80,93,98",0.9065025373573136,"70,80,93,98"
19,0.9034728927753848,"0,8,12,17,20,27,31,39,48,63,71,84,89",0.8666934285187314,"8,84,17,0,71,31,12,27,41,75,35,18,39,66,20,14,38,28,53,21,22,96,48,67,64,57,61,10,62,29",0.8905810938364561,"8,84,17,0,71,31,12,27,41,75",0.9068199325167352,"0,8,17,84",0.9032016577882416,"0,8,17,84"
