simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.7290936028956696,94,0.5925968594523198,"94,55,61,0,58,52,53,5,31,1,48,60,65,62,73,21,19,87,99,74,92,29,33,79,11,22,14,83,45,81,30,37,69,27,9,64,40,10,24,54",0.6621084697264814,"94,55,61,0,58,52,53,5",0.7290936028956696,94,0.7290936028956696,94
1,0.8356647763074985,35,0.7232925684451474,"35,85,58,14,40,29,28,49,33,75,43,87,41,61,4,92,68,83,63,47,11,1,80,53,52,56,98,8,17,24,55,67,42,31,15,23,73,95,30,45,38,37,48,2,81,93,71,57,70,7,27,39,13,3,69,96,10,32,20,59,9,12",0.8119671308977278,"35,85,58,14,40,29,28,49",0.8356647763074985,35,0.8356647763074985,35
2,0.8327398743543651,71,0.7913345281934933,"71,44,85,36,90,83,8,34,6,48,27,2,35,79,65,92,0",0.8327398743543651,71,0.8327398743543651,71,0.8327398743543651,71
3,0.7465800508695951,89,0.6796352406787548,"89,20,96,73,10,49,15,55,71,77,40,12,34,30,88,48,72,29,79",0.7288576550279994,"89,20,96,73",0.7465800508695951,89,0.7465800508695951,89
4,0.896092171901019,98,0.8122873806353232,"98,69,51,80,66,31,11,85,94,45,37,75,93,84,99,44,28,46,58,81,38,88,19,43,59,49,74,61,24,47,64,83,87,16,40,52,2,32,6,53,13,56,65,39,54,97,8,10,17,95,4,57",0.8588803083692277,"98,69,51,80,66,31,11,85,94,45,37,75",0.896092171901019,98,0.896092171901019,98
5,0.8966406371121066,"10,18,39,56,59,86,90",0.8430366181706418,"59,90,56,79,60,28,47,5,10,49,81,86,63,74,50,21,20,37,18,22,76,65",0.8926151678593479,"59,90",0.8981039495837175,59,0.8981039495837175,59
6,0.8979271117827469,"9,17,26,42,60,62,75,78",0.800226414698328,"17,9,75,13,24,78,7,68,6,91,37,92,71,8,26,96,94,67,81,28,22,60,93,39,58,82,80,74,20,38,77,56,41,5,11,25,54,44,49,62,84,86,27,31,50,14,42,83,4,21,0,76,23,3",0.8812385382478178,"17,9,75,13,24,78,7,68",0.8980687849427667,17,0.8980687849427667,17
7,0.7271525242957223,68,0.6248487224504407,"68,1,83,5,78,31,70,26,43,48,33,67,12,35,39,92,20,85,88,18,76,58,4,75,99,11,17,90,42,98,36,41,82,73",0.7176363445986914,"68,1",0.7271525242957223,68,0.7271525242957223,68
8,0.8979035483702364,57,0.7537473969723728,"57,50,64,93,52,38,44,8,99,1,83,81,26,82,6,98,55,5,35,94,71,73,3,92,76,69,2,86,11,59,53,7,72,80,51,66,49,28,74,77,21,43,56,68,91,60,89,70,16,24,31,61,54,47,40,13,4",0.8719571741779659,"57,50,64,93,52,38,44,8",0.8979035483702364,57,0.8979035483702364,57
9,0.8355609028849423,65,0.7167978796676518,"65,48,56,53,91,45,36,17,71,47,84,41,97,27,40,93,11,44,38,14,8,52,24,23,72,86,85,20,26,61,12,5,4,92,13,81,54,25,51,64,74,16,80,99,98,94,18,69,76,37,96,9,46,10,58,31,73",0.8221606116879834,"65,48,56,53",0.8355609028849423,65,0.8355609028849423,65
10,0.8413881951985382,95,0.7249430383728531,"95,56,94,3,86,30,25,91,57,5,28,55,34,92,98,90,84,97,39,43,68,8,18,31,80,93,59,27,47,66,37,45,42,87,16",0.8247496560420353,"95,56,94",0.8413881951985382,95,0.8413881951985382,95
11,0.8461452137807205,21,0.7654214403036084,"21,32,98,38,19,62,82,54,28,68,66,45,36,73,94,33,92,86,52,8,75,47,17,64,49,61,53,55,93,76,58,65,48,25,88,20",0.8027973597494414,"21,32,98,38,19,62,82,54,28,68,66,45,36",0.8461452137807205,21,0.8461452137807205,21
12,0.735642064125101,89,0.6284166969971529,"89,35,62,19,69,53,37,41,17,71,47,14,31,26,97,95,39,44,91,0,83,9,92,76,77,34,54",0.6725288397750123,"89,35,62,19,69,53,37",0.735642064125101,89,0.735642064125101,89
13,0.6989527694831139,"1,2,5,7,8,9,12,13,14,15,20,23,24,28,30,32,40,42,44,48,51,53,55,58,61,63,64,65,68,69,70,72,77,81,84,86,88,89,92,96,97",0.6054113919614194,"68,24,51,2,61,55,13,12,72,84,40,7,14,58,15,97,53,16,65,89,95,69,81,9,70,5,66,77,92,42,54,1,44,98,80,88,49,96,32,50,35,19,73,31,47,11,28,71,43,52,83,75,0,41,29,62,38,18,64",0.6671012603215993,"68,24,51,2,61,55,13,12,72,84",0.7569051324108732,68,0.7569051324108732,68
14,0.8474726589697905,20,0.6728196670099463,"20,32,86,66,63,52,30,0,7,25,94,49,37,65,75,58,18,26,55,12,98,96,89,92,31,68,87,95,45,59,24,46,73,34,61,4,27,11,14,93,83,2,76,9,91,53,41,35,69,74,13,22,71,1,81,56,3,39,62,38,77,16,15,60,48",0.7981277582605518,"20,32,86,66,63,52,30,0,7,25",0.8474726589697905,20,0.8474726589697905,20
15,0.9003042596348885,70,0.8736620377594009,"70,48,90,91,36,44,67,21,10,74,13,73,58,98,55,28",0.8927263743693764,"70,48,90,91",0.9003042596348885,70,0.9003042596348885,70
16,0.7523174220431387,"14,21,35",0.6723352951441217,"21,66,14,91,5,83,57,15,72,20,8,6,46,23,44,2,39,97,70,25,30,29,59",0.7144851436457953,"21,66,14,91,5",0.7526267641755371,21,0.7526267641755371,21
17,0.8464739641236741,29,0.7795964664523302,"29,48,55,16,6,41,2,87,37,32,72,5,7,58,92,23,77,82,26,0,95,22,56,67,35,17,44,66,97,65,27,69,83,75,68,59,88,90,94,86,71,43,99,63,62,40,52,9,33,49,79,45,13,61,4,78,70,38,3,96",0.8354491551736226,"29,48,55,16",0.8464739641236741,29,0.8464739641236741,29
