simulation,LASSO_CV_c_index,LASSO_CV_features,AIC_Cox_c_index,AIC_Cox_features,BIC_Cox_c_index,BIC_Cox_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features
0,0.9280020212853723,"4,6,9,10,13,14,17,30,34,41,43,52,54,59,61,67,69,72,80,82,91,95,97,99",0.8769877691609603,"54,17,10,69,4,14,52,6,91,30,13,61,59,67,72,79,43,9,21,3,5,99,35,96,62,70,83,44,87,34,27,68,33,45,37,11,23,89,80,77,85,41,26,48",0.8940810370431482,"54,17,10,69,4,14,52,6,91,30,13,61,59,67,72,79,43,9,21,3,5,99,35,96,62,70,83",0.829595846052306,"4,10,17,54,69",0.883544055770976,"4,6,10,14,17,30,52,54,69"
1,0.9378430545435952,"7,15,17,20,24,29,30,32,35,44,45,46,49,56,62,65,66,67,72,73,86,88,97",0.904724469839322,"88,62,66,49,35,73,17,7,72,86,67,97,65,44,95,9,8,76,54,99,77,22,20,28,59,50,64,52,70,92,75,42,36,29,94,78,90,43,41,21,79,13,18,93",0.939515026012706,"88,62,66,49,35,73,17,7,72,86,67,97,65,44,95,9,8,76",0.8406207257992356,"35,62,66,73,88",0.901062238754458,"35,49,62,66,72,73,86,88"
2,0.9298253951392422,"0,1,2,4,5,6,12,13,23,26,31,34,35,36,37,38,41,42,43,46,47,49,55,57,58,61,62,69,71,72,73,74,78,79,81,83,85,86,89,93,94,96,97,98",0.8952272994112747,"58,73,72,71,37,26,97,79,46,93,34,12,1,41,61,47,4,43,81,63,54,86,89,39,13,21,30,94,10,22,98,36,67,84,27,0,5,16,25",0.9491085256148628,"58,73,72,71,37,26,97,79,46,93,34,12",0.8185182907397365,"26,37,58,73",0.8929699599130051,"26,37,58,71,72,73,97"
3,0.9486601800731186,"5,8,9,18,28,29,31,33,34,43,45,47,55,60,64,66,67,69,70,86,91,95,97",0.9379674790038484,"31,66,45,28,34,97,86,29,9,67,91,64,68,6,39,22,32,23,17,5,92,95,47,0,85,48,20",0.9383718595176592,"31,66,45,28,34,97,86,29,9,67,91,64,68,6,39,22,32,23,17,5,92,95,47,0,85",0.7874031343616152,"31,34,45,66",0.8801603217438428,"28,31,34,45,66,86,97"
4,0.9426552572587396,"1,3,9,15,20,32,34,37,38,39,41,46,50,51,57,62,68,72,74,75,85,91,93",0.8944756990297932,"85,74,9,46,3,91,15,20,39,38,41,37,75,47,77,79,98,57,28,32,66,2,51,62,1,21,78,64,52,65,73,16,25,5,53,81,68,42,26,60,23,19,30,0,88,90,50",0.9396629593724316,"85,74,9,46,3,91,15,20,39,38,41,37,75,47,77",0.8646366877094418,"9,37,39,46,74,85",0.9231976875847628,"3,9,20,37,38,39,46,74,85,91"
5,0.9404167689496222,"7,10,12,13,14,17,19,24,25,27,30,34,36,41,49,58,59,60,63,65,73,74,76,77,80,81,90,91,93,99",0.9160502413877752,"80,99,19,17,12,77,73,10,74,65,60,24,7,98,16,53,88,32,34,96,52,97,14,41,95,92,58,90,55,11,38,82,30,27,45,5,23,87,20,44",0.9514551455145516,"80,99,19,17,12,77,73,10,74,65,60,24,7,98,16,53",0.7965141968742329,"17,19,58,80,99",0.906123339606688,"12,17,19,77,80,99"
6,0.9481485149331949,"0,1,5,6,7,8,9,10,18,20,22,23,24,25,27,29,30,32,33,36,37,41,42,44,45,46,48,49,52,55,56,60,62,63,64,65,66,68,70,71,72,73,76,77,79,81,85,86,87,89,91,93,94,95,96,97,99",0.9403332425540344,"99,27,73,72,29,30,8,68,62,81,52,63,0,91,37,66,41,32,84,19,2,67,77,5,70,95,45",0.9415738929739572,"99,27,73,72,29,30,8,68,62,81,52,63,0,91,37,66,41,32,84",0.7853894844561082,"27,29,72,73,99",0.9254949534962408,"8,27,29,30,62,68,72,73,99"
7,0.9452142894339426,"1,6,8,11,14,15,22,23,25,26,34,37,38,39,41,44,47,55,57,62,63,70,77,84,87,92,95",0.901771858563766,"1,63,11,6,34,8,77,38,26,14,62,39,68,12,56,96,90,33,64,57,23,40,92,70,84,13,83,9,59,31,46,20,97,37,74,85,4,72,58,0,29,19,91",0.9497266052179348,"1,63,11,6,34,8,77,38,26,14,62,39,68,12",0.8185075248659064,"1,6,11,34,63",0.914974222777691,"1,6,8,11,26,34,38,63,77"
8,0.9558455114822548,"4,8,9,20,21,27,31,34,50,51,52,68,69,70,71,72,76,80,82,85,88,92,98",0.9276755301615208,"52,70,9,8,76,88,34,20,72,92,71,4,27,98,65,47,19,49,42,91,73,5,24,35,60,85,23,17,51,13,28,90,84,25,74,67,57,93,15,41,45,48",0.945484012745852,"52,70,9,8,76,88,34,20,72,92,71,4,27,98,65,47,19,49,42",0.7948494670915284,"9,52,70",0.8571008680364796,"8,9,52,70,76,88"
9,0.9363911625998002,"1,10,13,25,34,38,47,49,50,52,53,56,59,70,79,80,82,88,90,91,92,93,94,95,99",0.9245713076182436,"1,80,99,82,59,10,52,91,92,53,90,50,49,3,28,8,6,16,69,63,96,19,98,38,9,40,84,7,66,48,44,70,77,73,0,97",0.9302605324226444,"1,80,99,82,59,10,52,91,92,53,90,50,49,3,28,8,6,16,69,63,96,19,98,38,9",0.775556983884832,"1,80,82,99",0.8138198601441924,"1,10,59,80,82,99"
10,0.9265994169893657,"4,13,21,24,28,30,36,38,39,40,41,45,46,52,55,58,62,66,73,80,82,83,84,86,89,92",0.8838866700266179,"39,86,55,41,28,58,84,36,45,38,89,80,87,40,47,7,15,66,19,93,73,31,98,30,22,96,53,3,9,95,12,42,37,68,35,6,71,64,72,85,33",0.9271160728079484,"39,86,55,41,28,58,84,36,45,38,89,80,87,40,47,7,15",0.8349107375768335,"39,41,55,58,86",0.864276542559523,"28,39,41,55,58,84,86"
11,0.9539263527152292,"3,4,6,7,13,14,16,21,30,33,34,35,36,41,42,46,49,51,52,55,57,59,63,67,71,75,76,77,85,90,92,93,98,99",0.93744488212123,"13,41,85,59,52,42,93,46,99,63,57,77,34,98,3,11,66,55,89,71,70,76,6,29,56,14,30,16,35,50,64,23",0.952341757444938,"13,41,85,59,52,42,93,46,99,63,57,77,34,98,3,11,66",0.8655585698327776,"13,41,52,59,85,93,99",0.9430581568861304,"13,41,42,46,52,57,59,63,85,93,99"
12,0.9229873377545824,"0,1,2,3,5,6,7,8,9,10,11,16,17,19,22,23,24,25,26,27,28,30,32,34,35,36,37,38,39,40,41,43,44,45,46,50,51,52,53,54,55,56,57,58,59,60,62,63,64,66,67,68,70,71,72,73,74,76,81,82,84,86,87,88,89,90,91,92,93,94,95,96,97,99",0.928615855578222,"51,97,24,11,16,0,2,71,22,37,28,96,52,81,34,85,45,78,94,39,67,6,72,56,35,54,60,26,7,42,70,53,25,68,74,65,5,93,44",0.9441397121495614,"51,97,24,11,16,0,2,71,22,37,28,96,52,81,34,85,45,78",0.7633386146013837,"11,24,51,97",0.7846112892863634,"11,16,24,51,97"
13,0.9405660771771396,"2,4,6,9,10,12,13,14,15,16,21,22,25,30,38,41,42,43,46,47,49,53,55,62,64,67,69,70,73,75,76,77,80,83,87,90,96,97",0.9332831640118734,"22,53,96,75,97,4,64,62,90,69,80,73,83,13,26,12,67,66,36,38,0,82,56,79,77,2,43,47,57,30,3,95,60",0.946951516925178,"22,53,96,75,97,4,64,62,90,69,80,73,83,13,26,12,67,66",0.845478489903424,"22,53,75,96,97",0.9230904302019316,"4,22,53,62,64,75,80,96,97"
14,0.9329921923558312,"0,4,7,10,20,21,24,30,31,33,36,38,39,44,47,50,55,56,61,63,71,72,76,77,79,89,94,95,97,99",0.9104717792403512,"72,21,94,0,31,76,56,20,99,39,7,47,16,68,53,89,67,96,25,77,79,98,51,97,10,6,63,81,42,84,54,38,23,11,36,34,27,22,9,33,74,24,90,35,37,28,2,59,55,15",0.949895983221086,"72,21,94,0,31,76,56,20,99,39,7,47",0.8066054202249487,"0,21,72,94",0.8332808282744,"0,21,31,72,94"
15,0.9486118904475618,"0,1,4,6,9,11,15,17,20,27,33,34,40,44,54,55,57,58,60,64,70,73,78,82,86,87,93,96,97,99",0.9130233800935204,"17,99,58,60,34,82,57,20,33,93,4,55,70,64,75,37,15,51,76,97,11,27,9,29,28,18,71,73,88,96,26,86,12,68,62,39,16,3",0.956496993987976,"17,99,58,60,34,82,57,20,33,93,4,55,70,64",0.815869071476286,"17,34,58,60,99",0.9237889111556448,"17,20,33,34,57,58,60,82,99"
16,0.9264549851770948,"2,4,7,13,22,32,33,39,43,44,45,46,51,55,61,70,75,77,78,79,84,85,87,92,99",0.9133094086440944,"2,13,4,33,61,77,32,84,39,92,7,78,51,21,50,83,91,52,45,9,40,70,49,67,80,87,25,47,44,62,11,17,97,89,76,23,19,26",0.9526161127581004,"2,13,4,33,61,77,32,84,39,92,7,78",0.6900374473396785,"2,4,13",0.8289150673532012,"2,4,13,32,33,61,84"
