simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
0,0.000337447297094,,0.000337447297094,,0.0003779289147892,,0.0003559772192327,,0.0002569372696063,
1,0.4619761094282243,0,5.303584220010695e-06,,2.099625140772332e-05,,2.2884264503031595e-05,,1.3815987888225138e-06,
2,0.276913030911503,"19,24",0.0021664046851201,,0.0039078082580391,,0.0023197194721147,,0.0027925602936878,
3,0.0008589885227995,,0.0008589885227995,,0.0007801140780487,,0.0007175214035616,,0.0009168802933384,
4,0.0013755878339979,,0.0013755878339979,,0.0013395191812668,,0.0013651686806783,,0.001339419379649,
5,0.4681029969190963,1,2.3806938470625232e-05,,0.0001646070932901,,4.7243434840030935e-05,,2.9031607370145963e-06,
6,0.6278762352269037,26,0.0009192038229994,,0.0012051030701452,,0.0010152329797821,,0.0009305898934182,
7,0.5083549144101233,44,0.0002177914753961,,0.0008474929790906,44,0.0003364025027853,,0.0002827938145189,
8,0.0003660990573482,,0.0003660990573482,,0.0008949449672037,,0.0004406171300293,,0.0002727979460326,
9,0.4973827848676784,21,5.826046609005043e-05,,0.0005608857410257,,7.35759108580142e-05,,5.818351207108005e-05,
10,0.0002935955183982,,0.0002935955183982,,9.700567709658436e-05,,0.0002930669119133,,0.0003562575765259,
11,0.0010022323845231,,0.0010022323845231,,0.0009935753177848,,0.0010448306973529,,0.0008917726208183,
12,0.4490952879301952,24,4.9199604091500456e-05,,0.0001946970293467,,4.9108778476005845e-05,,5.79052214824162e-05,
13,0.2173439540057752,"25,43",0.0008099933897938,,0.0082240306794739,"2,19,25",0.0008177415919469,,0.0006008347840995,
14,2.0673085876303864e-05,,2.0673085876303864e-05,,0.0003693932976469,,1.7981633271768604e-05,,5.300053771404919e-07,
15,0.002244306967132,,0.002244306967132,,0.0030496575117539,11,0.002139287577902,,0.0021978031474107,
16,0.0075635774193488,,0.0075635774193488,,0.0087451711158268,,0.0077306867466436,,0.0076502245230947,
17,0.1725827153933428,"0,17,23,43",0.0031820072996184,,0.0101583975709579,"0,4,8,14,23,24,44",0.0028226315255586,,0.0039604234405175,
18,0.2923850840749342,"26,41",0.0001421964727312,,0.0013126399427097,"11,41",0.0001386603198905,,0.000185779031034,
19,0.0018518430059217,,0.0018518430059217,,0.0020949833304408,,0.0017588904733606,,0.0019453743249331,
20,0.4953354045939155,6,0.001124460290805,,0.0018361381801506,23,0.0010931640673797,,0.0007294250622527,
21,0.001229788226651,,0.001229788226651,,0.0087732068210942,"4,41,43,46",0.0013772868174295,,0.0013541125687632,
22,0.0031791878067023,,0.0031791878067023,,0.0029595736815304,,0.0031494774845099,,0.0022773328108561,
23,0.539088833868002,18,0.0002293217495496,,7.95761178751242e-06,,0.0001716355754122,,0.0002806875747332,
24,0.0116474436340474,,0.0116474436340474,,0.0081581568871495,32,0.0113351160377286,,0.0114394547437713,
25,0.2056837019924216,"3,24,26,35",0.0011245950726448,,0.0013769995441634,,0.0008861851346675,,0.0010958567283308,
26,0.1795974677731611,"31,38,45",5.659027634023808e-06,,0.006285348943417,"5,8,13,21,45",7.194156520780195e-06,,7.719849835556655e-05,
