simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
20,147.18123705748167,"9,10,11,23,24,28,46,47",118.83987084715152,"9,10,11,23,24,28,46,47",58.60065954345048,"0,1,2,3,4,5,6,8,9,10,11,12,13,15,17,18,19,20,21,23,24,25,27,28,29,30,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47",294.6778528254718,,0.1756927241803032,"9,10,11,23,24,28,46,47"
21,133.3416552649712,"3,5,9,11,25,30,32,34",176.75084872031707,"9,11,25,30,32,34",38.689502154866744,"0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,19,20,22,23,24,25,26,28,29,30,31,32,34,35,36,37,40,41,43,45,46,47,49",280.35638561149545,,0.186169146310948,"3,5,9,11,25,30,32,34"
22,139.20367573680548,"5,9,10,13,24,28,38,47,48",133.29043366177018,"10,13,24,28,38,47,48",56.57440551310396,"0,1,2,3,4,5,8,9,10,11,12,13,17,18,19,22,23,24,28,30,31,32,33,34,35,38,40,41,43,44,45,47,48,49",288.582067960935,,0.1418351365522818,"5,10,13,24,28,38,47,48"
23,176.19515612290363,"6,20,27,37,40,42,43,44,46,48",176.20802953701028,"27,37,40,42,43,44,46,48",53.099615881510864,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",295.44319785844147,,0.2292433617821735,"6,27,37,40,42,43,46,48"
24,172.7139783539249,"11,18,24,30,35,37,40,44,46",116.12812868024903,"11,18,30,35,37,40,44,46",53.83345491103744,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",305.8423215883706,,2.8934589262751422,"11,18,30,35,37,40,44,46"
25,154.339604900367,"2,14,24,26,33,38,41,46",148.6043368336081,"14,24,26,33,38,41,46",45.377377762109525,"0,1,2,3,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,22,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49",301.28234819739555,,0.1489130416333633,"2,14,24,26,33,38,41,46"
26,163.85684466725235,"3,10,14,15,16,28,30,43,45",156.94752864415898,"10,14,15,16,28,43,45",56.46927554607458,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",283.8897685007978,,0.1677569962028109,"3,10,14,15,16,28,43,45"
27,166.56009894129215,"2,10,12,18,29,33,34,35,43,47",187.78917483693473,"12,29,33,34,43,47",58.96153288111076,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,41,43,44,45,46,47,48,49",298.9969565561395,,0.1311737753369983,"2,10,12,29,33,34,43,47"
28,137.73573158824323,"0,2,8,11,12,38,46,47",199.33048132679295,"11,12,38,46,47",52.73685389431201,"0,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,38,39,41,42,44,45,46,47,48",281.0496776115826,,4.317096704247107,"0,2,8,11,12,38,46,47"
29,154.03995092501577,"0,6,8,19,23,24,26,40,48",157.4687426682908,"6,8,19,23,26,40,48,49",53.34937221285846,"0,1,2,3,4,5,6,7,8,9,10,13,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,32,34,38,39,40,42,43,44,46,48,49",293.2473540604015,,4.627143875061133,"0,6,8,19,23,26,40,48"
30,168.55573856968195,"0,4,7,13,17,19,31,33,43",185.31210247975685,"7,13,17,31,33,43",54.028468951766,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,48,49",302.9052708852964,,0.1592469302848993,"0,4,7,13,17,31,33,43"
31,139.41823952036322,"13,15,16,20,21,30,35,39",103.8809795363266,"13,15,16,20,21,30,35,39",57.373104129356115,"1,2,4,7,8,9,10,11,12,13,15,16,17,19,20,21,22,23,24,26,27,28,30,31,32,35,37,38,39,42,43,44,46,47,48,49",291.43714530786536,,0.1796745475719159,"13,15,16,20,21,30,35,39"
32,148.82388399054938,"2,19,21,25,28,34,43,45",104.35713486869945,"2,19,21,25,28,34,43,45",58.303878801294715,"0,2,4,5,8,9,10,11,13,15,17,18,19,20,21,25,26,27,28,29,30,33,34,37,38,39,43,44,45,46,47,48",307.90728388872583,,0.1560075454598176,"2,19,21,25,28,34,43,45"
33,153.6267893581683,"4,9,12,23,27,34,44,45,49",138.722991521323,"4,9,27,34,44,45,49",51.18200858525755,"0,1,3,4,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,33,34,36,37,38,42,43,44,45,46,49",280.3892818261357,,0.1415205127214801,"4,9,23,27,34,44,45,49"
34,135.39621079953318,"1,4,8,9,12,31,41,42",196.5046335909327,"8,9,12,31,41,42",45.91703330255712,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,20,21,23,24,25,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",295.3395425824245,,0.2077397504638971,"1,4,8,9,12,31,41,42"
35,141.70035464073672,"0,13,20,21,25,34,35,47",178.17889358714316,"20,21,25,34,35,47",48.27983587659145,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",298.16171516056755,,0.2264881380590367,"0,13,20,21,25,34,35,47"
36,148.19533306603688,"5,7,15,17,21,31,32,38",186.13224369690124,"17,21,31,32,38",50.33335022681336,"0,1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,42,43,44,46,48,49",283.3358795418039,,0.1210798093002085,"5,7,15,17,21,31,32,38"
37,189.18607259609936,"8,10,17,19,22,24,31,33,43,45,49",157.65925629675402,"19,22,33,43,45,49",53.60085622376205,"0,4,5,6,8,9,10,12,13,14,15,16,17,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,38,39,40,41,42,43,45,46,47,48,49",319.60569811317225,,0.2582199475879063,"10,19,22,24,33,43,45,49"
38,139.69914910993631,"7,10,11,14,17,21,33,43",138.9593227893222,"10,11,14,17,21,33,43",52.858301098337016,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",286.0961303795217,,0.1370406159696984,"7,10,11,14,17,21,33,43"
39,177.0221901430442,"7,10,13,15,30,38,39,41,45,46",158.752431821508,"10,30,38,39,41,46",51.80446670588939,"0,1,2,3,4,5,6,7,8,10,11,12,14,15,16,17,18,21,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,44,45,46,48",301.0442800281148,,0.1673680736581905,"7,10,30,38,39,41,45,46"
40,135.99561846425453,"7,9,12,15,29,37,43,44",100.15071022460066,"7,9,12,15,29,37,43,44",56.879024125573984,"0,1,2,4,5,7,8,9,11,12,14,15,19,22,23,28,29,31,32,33,34,36,37,41,42,43,44,46,49",299.27093165089894,,0.1732337607759232,"7,9,12,15,29,37,43,44"
41,132.98230705786375,"1,5,8,14,17,20,31,40",140.06739768472383,"5,8,14,17,20,31,40",55.378537832993416,"0,1,2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,43,44,45,46,47,48,49",263.54509556687333,,0.1346807585613735,"1,5,8,14,17,20,31,40"
42,155.02886287333317,"3,4,7,12,17,21,37,44,49",140.58089887355814,"7,12,17,21,37,44,46,49",51.99777922525479,"1,2,3,4,7,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,30,31,34,35,36,37,38,40,41,42,43,44,46,47,48,49",278.284888748982,,0.2258899057733828,"4,7,12,17,21,37,44,49"
43,164.86194776568712,"2,15,16,17,23,31,40,44,46,48",209.6469393023353,"23,31,40,44,46",47.5949812141787,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,40,42,43,44,46,47,48,49",293.83423456495086,,0.1485762421609457,"2,15,17,23,31,40,44,46"
44,176.69917053838574,"8,11,14,21,26,30,38,46,48",145.01533681332117,"14,21,26,30,38,46,48",59.23542216426142,"1,2,3,4,5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,41,42,43,44,45,46,47,48,49",303.4646166257388,,0.1824126448736501,"11,14,21,26,30,38,46,48"
45,168.4782840771586,"0,4,6,11,21,22,27,39,43,49",151.43060953311047,"11,21,22,39,43,49",49.48460670579555,"0,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,24,25,26,27,28,29,31,32,33,34,35,36,38,39,42,43,44,45,49",281.385284596633,,0.1886069914755362,"4,6,11,21,22,39,43,49"
46,135.7770668560904,"1,10,21,23,25,29,30,42,49",136.98630277258488,"10,21,25,29,30,42,49",53.280243942788914,"0,1,2,3,4,5,6,7,10,11,12,13,16,17,18,19,21,23,24,25,28,29,30,31,32,33,34,35,37,39,40,41,42,43,45,46,47,48,49",273.58713695449603,,0.1034570407393063,"1,10,21,25,29,30,42,49"
47,172.57750841233792,"2,8,14,19,22,24,25,42,44,45",126.91401026978276,"8,14,19,22,24,25,42,44,45",57.09023360266039,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25,26,27,28,30,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",301.7384900446634,,0.3334167124289509,"8,14,19,22,24,25,42,44"
48,151.93764539630064,"2,7,16,26,28,31,43,48",179.97475962563436,"16,26,28,31,43,48",50.12027720910287,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,20,21,22,26,27,28,29,30,31,32,35,36,37,39,40,41,42,43,44,45,46,47,48,49",304.84107470461504,,0.1434173118327095,"2,7,16,26,28,31,43,48"
49,133.88588542522083,"3,5,15,16,29,37,39,48",96.7305053571361,"3,5,15,16,29,37,39,48",47.47188822725334,"1,3,5,7,8,9,10,11,12,13,14,15,16,17,18,20,21,23,24,25,26,27,29,31,32,33,34,35,36,37,39,40,41,42,44,45,47,48,49",282.5758038909253,,4.606098593847737,"3,5,15,16,29,37,39,48"
50,153.70174526948128,"0,4,15,20,27,35,37,46,47",138.51411170464178,"15,20,27,35,37,46,47",54.36489864997807,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",278.6902507600476,,0.1364509300432732,"0,15,20,27,35,37,46,47"
51,137.60163938447272,"5,10,11,18,25,27,37,42",178.99566900461278,"18,25,27,37,42",53.69763562788237,"0,1,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49",259.76334184927055,,0.1944410311817367,"5,10,11,18,25,27,37,42"
52,147.4451029037473,"2,6,7,10,13,14,27,36,45",302.40488778857804,"27,36,45",51.74841494440238,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48",281.824226349232,,0.1367709451461307,"2,6,7,10,13,27,36,45"
53,169.36205842354877,"6,17,24,25,26,28,34,42,47",121.63391019211302,"6,17,24,25,26,27,34,42,47",49.08497854222993,"0,2,3,4,6,7,8,9,10,12,13,14,15,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",289.3073404666197,,0.1602000048787979,"6,17,24,25,26,34,42,47"
54,136.30656860346826,"5,9,10,17,22,23,24,46",178.31447121329552,"10,17,22,23,24,46",53.13647521733383,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",282.4556350074089,,0.1779121611972407,"5,9,10,17,22,23,24,46"
55,141.7642033225075,"4,5,10,20,28,39,42,47",181.68665019884983,"10,20,28,39,42,47",52.75135933216906,"0,1,2,3,4,5,6,7,8,9,10,13,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49",294.1073696088181,,0.254611452617854,"4,5,10,20,28,39,42,47"
56,159.4816075954815,"8,12,15,16,18,21,39,42,45",141.29522988754698,"15,16,18,21,39,42,45",56.61187724029797,"2,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,38,39,40,41,42,44,45,46,47,48,49",293.6919480988766,,4.275174382730518,"8,15,16,18,21,39,42,45"
57,147.8452708715534,"12,17,18,36,39,41,43,47",149.60402903912345,"17,18,36,39,41,43,47",53.95036775375826,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",280.5207601809859,,0.178866884650796,"12,17,18,36,39,41,43,47"
58,160.2028152981591,"3,14,17,27,29,34,38,45",118.06241698298491,"3,14,17,27,29,34,38,45",64.76143846737752,"1,2,3,4,5,7,8,9,11,12,14,16,17,18,19,20,21,22,24,25,27,28,29,30,31,34,35,36,38,39,40,41,42,43,44,45,47,48,49",295.3362206436137,,0.2031655143687331,"3,14,17,27,29,34,38,45"
59,157.19565231637785,"3,9,15,26,37,43,44,49",156.60660352602042,"9,15,26,37,43,44,49",55.78256001844693,"0,1,2,3,4,5,7,8,9,10,11,12,14,15,16,17,18,19,20,21,23,24,25,26,28,30,31,32,33,34,35,37,38,39,41,42,43,44,45,46,47,48,49",300.12994680563367,,0.1155303168488366,"3,9,15,26,37,43,44,49"
60,164.79073949813872,"14,18,19,26,27,28,32,33,48",150.29885113136103,"18,19,26,27,28,32,33",40.61926257061046,"1,2,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,31,32,33,34,35,36,38,39,40,41,42,45,46,47,48",299.0544525631584,,0.1589202946055191,"14,18,19,26,27,28,32,33"
61,150.5443181049985,"14,17,22,27,36,42,45,49",150.8449702886523,"17,22,27,36,42,45,49",42.30065710848064,"0,1,2,3,4,5,6,8,9,10,12,13,14,16,17,18,19,21,22,24,25,27,28,29,30,31,33,34,35,36,38,39,40,41,42,45,46,47,48,49",300.9750504413238,,3.81210649472354,"14,17,22,27,36,42,45,49"
62,166.13394737304904,"2,9,14,20,26,34,36,39,41",146.32573994454893,"14,20,26,34,36,39,41",60.097550553368585,"2,3,4,5,6,8,9,11,12,13,14,16,18,19,20,21,23,24,25,26,28,30,32,33,34,35,36,37,38,39,40,41,42,45,49",298.6236814071324,,0.1837836932051316,"9,14,20,26,34,36,39,41"
63,144.48905943457493,"3,9,16,17,23,28,37,44,48",193.9394508881936,"9,17,23,24,28,37,44",51.8873987622443,"1,3,4,5,6,7,9,10,12,13,14,16,17,20,21,23,24,25,26,27,28,29,30,32,33,37,38,39,41,42,44,45,46,47,48,49",280.8009835476271,,0.1441775874577703,"3,9,16,17,23,28,37,44"
64,168.38899957054272,"17,18,22,23,25,33,36,46,49",121.58506075075826,"17,18,22,23,25,33,36,49",60.5061162989288,"1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,30,31,33,35,36,39,40,41,42,43,44,45,46,47,48,49",309.9959412050211,,0.2132055591313205,"17,18,22,23,25,33,36,49"
65,134.03609718956426,"4,10,13,15,19,37,46,48",110.2581641418398,"4,10,13,15,19,37,40,46,48",47.59902250338149,"0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",284.88267374860567,,0.2706847187204531,"4,10,13,15,19,37,46,48"
66,151.6287506666205,"9,17,30,33,41,42,46,48",147.77333738399096,"17,30,33,41,42,46,48",45.50086789204758,"0,1,2,4,5,6,7,8,9,11,12,14,16,17,19,20,21,22,23,24,26,27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",301.0408770246617,,0.212555208333722,"9,17,30,33,41,42,46,48"
67,151.27132706224768,"3,13,23,27,33,37,39,45",150.74912706892746,"13,23,27,33,37,39,45",57.15975430450131,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",293.2395277857259,,0.1552795037030507,"3,13,23,27,33,37,39,45"
68,142.72688894882845,"1,7,8,11,19,29,33,34,49",149.74734749262785,"7,8,11,29,33,34,49",53.0587827447585,"0,1,2,3,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,43,44,45,47,48,49",283.432217790593,,0.1450173744396483,"1,7,8,11,29,33,34,49"
69,139.90388147933996,"15,17,18,22,27,28,30,46",149.2459812584057,"17,18,22,27,28,30,38,46",55.79191225186036,"0,1,3,4,5,7,8,9,10,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49",283.5341088634613,,0.1364046812864601,"15,17,18,22,27,28,30,46"
70,173.19306012629664,"0,1,12,16,19,34,39,41,42",253.60891743348876,"12,19,34,39,41",52.70160566728325,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,18,19,20,22,24,25,26,27,28,30,31,32,34,35,36,37,39,40,41,42,43,44,47,48,49",284.90378620782315,,0.183043236520756,"0,1,12,16,19,34,39,41"
71,147.25383199580617,"1,2,3,12,16,19,29,34,42",183.0758389100127,"12,16,19,29,34,42",41.64689198462818,"0,1,2,3,4,6,7,8,9,10,12,13,14,15,16,18,19,20,25,26,29,31,32,33,34,35,37,38,40,42,44,45,46,47,49",283.6221099499685,,3.1528447366256827,"1,2,12,16,19,29,34,42"
72,143.80793769599683,"13,20,24,31,34,36,42,43,46",100.94134636946312,"13,20,24,31,34,36,43,46",50.96411712848625,"0,1,2,3,5,8,11,12,13,14,16,18,19,20,22,23,24,25,26,30,31,33,34,36,38,39,40,41,42,43,46,47,48",276.2151238616999,,3.6462590026284714,"13,20,24,31,34,36,43,46"
73,140.8990994493143,"2,4,11,14,17,31,38,43,45",135.26524049615423,"11,14,17,31,38,43,45",51.478393394352665,"0,1,2,3,4,5,6,7,9,10,11,13,14,15,16,17,18,19,21,25,26,27,28,29,30,31,33,35,38,40,41,42,43,44,45,49",272.7961646893302,,0.1318561899554658,"4,11,14,17,31,38,43,45"
74,143.6827433852232,"1,15,21,23,25,42,45,46",143.57798198765587,"15,21,23,25,42,45,46",54.045358157861294,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",293.45483713207017,,0.2327743231963527,"1,15,21,23,25,42,45,46"
75,150.73963006255613,"0,3,4,6,13,18,20,29,30",202.1164078012014,"4,13,18,20,28,29,30",50.02615284980741,"0,2,3,4,5,6,7,8,9,10,11,13,14,16,17,18,19,20,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48",289.7803450318194,,4.180695942238901,"0,3,4,13,18,20,29,30"
