simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
14,96.97778978042707,"0,3,9,16,37,38,43",111.9808485950315,"3,9,37,38,43",6.361797889734886,"0,2,3,9,11,25,27,28,30,35,37,38,39,42,43,45,47",222.57649161120008,,0.0629625220877903,"0,3,9,37,38,43"
15,91.55717282696044,"2,15,22,30,39,43,46",113.7920740272777,"22,30,39,43,46",4.744926671829895,"2,4,11,15,19,22,25,27,30,32,35,39,41,43,45,46",207.86691564824883,"22,30",0.1017982523397794,"15,22,30,39,43,46"
16,88.04805156161129,"9,10,13,22,32,42",63.55283478242846,"9,10,13,22,32,42",6.418819543819118,"4,6,8,9,10,13,18,22,24,28,32,35,38,42,43,46,47",217.97652573674037,,0.1096705148241593,"9,10,13,22,32,42"
17,100.50103873151444,"4,9,10,11,12,21,26,32,46,48",103.31602972538246,"10,12,21,26,48",6.691357048825108,"0,4,9,10,11,12,15,18,21,23,24,26,27,30,31,33,42,43,44,46,47,48",213.13242877461448,,0.0615880188738611,"9,10,12,21,26,48"
18,89.277648533945,"15,18,32,35,40,49",59.120512750171194,"15,18,32,35,40,49",7.360408004177047,"7,15,18,20,24,26,29,31,32,33,35,36,37,38,39,40,41,47,48,49",218.05192315834677,,0.0755367480587218,"15,18,32,35,40,49"
19,82.93442512855681,"7,16,24,30,33,49",55.68359517598963,"7,16,24,30,33,49",13.294208268751154,"0,1,2,3,5,7,8,9,10,11,12,16,17,18,19,20,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,45,46,47,48,49",198.6640600627605,,0.1322221967964506,"7,16,24,30,33,49"
20,94.67349620840248,"10,13,19,31,39,46,48",57.283055731585264,"13,19,31,39,46,48",10.672809547786953,"0,3,4,5,8,10,11,13,14,18,19,21,23,25,26,30,31,32,34,37,38,39,40,43,44,46,48,49",196.2990542347868,"31,46",0.1198358286276732,"13,19,31,39,46,48"
21,99.54878049981512,"0,8,12,18,21,22,23,47",96.01463830464505,"12,18,22,23,47",8.34852913002461,"0,1,3,4,5,8,12,14,15,16,17,18,19,20,21,22,23,25,26,28,31,32,35,36,40,41,43,44,45,46,47,49",213.25767737513868,,0.0709929440935564,"0,12,18,22,23,47"
22,91.33200535272302,"0,3,4,15,28,40,41",98.481209551688,"3,4,28,40,41",23.53278557640811,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,49",199.46056450897373,"0,40",0.0635654156615087,"0,3,4,28,40,41"
23,82.10999593821484,"2,5,13,26,41,45",107.0723578850485,"5,13,26,41,45",13.10417038215011,"1,2,3,5,6,9,12,13,16,17,21,26,28,29,32,34,35,37,38,39,41,42,43,44,45,46,47",216.0126529626138,,0.0381273356090774,"2,5,13,26,41,45"
24,88.7755337531788,"12,17,28,36,41,43",60.797723376235474,"12,17,28,36,41,43",7.115167809427325,"2,5,6,8,10,11,12,13,14,15,17,18,19,20,22,24,25,28,31,34,36,37,38,39,41,43,46,48",191.5178684865651,"12,43",0.0766288949204778,"12,17,28,36,41,43"
25,96.71681733808434,"0,22,26,27,31,34,48",125.81798587223072,"22,26,31,34,48,49",5.26613212322054,"0,3,6,15,19,22,26,28,30,31,32,33,34,38,40,45,46,47,48",398.9838920261792,"22,34",0.0715667622617068,"0,22,26,31,34,48"
26,96.3064237670733,"4,12,16,21,23,37",63.72058906599301,"4,12,16,21,23,37",14.450522231976686,"2,3,4,5,7,8,9,10,11,12,15,16,17,19,20,21,23,28,33,34,35,36,37,38,42,43,45,48",239.19756901340085,,0.0900803236692913,"4,12,16,21,23,37"
27,88.33660534599592,"31,35,38,39,41,42,45",59.5076965237769,"31,35,38,41,42,45",27.562406175367656,"0,2,3,4,5,6,7,8,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,44,45,46,47,48,49",216.9841265507875,,0.1060042888830387,"31,35,38,41,42,45"
28,97.17656296624295,"13,18,24,26,36,43",57.57304133294625,"13,18,24,26,36,43",10.274737401646734,"2,4,5,12,13,17,18,20,24,26,28,29,33,35,36,37,38,40,43,44,46,48",221.6969658780157,,0.0939477555804542,"13,18,24,26,36,43"
29,108.2551602426372,"2,6,8,12,24,26,44",67.51545779578737,"2,6,8,12,26,44",11.518097095818629,"0,2,3,4,5,6,7,8,11,12,13,14,15,18,19,20,23,24,26,27,28,29,30,31,32,35,36,37,38,39,44,45,46,47,49",230.352803000844,,0.0964171075116618,"2,6,8,12,26,44"
30,91.49167386421186,"13,15,30,38,40,41,49",64.80813392568402,"13,15,30,38,40,41,49",4.042600248512672,"2,3,9,11,13,14,15,18,19,20,27,29,30,31,36,38,39,40,41,43,44,46,49",214.52765233858537,,0.0632206029771124,"13,15,30,40,41,49"
31,88.79519366086845,"2,10,14,15,17,18",67.19246892155029,"2,10,14,15,17,18",13.82259413893022,"0,2,3,4,10,11,12,14,15,16,17,18,20,21,22,23,24,25,26,28,29,30,31,32,33,34,36,37,38,39,40,42,43,44,45,46,47,49",210.39110244351,"10,14,18",0.1566394278302513,"2,10,14,15,17,18"
32,90.18588206870854,"11,29,34,41,47,49",113.15026060037286,"29,34,41,47,49",7.535522254945394,"0,4,10,11,15,16,19,20,23,25,29,31,34,39,41,43,44,47,49",213.29047222092984,,0.1103644089202687,"11,29,34,41,47,49"
33,94.30678634677987,"2,5,16,17,18,32,36",118.1539209252308,"16,18,32,36",6.064233312027984,"2,3,5,9,10,12,13,16,18,22,25,28,32,36,45,48",195.75142909639945,"16,18",0.0724907515007369,"2,5,16,18,32,36"
34,89.85954167471567,"0,3,6,8,24,29,37",107.78774971911945,"3,6,8,24,37",19.502714573664154,"0,1,2,3,4,5,6,8,13,14,16,17,18,20,23,24,25,26,27,30,33,34,37,38,40,46,49",213.6481732512316,,0.0794378022666305,"0,3,6,8,24,37"
35,91.03400115706508,"0,23,26,27,28,36",104.43937286398756,"23,26,27,28,36",8.152577812064864,"0,1,2,6,7,8,12,16,17,23,26,27,28,31,33,36,37,38,40,43,48,49",217.30230586554768,,0.0775761069692596,"0,23,26,27,28,36"
36,83.07810167178573,"3,8,18,21,30,43",51.169352084817646,"3,8,18,21,30,43",12.921056984423757,"0,1,2,3,7,8,9,11,12,14,16,18,19,20,21,22,23,27,28,29,30,31,35,39,43,46,48",179.41856092488032,"8,21",0.0876430236478053,"3,8,18,21,30,43"
37,93.99174436830435,"1,7,11,13,21,26,29",60.878388947563735,"1,7,11,13,21,26",10.127995111588625,"0,1,2,4,7,8,9,11,12,13,14,16,17,19,20,21,22,23,24,25,26,27,28,29,34,36,37,39,41,42,45,46,47",221.23352912664612,,5.4115778138168205,"1,7,11,13,21,26"
38,82.96609873661134,"14,23,24,30,36,47",59.04198237957129,"14,23,24,30,36,47",27.258425520413983,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48",209.20282354306005,,0.076936467983234,"14,23,24,30,36,47"
39,82.34658097515779,"2,8,10,20,31,37",54.17321924317501,"2,8,10,20,31,37,42",7.10837059204203,"1,2,3,8,10,11,14,17,18,20,21,23,24,30,31,33,37,38,46,47",184.6200934503008,"10,31",0.0654560655362221,"2,8,10,20,31,37"
40,96.60188970735284,"0,19,23,27,36,37",106.34928006798847,"19,23,27,36,37",14.26734043000808,"0,1,3,6,7,8,9,12,13,14,15,16,19,20,22,23,24,25,26,27,29,30,33,35,36,37,39,41,42,44,46,47,48,49",219.8606264083284,,0.0804145488795035,"0,19,23,27,36,37"
41,108.62000986860274,"2,6,8,13,15,25,26,31,41,48",66.31580026816577,"8,13,15,25,31,41",20.45898823980807,"2,4,6,7,8,9,11,13,14,15,20,22,24,25,27,31,32,33,34,37,38,41,42,47,48",152.44551939849163,"13,31",0.0996447931630866,"8,13,15,25,31,41"
42,99.5768140981371,"3,6,18,32,40,42,47,49",66.44263779665884,"3,6,18,32,42,47,49",6.5061096357215735,"3,6,8,15,18,19,32,36,40,42,45,47",228.3880105846412,,0.0706972270224061,"3,6,18,32,42,47"
43,102.23742391534992,"13,16,19,26,39,40,42",69.53931323317144,"13,16,19,26,39,40,42,44",10.227879362537886,"2,4,9,10,11,13,14,15,16,17,19,23,26,29,32,33,36,40,41,42,44,46,47,48,49",232.06659429537888,,0.0462152289274725,"13,16,19,26,40,42"
44,95.22601695875376,"0,32,35,44,47,48",107.49538628437996,"32,35,44,47,48",8.044365992146153,"0,1,2,4,8,9,12,15,22,23,24,27,29,32,33,35,39,41,44,45,46,47,48,49",232.56102345538025,,0.071333128143218,"0,32,35,44,47,48"
45,102.46645093471577,"5,8,10,19,24,31,40,49",64.12016240349728,"5,8,10,19,24,31",6.250088152935838,"0,2,5,6,8,10,15,16,19,20,22,23,24,25,26,31,33,35,39,42,45,46,49",197.0020272874711,"5,24",0.116523410311014,"5,8,10,19,24,31"
46,89.37006843750167,"1,4,7,20,25,39",67.32595682762029,"1,4,7,20,25,39",17.9567937354498,"0,1,2,3,4,5,7,8,9,11,12,13,14,16,17,18,19,20,25,26,27,28,29,30,32,33,36,37,38,39,42,43,44,46,47,48",199.4199600233221,"1,20",0.090057761929495,"1,4,7,20,25,39"
47,79.45232778169662,"7,9,23,31,38,41",53.8615304005059,"7,9,23,31,38,41",5.488677717492501,"1,2,6,7,9,11,12,16,19,21,23,24,27,31,36,37,38,39,40,41,44,45,47,48",201.9355708441174,"7,38",0.0874839705136712,"7,9,23,31,38,41"
48,94.86339366116036,"3,9,15,18,26,33,48",112.41068120533788,"15,18,26,33,48",10.945951878026577,"0,1,2,3,7,8,9,10,12,13,15,16,17,18,19,20,22,23,24,26,27,29,30,32,33,34,35,36,37,40,42,43,44,46,48",219.4873300525965,,0.0744174580704934,"9,15,18,26,33,48"
49,96.30145163028266,"6,9,12,19,25,29,47",59.744754622314495,"6,9,19,25,29,47",6.277615717463538,"1,2,5,6,9,10,12,19,21,25,26,29,37,39,42,45,47",214.05615969617511,,0.0597306775764224,"6,9,19,25,29,47"
50,101.447193234441,"11,17,19,23,31,41,44,48",59.74281407591536,"11,17,23,31,41,44,48",11.352588150192584,"0,2,3,4,5,7,8,10,11,13,16,17,21,23,24,25,26,29,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,48,49",180.281235378355,"17,48",0.0504560652510206,"11,17,23,31,41,48"
51,84.6344599361496,"9,17,19,24,27,34,35",53.678800780253866,"9,17,19,24,27,34",22.182269727343822,"1,2,3,5,6,7,9,10,11,12,13,15,17,19,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",493.7821022895662,17,0.0998223510339064,"9,17,19,24,27,34"
52,91.230241829272,"7,10,21,23,31,34,36",67.9211248811898,"7,21,23,31,34,36",20.892414849316964,"0,1,2,3,4,6,7,9,10,12,16,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,38,39,40,42,44,45,46,47,48,49",221.8043214762344,31,0.1257340684784437,"7,21,23,31,34,36"
53,98.04863403218006,"0,8,10,11,28,32,43,46",113.35616307171074,"10,11,28,32,43,46",24.613578784585115,"0,1,2,3,5,7,8,9,10,11,12,14,16,19,20,21,23,24,25,26,27,28,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49",200.4489530576774,"10,43",0.077380129953862,"0,10,11,32,43,46"
54,97.32977862010242,"13,25,32,42,44,45,46,48",66.48056387570028,"13,25,42,44,45,46,48",13.260675333728017,"1,4,5,6,7,9,13,14,15,16,17,20,21,24,25,26,27,28,29,31,32,34,37,38,40,41,42,43,44,46,47,48,49",209.5977567165294,,0.1058797495709229,"13,25,42,44,46,48"
55,92.08795437903662,"1,8,18,23,25,32",110.47729642349758,"8,18,23,25,32",5.200049803591355,"0,1,2,4,5,8,10,13,18,21,23,25,32,40,43,44,46,47,48,49",197.00182643260752,"8,32",0.0818887824902198,"1,8,18,23,25,32"
56,85.8057296237729,"6,27,34,37,39,46",57.2748121143105,"6,27,34,37,39,46",12.506475683367924,"1,2,3,4,6,7,9,10,12,13,17,18,19,20,23,24,26,27,31,33,34,35,37,38,39,41,43,44,45,46,48",225.52110221509773,,0.0719364868641467,"6,27,34,37,39,46"
57,94.45444011766509,"28,29,31,38,41,45,46",57.48392229900097,"28,29,38,41,45,46",6.276057483984841,"3,5,13,17,26,28,29,31,35,38,41,45,46",177.84161246786147,"38,45",0.0814858838175251,"28,29,38,41,45,46"
58,83.05594538197215,"15,25,31,35,37,46",53.23254230705659,"15,25,31,35,37,46",21.41990588250736,"0,1,2,3,5,8,9,10,12,14,15,18,20,23,24,25,28,29,31,32,33,35,36,37,38,39,40,42,43,44,45,46,47,49",217.82004087960885,,0.097246780703686,"15,25,31,35,37,46"
59,88.08608738093962,"1,4,11,16,34,37",53.721725652844526,"1,4,11,16,34,37",7.8614790047094365,"1,2,4,11,12,16,19,22,24,29,34,35,37,39,40,44,48",227.812654567228,,0.1036246328008046,"1,4,11,16,34,37"
60,82.56819240956492,"6,19,25,26,31,37",65.9860838813978,"6,19,25,26,31,37,48",11.188396420201167,"1,4,6,10,11,14,16,19,21,24,25,26,30,31,32,33,37,38,39,41,43,44,45,48,49",192.26971642569015,"25,26",0.0842829924137185,"6,19,25,26,31,37"
61,102.45402160300998,"2,7,13,25,40,43,49",67.02382926434065,"2,7,25,40,43,49",7.665455805154096,"1,2,6,7,9,10,11,13,16,19,22,24,25,26,33,35,37,40,43,44,47,49",226.747440375162,,0.0946645149172803,"2,7,25,40,43,49"
62,85.96167236448673,"1,3,5,16,17,20",52.13950131213065,"1,3,5,16,17,20",6.843711467137112,"0,1,2,3,5,7,10,12,16,17,20,21,22,23,27,30,34,36,47,49",209.21826629038185,1,0.0989557126690642,"1,3,5,16,17,20"
63,91.9408796623078,"14,25,27,31,39,41,47",59.2634396270296,"25,27,31,39,41,47",10.246723749736953,"0,5,6,9,13,14,16,17,18,19,25,26,27,29,30,31,32,33,35,38,39,41,43,46,47,49",207.28867856531855,,0.0772727659675427,"25,27,31,39,41,47"
64,89.83620271105718,"17,21,24,29,33,34,48",56.190218538914145,"21,24,29,33,34,48",14.948764268674644,"0,1,2,3,9,10,11,13,14,17,18,19,21,24,26,27,28,29,30,31,32,33,34,35,37,38,39,41,42,43,44,46,48",206.70626768008577,34,0.0781109365384591,"21,24,29,33,34,48"
65,87.8143851678719,"0,2,3,4,28,32,49",105.39810915103143,"2,3,4,28,49",4.547170462915494,"0,1,2,3,4,5,7,8,9,13,14,17,18,21,27,28,30,31,36,38,39,40,44,45,46,47,49",193.3722186584893,"0,49",0.0853036493670868,"0,2,3,4,28,49"
66,80.24690749860298,"17,22,31,32,40,49",51.144685951798365,"17,22,31,32,40,49",13.2553369758124,"1,2,3,5,6,7,9,14,15,16,17,19,21,22,25,28,29,31,32,33,34,35,37,38,39,40,42,46,49",206.3358278424138,,0.0660212898257407,"17,22,31,32,40,49"
67,96.58454589107204,"17,21,22,24,25,40",69.4378197260136,"17,21,22,24,25,40,41",8.01314587454865,"0,1,3,5,6,8,10,11,12,15,17,19,21,22,24,25,27,29,30,31,34,35,40,41,42,46,48,49",189.4963743481187,"17,40",0.1107615359378259,"17,21,22,24,25,40"
68,88.91179107376581,"3,18,28,36,45,48",58.75823330343841,"3,18,28,36,45,48",10.322786341600622,"0,2,3,4,7,11,12,13,15,17,18,20,28,30,31,34,35,36,37,39,42,45,46,47,48,49",219.2353119811547,,0.1131385465850384,"3,18,28,36,45,48"
69,79.32815605923375,"2,9,10,20,37,38",54.45379241477579,"2,9,10,20,37,38",20.143634014992372,"0,1,2,4,6,8,9,10,12,14,15,17,18,19,20,22,24,25,27,30,31,32,33,34,36,37,38,40,41,42,43,46,47,48",209.47685885363737,,0.0653340081203818,"2,9,10,20,37,38"
70,101.0475785972242,"3,4,13,18,25,29,38,46",66.564175726561,"3,4,13,25,29,38,46",23.006925568301103,"0,1,2,3,4,5,6,7,8,12,13,15,16,17,18,20,21,22,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48",204.96913204455507,"13,46",0.0968929405269895,"3,4,13,25,29,46"
71,91.85821147193184,"6,26,27,30,34,37,39",61.310604044238275,"6,26,27,34,37,39",5.904913024751924,"0,4,5,6,9,10,11,12,13,14,18,20,21,22,24,26,27,29,30,32,33,34,35,36,37,38,39,42,44,49",220.4375761503032,,0.0844718928942758,"6,26,27,34,37,39"
72,84.9666683757896,"7,31,32,38,41,45",58.535207578893576,"7,31,32,38,41,45",10.311851259181031,"4,6,7,8,11,14,16,18,22,23,24,25,28,31,32,33,34,35,36,37,38,41,44,45,48,49",215.44417136408995,,0.0961706550799153,"7,31,32,38,41,45"
73,102.83447797984276,"3,12,13,14,24,33,34,44",66.34995553651291,"3,12,13,14,24,33,44",2.9664804128533895,"1,3,4,7,8,10,12,13,14,15,16,20,21,24,33,34,42,44,45,46",201.3260250081927,"3,14",0.0577970197183352,"3,12,13,14,24,33"
74,99.92089021218618,"0,1,7,8,37,41,44",161.08341767747885,"7,8,37,44",11.849773730506374,"0,1,6,7,8,9,10,11,12,14,15,16,17,18,20,21,22,25,26,27,30,31,32,33,35,37,38,39,40,41,42,43,44,46,48",204.08866472474725,"0,7",0.1265940713150495,"0,1,7,8,37,44"
75,81.78082767183895,"5,13,28,33,37,40,46",56.87803817944776,"13,28,33,37,40,46",2.0574298611525466,"0,2,10,13,14,22,28,33,36,37,38,40,42,43,46",200.79136567564672,,0.07397233617132,"13,28,33,37,40,46"
76,98.42916476175338,"4,5,26,28,29,31",64.82004514679988,"4,5,26,28,29,31",5.2336069772888205,"4,5,7,10,11,12,17,23,24,26,28,29,31,32,35,49",186.32520190714567,"5,31",0.0786995324441185,"4,5,26,28,29,31"
77,86.41474807679738,"0,3,31,36,37,43",62.88670131871075,"0,3,31,36,37,43",8.970636426118146,"0,3,4,7,25,30,31,33,36,37,43",208.02872851019632,43,0.0791559162786638,"0,3,31,36,37,43"
78,72.20448564537591,"1,6,13,21,37,47",92.64806194065108,"6,13,21,37,47",10.376386040850935,"0,1,2,3,5,6,7,10,12,13,15,17,18,20,21,23,24,29,37,40,42,44,47,48",210.71627327739023,,0.0724424142588328,"1,6,13,21,37,47"
79,96.1918623527518,"4,12,20,21,27,31,35,48",57.86506428632277,"12,20,27,31,35,48",16.188219142690517,"1,3,4,6,10,11,12,14,19,20,21,23,25,27,29,31,32,35,37,40,42,46,47,48",216.710277331234,,0.0997666712907501,"12,20,27,31,35,48"
80,84.15726172426102,"7,12,19,22,42,48",59.7293142854101,"7,12,19,22,42,48",2.264636878150134,"4,5,7,8,12,18,19,21,22,25,29,30,31,38,42,45,48",199.50096898159623,"19,42",0.0941795736636376,"7,12,19,22,42,48"
81,99.48694539123063,"7,19,29,34,35,36,46",66.14591053176609,"7,29,34,35,36,46",23.89947861521015,"1,2,3,4,6,7,8,9,10,11,13,14,15,16,17,18,19,21,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",228.77362205887536,35,0.0944262282063396,"7,29,34,35,36,46"
82,94.51994446713871,"0,6,8,14,35,43,47",110.22217554605588,"8,35,43,47",13.556939925414891,"0,1,3,4,5,6,8,11,13,14,16,19,21,23,25,26,28,29,32,33,35,36,37,40,41,43,45,46,47,48",212.33635290709165,,0.0899454791292252,"0,6,8,35,43,47"
83,89.49136301787239,"11,13,15,17,27,42,44",61.723486447228005,"13,15,17,27,42,44",8.795553798914886,"0,1,2,3,4,5,6,8,9,11,12,13,15,17,18,19,21,23,24,25,26,27,29,32,34,35,39,41,42,44,45,47,48",217.0088390392127,,0.0671179542196161,"13,15,17,27,42,44"
84,92.18119264235696,"14,20,27,35,42,46",57.45378298253672,"14,20,27,35,42,46",6.099151899002579,"1,11,14,20,21,25,27,31,33,35,37,42,46",222.1871280073239,,0.1218773311651001,"14,20,27,35,42,46"
85,89.38679891430776,"18,21,26,36,46,48",65.98772636406278,"18,21,26,36,46,48",11.4415411838234,"0,1,2,3,4,5,6,9,11,15,16,18,19,21,22,24,25,26,28,29,31,32,36,37,38,39,41,46,48",212.2310303756978,"18,46",0.09303059425524,"18,21,26,36,46,48"
86,94.63629177808232,"8,13,16,17,32,34,38",58.65986432621089,"13,16,17,32,34,38",7.047376762111617,"1,2,5,7,8,10,13,16,17,19,20,22,29,30,31,32,34,36,37,38,39,40,44,48",197.0210584203849,"17,34",0.0432442434454403,"13,16,17,32,34,38"
87,79.84604107976509,"1,3,5,13,17,21",55.69168810610618,"1,3,5,13,17,21",21.941770832818403,"0,1,2,3,4,5,6,7,8,10,12,13,14,15,16,17,19,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,40,41,42,43,45,46,47,48,49",214.2318658756308,,0.0989370543247673,"1,3,5,13,17,21"
88,99.1035541844782,"4,18,24,31,36,39,42,47",59.68048498861773,"4,18,36,39,42,47",9.027873474207764,"0,4,9,18,26,28,31,36,37,38,39,40,41,42,46,47",226.04129428642895,,0.0755860224878032,"4,18,36,39,42,47"
89,84.71547025560558,"6,11,18,23,32,34",63.98727845438001,"6,11,18,23,32,34",4.1850677097874485,"1,5,6,8,10,11,14,15,16,18,20,22,23,24,30,31,32,34,35,38,46",488.26152452421945,"6,34",0.0499701010225816,"6,11,18,23,32,34"
90,86.97093590110418,"5,8,11,19,20,35",62.64946079746122,"5,8,11,19,20,35",11.818583646064525,"0,1,3,4,5,6,8,11,12,13,14,16,17,18,19,20,22,23,24,25,28,30,32,35,37,39,40,41,43,45,46,49",226.5308228618247,,0.1007131625929057,"5,8,11,19,20,35"
91,95.54951545991791,"1,22,24,30,35,38,46",110.49815822908552,"22,24,30,38,46",15.198760619580694,"1,2,7,8,9,10,12,15,17,18,19,20,21,22,24,25,27,29,30,32,33,34,35,36,37,38,40,41,45,46,49",229.3616230531616,,0.0835001356192254,"1,22,24,30,38,46"
92,108.35333913880476,"1,2,18,24,26,30,33,41,49",64.42333688905552,"1,18,24,26,33,41,49",30.755961492472277,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",188.0498825205289,"1,24",0.0997357864236436,"1,18,24,33,41,49"
93,93.16139259723964,"0,2,8,13,16,46",184.84809153025407,"8,13,16,33,46",36.664067219901405,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,41,42,43,44,45,46,47,48,49",220.12450453929375,,0.0835891482315613,"0,2,8,13,16,46"
94,85.91829589111049,"11,13,25,27,29,41,49",52.29086403744122,"13,25,27,29,41,49",26.946175779979203,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,45,47,48,49",213.76180289409996,,0.0870411636287741,"13,25,27,29,41,49"
95,81.6912581856101,"0,3,9,15,20,26,33",107.2364243582948,"15,20,26,33",12.974174527596244,"0,1,2,3,4,5,6,7,8,9,11,12,13,15,17,19,20,21,22,24,26,27,28,30,31,32,33,35,37,38,40,41,42,43,44,45,46,47,48",181.51804152728445,"15,20",0.0377290094562134,"0,3,15,20,26,33"
96,75.59704940280004,"3,8,25,30,33,34",54.439070766622166,"3,8,25,30,33,34,43",10.84383371046777,"0,2,3,4,5,8,9,14,15,16,18,19,21,23,25,28,30,33,34,37,39,45,46,47",192.35654286200256,"3,33",0.0750699216808044,"3,8,25,30,33,34"
