simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
10,605.2526947972449,"9,14,19,20,23,29,34,42,45",893.0892653069372,"29,34",572.3771893083505,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",691.9958894882201,,542.0730445433702,"3,10,20,23,27,29,33,34,42,45"
11,649.5765269656683,"12,15,16,17,19,27,31,33,34,38,41,46,47,49",725.2589324198027,,525.6503933999345,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",726.264513970419,,375.81126336962075,"8,12,16,17,23,25,29,31,33,34,41,44,46,47,49"
12,610.4871314960083,"4,5,7,9,10,15,19,38,40,42,49",716.8622454707316,,380.27447579173656,"0,1,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,40,41,42,43,44,46,48,49",720.5718543843146,,344.4148211368477,"4,7,10,12,15,19,25,26,35,36,38,40,42,43,49"
13,661.540097750511,"0,6,8,14,19,22,25,27,29,36,37,39,40,43,45",880.1927353447334,"27,36,39,40",465.0380198404848,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49",766.6056570813174,,583.9783150537014,"0,2,6,8,14,17,20,25,27,29,30,33,40,41,43,45"
14,649.3647142405287,"2,6,10,12,16,18,32,33,39,41",769.136492987836,"32,33,39,41",402.3231417408391,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",724.5328679659465,,548.7851081777401,"2,13,16,18,22,23,26,29,32,33,36,39,40,47,48"
15,607.0962123458278,"0,6,7,9,13,15,17,22,27,30,34,48",726.3201149714437,,570.7826633552382,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",729.7891714010103,,480.6418289789691,"1,5,7,9,13,14,17,22,24,30,36,37,38,48,49"
16,646.8799363786687,"4,19,24,27,39,47,49",770.9089060737587,"39,49",390.8071536147875,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",687.522027913459,,419.4877655543911,"11,17,19,22,24,25,37,39,40,42,45,47,49"
17,562.1082122387235,"0,16,19,20,21,27,29,30,32,39,44,47,48",804.3861966000393,44,445.3508914370169,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",670.8863836635935,,471.2133283007729,"5,8,16,19,20,27,29,32,34,35,44,47,48"
18,622.4908485596294,"2,6,9,13,16,17,18,19,25,29,33,45",829.6123406633468,29,465.8070697073884,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",729.018174833978,,463.9791971174788,"0,2,6,13,14,17,18,19,20,21,24,25,29,33,38,45"
19,549.4195710634264,"1,3,9,10,13,14,20,29,30,33,40,42,48",827.0267627196263,33,446.5246708269306,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",667.4037139220771,,420.7859688220065,"3,4,9,10,11,13,22,25,29,30,33,35,36,37,39,40,44,47,48,49"
20,592.4057136232499,"3,9,10,13,20,26,34,35,36,43",745.3959014250785,"35,36,37,43",615.0783776106005,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",687.245582503597,,479.072340881079,"1,2,3,6,7,9,14,15,20,26,29,35,36,37,42,43"
21,653.23764959918,"10,18,19,29,32,33,34,37,40,43,44",966.7161619317104,"43,44",492.81385827880166,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48",784.2393361104187,,396.6403178113026,"3,4,5,10,19,25,28,29,33,34,36,37,43,44"
22,653.9308491424342,"0,3,4,6,13,20,27,30,32,34,38,45,48",755.6450285113633,,392.9318782231735,"0,1,2,3,4,6,7,8,9,10,11,12,13,15,16,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,49",756.2658297124046,,442.4830709910366,"0,1,3,4,5,6,13,20,24,25,27,30,32,33,38,39,45,48"
23,611.7909646705685,"5,10,12,19,21,28,29,31,41,43,49",786.1717487919151,31,483.2159642445905,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",732.8444931225077,,399.80222969063743,"0,1,8,10,12,17,19,20,21,28,31,41,47,49"
24,592.4500023077151,"0,3,12,13,19,23,24,30,31,32,37",817.2660501615123,"31,37",348.49334034031403,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49",706.023103015496,,509.6240363454592,"1,3,4,9,19,23,24,30,31,32,37,41"
25,604.6684521447071,"6,10,11,15,17,20,23,30,38,39,42,43,44,46",893.967997970548,"42,46",420.59024296010136,"0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,22,23,25,26,27,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",749.8405158160828,,496.61604442249296,"6,9,10,17,23,26,29,30,38,39,42,43,44,46,48"
26,635.8195918930976,"3,4,7,14,28,31,34,36,39,40,47,49",863.6869726816878,"31,39,40",647.5526489451964,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",752.5227089567171,,658.099923307165,"3,5,7,9,14,31,34,36,37,39,40"
27,633.0929057437737,"6,7,9,13,19,32,34,37,38,40,45,49",843.6991043656361,"38,49",539.061762935971,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49",746.428166701406,,415.4039771303127,"5,7,9,11,23,26,33,34,39,45,49"
28,528.8911312255037,"8,12,14,17,18,21,29,35,37,39,43,44,48",803.8893680690929,"39,43",430.7633904257914,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",692.71011324922,,400.56225489218775,"4,8,12,14,17,18,29,32,35,39,43,48"
29,646.2643562599951,"3,4,6,19,29,33,34,42,46",755.1858662089514,"33,34",442.7365964295231,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",704.3661377028883,,501.1564192266187,"3,4,6,19,22,26,30,33,34,41,42"
30,569.5278874488766,"4,11,13,18,21,25,27,35,37,41,43,44",845.4115560271125,37,1113.8692600052564,"0,1,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49",730.8558919604333,,482.452369284158,"0,4,11,12,13,21,24,25,27,37,41,43,44"
31,579.0264296057804,"5,10,14,19,23,27,28,34,36,37,44,48",764.8928822446288,"28,31,34,37,48",358.1119455569619,"0,1,2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",710.0037117799828,,504.5119616026547,"0,5,10,11,14,15,19,23,27,28,31,34,35,36,44,48"
32,549.3470102807216,"2,3,6,8,10,22,30,33,34,39,40,41,47",862.7834511672761,"34,40",480.11420265285864,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",709.5104845416399,,402.7349604641142,"2,3,6,8,9,10,12,14,19,22,26,27,29,30,33,34,39,40,41,42,47,49"
33,629.9323670681149,"4,11,12,31,34,36,37,40,45,47",875.7919436797395,"40,47",443.0491322288174,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",716.5469616816831,,403.5336804345727,"0,4,5,11,12,21,24,34,36,37,39,40,43,45,47"
34,587.5845057138487,"1,5,10,13,14,18,20,23,25,28,29,32,42,43,46",850.10044149404,"25,29,42,43",470.7886651854578,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49",771.7874084719992,,420.38868979761696,"1,5,9,10,14,18,25,29,32,37,42,43,46"
35,586.4314714402352,"0,1,3,13,20,31,32,37,38,41,42,46,47",828.8575389674808,"42,46",330.0328558513209,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",703.0842093021919,,477.16013998769097,"0,1,2,3,7,12,14,20,30,31,32,36,37,41,42,46,47"
36,652.3581077970548,"10,14,21,28,31,32,42,44,45,46",789.6383382732016,"42,44,45,46",499.3614772584361,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49",759.5960382106606,,515.478242771361,"4,10,11,13,14,21,23,24,32,42,44,45,46"
37,578.6444887410623,"1,3,7,8,9,12,15,21,29,30,34,38,46",841.2581300700291,30,395.553100599929,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,46,47,48,49",695.6765821729572,,517.7993402290149,"1,3,4,5,7,8,21,24,26,27,29,31,34,35,37,46,47,48"
38,622.858219290974,"0,3,14,17,18,19,24,26,32,36,37,40,42,48",928.7958403028204,"26,37,48",541.1305777214926,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,36,37,38,40,41,42,43,44,45,46,48,49",769.2716053318144,,544.667955893625,"1,3,17,18,19,25,26,34,37,42,48"
39,554.2939004096374,"8,10,14,19,21,22,30,31,34,38,45",792.4728160350697,45,422.49753388010186,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",703.563968011518,,493.2014804041427,"2,8,14,19,21,22,29,30,31,34,35,36,38,45"
40,642.3673072234695,"11,20,37,39,40,42,43,45,46",838.0936935688218,"39,42,43",364.5762131228944,"0,1,2,3,4,5,6,7,8,9,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",745.268196412795,,490.1075603189523,"1,2,20,23,30,32,35,39,40,42,43,45,46"
41,628.1829741610318,"5,12,19,21,25,32,33,42,45,46,47",871.8979683711932,"32,46",582.7986853670596,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",721.1849028181379,,518.633893978181,"3,6,12,20,21,25,30,32,33,35,38,45,46,47"
42,610.4055256166905,"8,11,12,13,24,29,43,45",855.9958177898912,43,410.8205709305402,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49",700.1070657738098,,334.27029178520945,"1,8,10,11,12,14,18,24,29,34,39,42,45,47"
43,594.3547173790862,"0,1,10,13,18,19,21,27,30,35,38",864.5320479696512,30,487.4873771427688,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",700.7389956947271,,499.83626110298985,"0,1,2,4,6,12,18,21,30,35,38"
44,588.0866950205599,"0,1,3,7,17,19,23,28,29,32,34,35,42,48",887.1045160057473,"42,48",384.4202157715693,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",728.2423234899339,,404.9569133609526,"0,1,2,3,19,21,23,24,28,29,34,35,42,48"
45,605.8620127958627,"6,7,21,23,24,28,29,30,32,38,40,43",934.5336368438116,"28,30",627.3477455785951,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49",758.9160728499727,,514.5351074940231,"6,20,23,28,29,32,40,43,47"
46,649.2163816769418,"3,4,9,19,23,27,29,42,46,47",725.002716238119,,550.518029269855,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",730.8167839226394,,540.460075095491,"3,4,5,9,23,28,29,33,38,42,45,47"
47,643.448249664724,"3,13,26,39,40,41,42,44,45,46,48,49",864.3082603750345,"45,48",593.7579482978299,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",752.8001670096846,,597.3672413651759,"20,21,25,26,40,41,42,43,44,45,48,49"
48,588.8313400804884,"0,3,27,32,35,39,41,43,46,48",882.6702073767502,"32,43",409.3867713992042,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",674.6097087453162,,489.81429434906494,"0,2,10,12,13,16,18,27,32,34,35,39,41,43,46,48"
49,597.161148137232,"3,9,11,14,15,24,28,30,31,36,42,47,48",1012.0388230522624,"40,47,48",398.53274158507713,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",744.8843631066817,,358.8170699672592,"3,6,7,9,11,14,17,18,28,30,31,36,38,42,45,47,48"
50,642.537738438993,"5,6,8,9,10,13,14,18,20,26,29,33,35,40",835.9557571354173,33,491.14554113908974,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",768.6732310728872,,409.22530396560904,"3,5,6,8,10,13,14,17,18,20,23,24,26,29,33,40,41,49"
51,583.21066638662,"10,13,16,18,22,23,24,30,35,36,37,42,43",688.8691308076877,"10,16,30,35,37,42,43",478.849295164582,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",709.0593517230416,,296.69803587884667,"6,10,11,14,16,22,23,24,30,35,36,37,38,40,42,43,46"
52,639.5388285869042,"0,2,6,13,14,17,18,24,26,27,32,34",770.9655224973319,,640.9663427710227,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",772.891413662423,,469.0562483440974,"0,2,7,9,13,17,20,22,24,26,32,34,38,41,49"
53,605.880958993261,"0,3,4,24,27,35,39,41,45,48",786.247260710199,45,487.1779804603648,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49",697.783847181058,,495.1682345982818,"3,4,6,7,8,10,15,17,20,22,27,33,35,37,39,41,49"
54,601.1661226677438,"5,12,13,15,18,22,28,30,36,42,46",819.6486647124714,"30,46",518.2651810315708,"1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,34,36,37,38,39,40,41,42,43,44,45,46,47,49",703.4271614011764,,493.53848880947504,"3,4,13,15,16,17,18,26,28,30,36,37,42,46"
55,555.9874859076175,"1,5,18,21,22,27,28,32,40,42,43,44",809.8104327401379,44,470.02325898138133,"0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49",685.3690642571886,,452.824358194278,"1,4,5,18,21,22,25,27,28,32,37,38,40,41,44,48"
56,655.7907903957739,"5,6,8,19,27,37,40,44,49",747.5783835984962,,469.1232220779346,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,43,44,45,46,47,48,49",748.8876566673811,,566.6674388541682,"1,5,6,14,19,20,27,30,31,32,33,34,41"
57,591.3538041372464,"6,10,12,17,19,21,32,33,34,35,42,45",719.9084927664392,,377.5691206536991,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",726.9480361690414,,554.3509168142492,"2,6,12,13,17,19,21,25,32,35,36,42,45"
58,655.2748517723741,"12,14,17,25,30,32,42,43,46,48",872.649803415003,"30,42,43,46,48",413.7981949023425,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",748.5797190701204,,528.5832915224962,"0,12,16,17,25,27,30,42,43,44,49"
59,537.4559521634682,"0,3,4,5,6,12,18,27,29,32,37,41,46",756.3698952367059,37,485.5783816216251,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",636.7514250099322,,397.88450280275214,"0,2,4,5,7,11,12,18,19,24,27,29,31,32,37,40,41,43,47"
60,579.5988199816074,"2,3,4,6,7,9,14,20,27,28,30,31,34,44,45",737.1576709679242,,403.2121653535074,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",738.8656998031445,,415.3435249593327,"1,2,3,4,6,7,9,11,14,27,31,32,33,34,44"
61,594.9613144406387,"8,12,13,15,17,19,22,24,30,35,40,41,44",765.9783110844991,"30,35,40,41",413.81107066143915,"0,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",700.8383522884184,,375.860040598721,"8,10,11,12,17,19,20,22,30,35,38,40,41,44,48"
62,641.2887005966564,"6,14,17,19,24,29,31,35,41,44,46",849.6322801955968,"19,44,46",488.6930215594257,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,48,49",733.2400930716065,,478.4551060881979,"5,6,9,12,17,19,20,24,26,35,36,41,43,44,46"
63,611.3381856871237,"0,7,8,9,13,18,20,21,23,37,49",914.470061724486,"23,49",441.2119429428683,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",739.4991393387071,,353.0716539658693,"0,4,6,7,8,9,13,16,18,20,21,23,29,36,37,40,47,49"
64,645.031575098742,"4,10,14,23,28,37,38,42,43,46,49",870.7139217366588,43,643.3296755067846,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",742.5148154988757,,381.9489121192478,"4,7,10,14,23,26,28,31,33,34,36,37,38,42,43,44,46,49"
65,526.3362124625193,"0,1,14,16,19,21,27,30,32,33,34,38,40,43,48",663.474448647177,,419.27756983973586,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",664.318162777007,,514.0781455750289,"0,8,12,14,16,24,27,32,33,35,38,40,43,44,48"
66,525.9015125994592,"1,3,4,5,6,10,11,13,19,20,23,25,29,30,31,40",824.1249589402671,"30,31",517.043603994249,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",687.5173965385566,,418.1067716151117,"1,4,5,10,12,19,20,23,30,31,32,35,36,40,43"
67,588.8743582470316,"0,1,5,8,10,12,16,29,37,38,42,49",878.7070640398457,29,415.5386857654683,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",730.5736125442482,,562.6799283139096,"0,1,8,12,16,25,27,36,37,38,42"
68,623.4110640136779,"1,10,15,16,18,19,20,26,30,31,33,42",728.2011594313984,,460.0401936264533,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49",729.1303985031138,,409.7784618426433,"1,9,11,14,15,18,19,20,26,28,31,33,35,42,45,48"
