simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
14,326.9847426261521,"0,1,13,15,17,22,29,32,44,47",488.9990827807913,"32,44,47",174.70071693442222,"0,1,2,3,4,7,8,12,13,14,15,16,17,20,21,22,24,25,26,27,28,29,30,31,32,33,34,36,37,38,41,42,43,44,46,47,48",468.4914401298214,,0.7397076062534795,"0,1,13,15,17,22,29,32,36,38,44,47"
15,293.4193139071643,"2,7,8,15,21,23,25,29,30,31,32,40,48",436.2616262788136,"23,29,30,32,40",108.42204994911218,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",452.4094456105942,,3.0018671093898175,"2,7,8,15,21,23,25,29,30,31,32,40"
16,279.96011513809424,"2,7,10,12,17,18,23,29,33,35,36,46,47",370.55791513661376,"18,23,33,35,36",349.62671386702567,"0,1,2,3,4,5,6,7,8,10,12,13,15,17,18,19,20,21,22,23,24,28,29,30,31,33,34,35,36,37,39,40,41,46,47,48",423.71001193924553,,13.831997030936542,"2,7,12,17,18,23,29,33,35,36,46,47"
17,268.5312517229341,"0,1,4,9,13,22,27,32,34,40,44,49",418.3706604967039,"27,34,40,44,49",191.2733455843093,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,32,33,34,35,36,38,40,41,44,45,48,49",414.5753070313067,,4.697130789983594,"0,1,4,9,13,22,27,32,34,40,44,49"
18,303.289358246708,"1,12,19,21,22,28,37,42,43,44,49",426.3593343775259,"42,43,44,49",112.84938672471036,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,18,19,20,21,22,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,42,43,44,45,46,47,48,49",439.7725548992525,,8.810352900470207,"1,12,19,21,22,28,37,42,43,44,47,49"
19,322.9984641201778,"8,13,21,28,33,40,42,45,47",411.79284622927474,"28,33,40,42,47",128.53396165398095,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49",458.1303666495664,,104.4713760599086,"8,13,21,26,28,33,40,42,45,47"
20,307.06548789675634,"2,5,8,15,21,23,24,25,34,36,43,44",414.59205815739847,"23,34,36,43,44",124.60741066677711,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",485.0994336398842,,170.99475728151273,"2,5,15,21,23,25,34,36"
21,311.2388554219775,"1,3,5,14,16,17,25,26,33,35,37,39,44,47",388.7525634788791,"17,25,37,44",152.49065432186833,"1,2,3,4,5,9,11,12,13,14,16,17,18,19,21,25,26,28,29,33,35,36,37,38,39,42,43,44,45,47,48",439.1532316760033,,6.575322901051779,"1,5,14,16,17,25,26,33,35,37,44,47"
22,309.2936693795466,"6,8,10,12,15,18,24,26,33,36,43,48",461.4898702230915,"33,36,43",133.3099079206035,"0,1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,33,34,35,36,37,38,40,41,42,43,44,46,47,48,49",466.3013335931679,,97.66628361788948,"6,8,10,12,15,18,26,33,36,43"
23,324.1334035324358,"1,2,7,17,23,29,38,40,44,49",512.2623999334496,"29,40",137.45110036957865,"1,2,6,7,8,9,10,11,13,16,17,19,20,21,23,24,26,27,28,29,30,31,32,34,35,37,38,40,41,42,44,46,49",446.54475576813087,,3.5298249742566576,"1,2,7,8,9,17,20,23,29,40,44,49"
24,281.5031536566149,"0,1,2,7,9,10,17,20,22,32,35,37,43",360.4996226722717,"17,20,32,37,43",188.6730815849326,"0,1,2,4,6,7,9,10,11,13,14,17,20,21,22,25,26,32,35,37,41,43,46",437.3922105646108,,14.55499191376258,"0,1,2,7,9,10,17,20,32,35,37,43"
25,288.7304018800804,"4,8,12,13,20,22,26,29,36,40,43,46,48",320.0750313587055,"13,22,29,36,40,43,46,48",123.80673452874083,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",433.419205284122,,13.356806738632258,"4,8,12,13,22,26,29,36,40,43,46,48"
26,256.9996696285913,"1,6,11,20,22,28,31,32,37,39,43",365.3306558587443,"31,37,39,43",108.4377778957646,"1,3,6,7,11,12,17,18,19,20,21,22,24,26,28,30,31,32,36,37,39,40,42,43,44,45",403.4957403952278,,0.3636066961136951,"1,6,11,12,20,22,28,31,32,37,39,43"
27,267.6296381190778,"0,8,9,20,21,27,29,37,38,45",378.5192270543066,"20,21,29,37,38,45",145.24141927603958,"0,1,2,3,4,8,9,10,11,12,13,15,16,18,20,21,23,24,25,27,29,30,31,32,34,35,36,37,38,40,41,42,43,44,45,46,48,49",411.76855312387994,,89.50588696197502,"0,8,9,20,21,27,29,35,37,38,45"
28,267.9172906567309,"0,2,3,6,20,33,42,43,44,48,49",368.30874339897935,"42,43,44,48,49",114.38370109140624,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",415.916617511346,,0.5115669298936788,"0,2,3,6,10,20,33,42,43,44,48,49"
29,323.13511300257903,"6,10,14,16,17,19,21,25,33,38,43,46,47",408.5018095416498,"16,17,19,43,47",228.63984761531412,"1,3,4,5,6,7,8,9,10,11,14,16,17,18,19,21,25,26,27,29,33,34,36,37,38,41,42,43,46,47",460.7530405558533,,8.55351511772283,"6,10,14,16,17,19,25,33,38,43,46,47"
30,290.4079895516936,"2,3,10,13,21,24,25,29,32,36,39,45",376.0928497443549,"13,21,29,32,39,45",201.33037542378375,"0,1,2,3,4,5,6,7,8,9,10,13,15,16,17,21,22,24,25,27,28,29,31,32,35,36,38,39,40,41,42,43,45,48",448.05833385228897,,19.190296677889418,"2,3,10,13,21,24,25,29,32,36,39,45"
31,271.37057559110747,"4,5,7,9,37,38,39,42,46,47,49",325.1209138222801,"7,9,13,38,39,42,46,47",113.2043127676849,"0,2,3,4,5,6,7,8,9,10,11,13,15,20,21,22,23,24,26,27,29,30,31,32,36,37,38,39,40,42,44,45,46,47,49",421.0711806531652,,7.286466129773445,"4,5,7,9,13,37,38,39,42,46,47,49"
32,288.08156435483454,"9,10,12,15,16,31,33,35,36,45,48",348.58153184247647,"12,15,31,36,45,48",124.79177770473255,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",435.26833905354584,,14.270619514089896,"9,10,12,15,16,23,31,33,35,36,45,48"
33,286.4797178075999,"2,7,10,11,21,22,23,24,25,26,39",368.5057393322113,"11,21,23,24,26",208.18210456097447,"0,1,2,3,4,5,6,7,9,10,11,14,16,17,19,20,21,22,23,24,25,26,27,29,33,34,35,39,40,41,42,43,44,45,46,48,49",425.1703884668731,,162.30808290370973,"2,4,7,10,11,17,22,24,25,26,39,41"
34,290.47980114630093,"1,6,9,13,17,25,27,34,36,43,48,49",481.9304898657398,"36,43,49",97.58776953652784,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49",413.19568648771474,,7.205559871565233,"1,9,13,17,18,25,27,34,36,43,48,49"
35,295.26648467843097,"9,11,17,29,30,35,38,39,40,43,48",385.0662020488929,"17,39,40,43,48",159.06488081713042,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",452.3282733607253,,115.61951662229824,"4,9,11,17,23,29,30,35,39,40,42,43"
36,280.1442006239078,"4,21,22,25,26,30,33,35,44,48,49",373.9465419936552,"21,30,33,35,44,48,49",95.03082142164028,"4,11,12,18,20,21,22,25,26,28,30,33,35,37,39,44,45,46,47,48,49",438.0600374986664,,5.0694103116754485,"4,21,22,25,26,30,33,35,37,44,48,49"
37,317.6658510440805,"1,6,8,10,17,19,24,30,35,39,41,44",447.7344408773453,"39,41,44",123.3209836324373,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19,21,23,24,25,26,27,29,30,31,32,33,35,36,37,38,39,40,41,43,44,45,46,47,48,49",459.7091394541976,,15.97729871887234,"1,6,8,10,17,19,24,35,39,41,44,47"
38,303.11072378985523,"0,1,6,7,15,23,24,27,28,37,38,44",474.58050736652,"24,44",116.04439647749604,"0,1,2,4,5,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",444.5912615399219,,88.30576371867045,"0,1,6,7,15,23,24,27,38,44"
39,309.8158363584671,"4,8,11,15,22,28,29,33,41",469.27244062472136,33,136.5432735141148,"0,1,2,3,4,6,7,8,9,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,40,41,42,43,45,46,47,48",400.57596454718146,,85.61039265335171,"4,8,9,11,15,22,26,29,32,33"
40,289.1216679756345,"6,17,18,25,26,28,30,34,35,37,39,47",473.4091204448881,"35,39,47",142.01359893393698,"0,1,2,4,6,7,9,10,12,14,15,16,17,18,19,21,25,26,27,28,29,30,31,34,35,37,38,39,42,43,44,47,48,49",455.7529506906858,,3.1320224982151736,"6,17,18,25,26,28,30,34,35,37,39,47"
41,296.5701885669432,"1,2,4,10,15,19,23,26,31,42,46,47,49",529.2740082687758,"31,47",172.2323153108698,"1,2,3,4,6,7,9,10,13,14,15,16,19,21,22,23,24,26,29,31,32,39,42,43,44,46,47,48,49",443.0271967963049,,15.255094959012675,"1,2,4,10,19,23,26,31,42,46,47,49"
42,260.6783239207806,"0,4,5,16,21,34,37,38,40,43,47,49",370.5277604506407,"21,34,37,40,47,49",218.73451340175177,"0,1,2,3,4,5,6,14,16,21,24,26,27,28,29,30,32,33,34,35,36,37,38,40,43,44,47,49",408.71946825332026,,3.48060312937019,"0,4,5,16,21,34,37,38,40,43,47,49"
43,275.2792517739415,"2,4,14,16,20,22,26,27,34,38,40,47",417.18672355580657,"26,27,34,40,47",110.16987196055614,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",435.68810100152587,,8.564502949647519,"2,4,14,16,20,22,26,27,34,38,40,47"
44,277.88034885704553,"0,2,5,14,15,21,23,24,39,41,43,44",404.69736171437086,"21,39,41,43,44",114.52669726741114,"0,1,2,3,4,5,6,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,47,48,49",439.4421060243431,,3.4264329946519885,"0,2,5,14,15,21,23,24,39,41,43,44"
45,287.26070139208235,"0,7,12,17,30,31,38,39,40,41",398.5987068758743,"31,38,40,41",94.9361961232738,"0,4,5,6,7,8,9,10,12,15,17,22,24,26,27,30,31,32,34,37,38,39,40,41,42,43,48",416.3843764408981,,9.911333381781242,"0,7,12,17,22,24,30,31,38,39,40,41"
46,276.66676991056914,"0,1,2,4,7,8,9,16,24,34,42,46",438.0509658341555,"24,42,46",128.32563555185942,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,23,24,25,27,29,30,31,32,33,34,35,36,37,38,42,45,46,47,49",424.35921809148846,,15.389137199286562,"0,1,2,4,7,8,9,16,24,34,42,46"
47,306.586319970327,"11,12,15,23,24,28,29,30,33,39,41",434.2714704414473,"23,30,33,41",159.81176609499025,"0,1,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,23,24,26,27,28,29,30,31,33,34,35,37,39,40,41,42,43,44,46,47",439.39971659803126,,119.01377433075297,"11,12,15,23,24,28,29,30,31,33,39,41"
48,279.303072626367,"1,3,4,6,7,8,16,31,34,36,42,44",476.094393810014,"36,42",120.96052778519328,"0,1,3,4,6,7,8,9,10,12,13,14,15,16,17,18,21,22,23,24,25,26,28,31,32,34,35,36,37,41,42,44,45,46,47,48",431.5178879748952,,0.3571978607755899,"1,3,4,6,7,8,16,31,34,36,42,44"
49,274.1413546828623,"0,1,2,6,11,13,23,29,31,35,45,46",342.8369645202821,"13,23,31,35,46",116.4585524661954,"0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,26,27,28,29,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",390.1873631558543,,12.625350013258265,"0,1,2,6,11,13,16,23,29,31,35,45,46"
50,303.38193261887767,"6,16,18,20,21,24,27,29,30,42",448.46012814924467,"24,27,29,30",100.95475623905682,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",430.6844972500247,,2.60078417992136,"6,14,16,18,20,21,24,25,27,29,30,42"
51,280.3278780788961,"4,7,11,13,22,24,28,31,36,37,44,45,46",351.2907935201584,"22,28,31,36,37,45,46",174.7695956365712,"3,4,5,6,7,8,9,10,11,12,13,14,20,21,22,24,25,27,28,29,31,36,37,38,40,41,42,44,45,46,47",426.6592749525675,,7.833628146892393,"4,7,11,13,22,24,28,31,36,37,45,46"
52,270.8520498238598,"1,14,16,17,18,20,21,29,31,34,38,44",396.1035759532653,"21,31,34,38,44",122.418131941781,"1,2,3,4,5,6,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,28,29,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",444.5935095043593,,82.90045065031474,"1,14,16,18,20,21,29,31,34,38,44"
53,300.7945983272849,"2,4,13,14,15,18,27,29,31,34,39,41,49",362.1476499632796,"14,18,27,29,31,39",135.02174360867366,"0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",452.2105644238985,,0.3457989762597673,"2,4,13,14,15,18,27,29,31,34,39,49"
54,298.11175272579226,"1,14,20,21,24,30,32,34,38,47,48,49",372.0998012507882,"14,21,38,47,48,49",109.80545434577894,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,47,48,49",445.2607964748194,,8.278230815240299,"1,14,21,24,30,32,34,36,38,47,48,49"
55,271.4040765709246,"0,2,4,9,14,16,25,27,34,42,44,45,48",376.5192992337543,"27,42,45,48",144.14418137670918,"0,1,2,4,6,9,11,12,13,14,16,17,18,19,21,22,24,25,26,27,28,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",402.1482378175336,,8.454550234159967,"0,2,4,14,16,25,27,34,42,44,45,48"
56,322.1739097593104,"6,10,14,17,24,25,28,29,30,39,48",321.00494515603106,"10,14,17,25,28,29,39,48",130.44779527590433,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",423.94888260723246,,98.4892258065883,"5,9,10,14,17,25,28,29,39,48"
57,276.46810440434285,"2,7,14,21,25,29,30,32,36,37,47,48",381.23380573491426,"29,30,36,37,47,48",133.47476267081615,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",451.709674486957,,16.289695237164732,"2,7,14,21,25,29,30,32,36,37,47,48"
58,269.6203144420342,"0,5,7,11,14,17,26,29,35,43,46,47,49",433.82062368417894,"35,43,49",108.16757774840852,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,16,17,18,19,20,21,22,23,25,26,27,29,30,31,32,35,36,37,38,39,41,42,43,44,45,46,47,48,49",417.2179734939282,,8.790609290576546,"0,5,7,11,14,17,29,35,43,46,47,49"
59,328.19950221906697,"0,4,7,10,19,23,26,30,37,39,44,49",412.92987258197235,"23,30,35,37,39,49",103.4209865998803,"0,3,4,5,6,7,8,10,18,19,20,21,23,24,26,27,30,33,35,37,39,42,43,44,46,49",447.9533404973812,,0.4525208686302059,"0,4,7,10,23,26,30,35,37,39,44,49"
60,298.78058843794554,"1,3,12,13,14,19,28,32,34,36,38,43,45,48",371.60911559393423,"12,28,32,38,43,45,48",112.53088339813873,"1,2,3,4,5,7,9,10,12,13,14,15,16,20,21,22,24,25,26,28,29,31,32,33,34,35,36,37,38,41,43,44,45,46,48",421.92037278829395,,5.120422268475053,"1,3,12,13,14,28,32,34,36,38,43,45,48"
61,270.6152613389628,"2,3,4,7,9,16,27,29,37,38,43,48",379.1597836739792,"29,38,43,48",105.0685828353712,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49",422.5247861849755,,14.229663176996226,"2,3,4,7,9,16,27,29,37,38,43,48"
62,277.845274496803,"2,4,5,7,10,13,14,16,29,33,34,38,45",377.54366379066454,"16,29,33,34,38",119.39227987060424,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",429.6222436184571,,10.054106619694087,"2,4,5,7,10,13,14,16,29,33,34,38,42,45"
63,362.8028714935075,"0,8,17,24,26,32,33,34,40,46",346.10479683375416,"24,32,33,34,40,46",131.5811462295432,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",455.8636856528352,,95.51659928236175,"0,4,24,26,32,33,34,40,46,49"
64,270.78218110638124,"4,5,7,9,15,25,26,37,40,43,48",464.78511586143173,"37,40,43",131.65082274955063,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",424.4034493827255,,106.38155718948408,"4,5,7,8,9,15,20,25,37,40,43"
65,297.8499103865209,"4,8,11,16,27,28,35,40,41,43,44,48",358.6871655250957,"27,35,40,43,48",163.14411554291203,"0,1,2,4,8,10,11,15,16,17,19,22,25,26,27,28,35,39,40,42,43,44,45,47,48",432.6046557984997,,2.675184330936777,"4,8,11,16,22,27,28,35,40,43,44,48"
66,257.8937826564935,"4,8,9,11,21,38,40,42,43,47,48,49",311.63111785038245,"40,42,43,47,48,49",150.21511340604545,"0,2,4,5,8,9,10,11,14,15,19,21,22,23,24,25,34,35,38,40,42,43,45,46,47,48,49",407.60157326586335,,6.994942530863942,"4,8,9,11,21,38,40,42,43,47,48,49"
67,255.32157201895996,"2,3,4,7,12,22,27,29,32,34,35,37",360.3877101048784,"27,29,34,35,37",135.56380613654113,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",407.5773887381083,,2.997613640368381,"2,3,4,7,12,22,27,29,32,34,35,37"
68,299.8255307647999,"5,9,11,13,18,22,25,27,29,35,38,40",314.2787453629568,"18,25,27,29,38,40",104.9288088276708,"0,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",462.03778434649786,,3.840135603582172,"5,9,11,13,18,22,25,27,29,35,38,40"
69,253.23812215791992,"2,9,10,14,19,20,25,29,36,37,42,47,48",416.7619493303608,"36,37,42,47,48",113.92122713692127,"0,2,9,10,11,13,15,19,20,21,22,25,29,30,32,36,37,38,40,42,43,47,48,49",407.7892115770206,,14.194143312494546,"2,9,10,19,20,25,29,36,37,42,47,48"
70,274.69214918287383,"2,11,15,18,19,20,28,41,42,44,46,47",300.10253329611817,"19,20,28,41,42,44,46,47",97.75582760048572,"0,1,2,3,4,5,7,8,9,11,12,13,14,15,17,18,19,20,21,22,24,25,26,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,47,49",424.0676315182758,,8.222252820911983,"2,11,15,18,19,20,28,41,42,44,46,47"
71,305.0976412307688,"6,11,12,13,15,23,29,31,37,38,46",339.3295797728487,"12,15,23,29,31,37,38,46",107.03898229837984,"1,4,5,6,8,9,10,11,12,13,14,15,17,19,20,22,23,25,26,27,29,31,32,33,35,36,37,38,42,43,44,46,49",442.7046550450337,,13.106403134189325,"6,11,12,13,15,23,26,29,31,37,38,46"
72,302.7733125605509,"3,12,14,17,19,21,23,32,36,48",321.42911437510605,"12,14,17,21,36,48",131.81134665569255,"1,2,3,5,6,7,9,10,12,13,14,17,19,21,23,24,25,28,29,31,32,33,34,36,37,39,41,42,45,47,48",419.96224073011246,,86.54593629175203,"5,12,14,17,19,21,23,34,36,37,48"
73,295.76563978757775,"0,5,8,9,10,14,17,22,34,35,46,47,48",318.9110834682125,"14,17,34,46,47,48",129.3129124176905,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",435.293824196416,,11.838870579303858,"0,5,10,14,17,18,22,34,35,46,47,48"
74,253.3242690908012,"0,9,13,14,28,32,33,38,42,45,47,48",310.4349925864114,"14,28,33,38,42,45,47,48",128.43024234668337,"0,1,2,4,9,11,13,14,15,16,17,19,24,27,28,29,30,32,33,34,35,37,38,39,41,42,45,47,48",422.9899264048251,,0.3897525254749429,"0,9,13,14,28,32,33,38,42,45,47,48"
