simulation,RandomForest_mse,RandomForest_features,XGBoost_mse,XGBoost_features,LassoNet_mse,LassoNet_features,LASSO_QUT_mse,LASSO_QUT_features,HarderLASSO_QUT_mse,HarderLASSO_QUT_features
10,219.84749072778348,"1,3,4,5,21,22,23,25,40,41",403.3283810085679,"21,22,40,41",107.66168538800316,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49",378.4789931764779,,4.912334210567127,"1,3,4,5,21,22,23,25,40,41"
11,244.9983520304291,"2,3,10,12,16,17,19,23,30,31,37,42,46,48",261.4481622788808,"17,19,23,30,31,37,46",116.10321464547675,"2,3,5,6,8,10,11,12,13,14,16,17,19,21,22,23,24,26,27,30,31,37,38,40,41,42,43,45,46,47,48,49",328.0954534183823,,3.406792288287847,"3,8,16,17,19,23,30,31,37,46"
12,221.5485861031507,"6,7,14,15,20,23,29,34,42,44,45,48",214.59050165789284,"14,15,20,23,34,42,44,48",79.29343653994225,"0,1,2,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",349.7550177105877,,10.259510020477766,"6,7,14,15,20,23,34,42,44,45,48"
13,225.57560398608592,"0,2,4,7,8,12,27,28,34,42,43",300.9970808903224,"27,28,34,42,43",86.85365085188437,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,47,48,49",387.59739394968943,,8.59255801782811,"0,2,7,8,12,27,28,34,42,43"
14,221.38347709985615,"0,2,3,9,13,14,16,21,32,38,45,47",253.96740147088096,"9,13,16,21,32,45,47",79.05104555292104,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49",362.9943366152643,,0.2563430101819338,"2,3,9,13,16,21,32,38,45,47"
15,202.49406734723033,"3,4,11,23,32,33,35,41,46,48",272.86720943322035,"11,33,35,41,46,48",85.8983318764599,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",368.9400258136482,,0.2953175489076654,"3,4,11,23,32,33,35,41,46,48"
16,206.3623413843979,"7,8,9,14,17,23,24,29,30,43",251.05046864715084,"14,17,24,29,30,43",90.91746854043984,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",358.18776008790644,,2.919388344139648,"7,8,9,14,17,23,24,29,30,43"
17,211.92080595330015,"4,7,8,11,14,22,28,36,40,41,49",221.98360208797547,"8,11,14,22,28,36,40,49",82.48992696681907,"1,2,3,4,5,7,8,9,10,11,12,14,15,16,18,20,21,22,23,25,27,28,29,31,32,33,34,35,36,38,39,40,42,44,45,46,47,49",358.7346643745252,,0.356973019130847,"4,7,8,11,14,22,28,36,40,49"
18,252.27740406975025,"8,10,14,19,26,27,31,34,38,46",271.50262290087437,"8,14,19,27,34,46",82.10164240828273,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,24,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",388.2115176616518,,3.4958179733059125,"8,10,14,19,26,27,31,34,46,48"
19,208.16824672913893,"6,9,12,13,19,25,27,31,33,45,48",260.8495210680233,"12,19,25,27,33,45,48",82.01064062199457,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,36,37,39,40,41,42,43,45,46,47,48,49",336.58457831897914,,0.2535433926731112,"6,9,12,13,19,25,27,33,45,48"
20,212.5148587868508,"8,10,17,18,19,31,36,45,47,49",210.2770400664044,"10,17,18,19,31,36,45,47,49",93.48618949778118,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",365.4110131907756,,0.3622449054788544,"8,10,17,18,19,31,36,45,47,49"
21,204.24492501480563,"5,23,29,34,35,37,42,44,48,49",277.933382981825,"23,29,37,42,44,49",72.69724589214646,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",361.922482592013,,0.464694271733976,"5,23,29,34,35,37,42,44,48,49"
22,241.6967758198736,"2,6,12,15,18,27,29,31,32,48",416.61056407075887,"27,29,48",107.4776104108617,"1,2,3,4,5,6,7,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,44,45,46,47,48",385.69115384348805,,3.18172626410841,"2,6,12,15,18,27,29,31,32,48"
23,205.929697753236,"3,6,13,26,27,31,43,44,48,49",330.86647819292625,"26,31,43,48",75.92082634106372,"0,1,3,4,5,6,7,8,9,10,12,13,14,15,16,17,20,22,23,24,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",333.23957831170003,,8.177764452945036,"3,6,13,24,26,27,31,43,48,49"
24,215.86348082085735,"1,12,14,20,23,26,28,43,45,48",298.7309196382937,"23,28,43,45,48",81.53562300238106,"0,1,2,3,4,5,8,9,10,12,13,14,15,16,17,18,20,21,22,23,24,25,26,28,29,30,31,32,33,34,37,38,39,40,41,42,43,45,46,47,48,49",362.8942601974935,,4.26997654579945,"1,12,14,20,23,26,28,43,45,48"
25,219.239063971268,"0,1,3,10,18,21,33,35,38,41,48",270.7372516895961,"21,33,35,38,41,48",97.00710312338344,"0,1,2,3,4,5,6,8,9,10,11,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,30,31,32,33,34,35,37,38,39,41,42,43,44,45,46,48",355.1042839347526,,3.171405484343462,"0,1,10,18,21,33,35,38,41,48"
26,206.7313471879371,"3,7,14,19,21,22,23,28,33,45,47",225.66146841188785,"14,19,21,22,23,28,33",75.50573395587047,"0,3,5,6,7,10,14,19,21,22,23,25,28,33,45",351.95226338122376,,0.3071153580941087,"3,7,14,19,21,22,23,28,33,45"
27,210.29466892921144,"1,6,8,11,15,23,42,43,45,49",329.7153117977733,"23,42,43,49",83.35409763843732,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,42,43,44,45,46,47,48,49",354.3419585964371,,3.049015719516083,"1,6,8,11,15,23,42,43,45,49"
28,207.01724119460428,"4,6,7,10,11,12,31,41,42,45",242.79291159860867,"11,12,31,41,42,45",91.56329019391104,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,18,19,20,21,22,24,25,26,27,29,31,33,34,35,36,37,39,40,41,42,43,44,45,46,47,48,49",363.3874579226881,,2.80708431869636,"4,6,7,10,11,12,31,41,42,45"
29,202.39733240567165,"14,16,18,23,26,31,34,38,47,48",275.4172927978781,"23,26,31,34,38,47,48",122.03949594688967,"0,13,14,16,18,19,20,23,25,26,27,28,29,31,34,36,37,38,42,44,46,47,48",346.75380201142974,,0.2312054386640621,"14,16,18,23,26,31,34,38,47,48"
30,236.46954741596463,"3,13,18,26,31,33,37,41,42,49",237.7106148192831,"13,18,26,31,33,49",83.18669985565046,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,28,29,31,32,33,34,35,36,37,40,41,42,43,44,45,46,47,48,49",382.820134255279,,3.4000056441011544,"3,13,18,21,26,31,33,37,42,49"
31,188.7855562995564,"1,11,13,29,36,38,43,44,47,49",309.4392861309074,"29,43,44,47,49",72.55888490403294,"0,1,2,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20,25,26,27,28,29,32,33,34,36,38,39,40,42,43,44,45,46,47,48,49",344.2376226248817,,0.2347169968433581,"1,11,13,29,36,38,43,44,47,49"
32,228.02231779824191,"0,2,3,9,11,18,28,35,37,46",350.8859212216259,"18,28,37,46",81.18018835089791,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",344.24609755609663,,7.615432961314125,"0,2,3,9,11,13,18,28,37,46"
33,244.13426416933413,"2,3,10,17,28,30,34,37,38,39,47",253.28638947762013,"2,30,34,37,38,39,47",78.53404428514493,"0,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49",410.49243420932896,,0.2576178683145782,"2,3,10,17,30,34,37,38,39,47"
34,250.22094058141823,"9,21,24,25,26,28,39,42,43,46",276.3071569359164,"24,26,28,39,42,43,46",89.19523950425983,"1,2,3,4,5,8,9,10,12,14,21,22,24,25,26,27,28,29,30,31,33,36,37,39,40,41,42,43,44,45,46,48,49",360.73551564715905,,3.042069163022604,"8,9,24,25,26,28,39,42,43,46"
35,221.94496332340591,"1,10,15,16,23,24,25,27,37,39",291.55659118106365,"24,25,27,37,39",91.79322766680762,"0,1,2,3,4,6,7,8,9,10,11,12,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,49",388.8150100409013,,9.78587376174758,"1,10,15,16,23,24,25,27,37,39"
36,226.6668921785988,"2,3,8,10,11,20,23,28,34,41,48",312.3680053761452,"20,23,28,34,41,48",81.20459049105347,"0,2,3,4,5,8,9,10,11,12,13,14,15,16,18,19,20,22,23,24,25,26,27,28,29,30,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49",372.4841591988253,,3.346474581995189,"3,8,10,11,20,23,28,34,41,48"
37,210.97604211999183,"0,4,5,16,22,23,27,35,37,38,40",372.143218046722,"23,35,38,40",83.96846203607582,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,47,48,49",372.3992020637104,,7.575034759647498,"0,4,5,16,22,23,27,35,38,40"
38,209.10487528535643,"2,4,9,10,16,21,23,37,41,42,47",335.66379529218057,"23,37,42,47",86.61987716352422,"0,1,2,3,4,6,8,9,10,11,12,13,14,15,16,17,18,20,21,23,24,25,26,27,28,32,34,35,37,39,41,42,43,44,45,46,47,48,49",337.69287624067715,,2.7192587520353273,"2,9,10,16,21,23,37,41,42,47"
39,234.39466306725248,"1,8,12,15,18,30,34,36,38,42,49",317.30321942048863,"30,34,36,38,42,49",99.0328642446679,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,32,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49",373.6242568532079,,3.165317595897489,"8,12,15,18,30,34,36,38,42,49"
40,217.24835624796825,"3,4,6,12,15,17,20,21,40,41,46",398.3341804773254,41,87.8911463916924,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",362.96372843704097,,9.069560461412028,"3,4,6,15,17,20,21,40,41,46"
41,220.12597585745144,"2,7,26,27,28,31,35,37,41,46,48",282.69546526257415,"26,27,31,35,37,41,46,48",85.74932114528004,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18,19,20,21,22,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,41,42,43,44,46,47,48,49",366.01985511325216,,4.649014921854205,"2,7,26,27,28,31,37,41,46,48"
42,285.352136959123,"7,13,14,22,29,32,41,42,43,46",345.5740719393752,"29,32,41,42,43,46",89.7399668575131,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",401.7738348424999,,3.340907513631089,"7,13,14,22,29,32,36,41,43,46"
43,241.9836358782888,"2,19,24,34,35,37,40,42,44,45,47,48",291.37970485130745,"19,37,42,45,47,48",89.11403975441767,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",356.1758124966144,,9.93081851182308,"2,19,24,34,35,37,40,42,45,47"
44,225.36355350856425,"10,11,13,16,19,20,22,28,37,40",275.8792402003211,"13,16,19,20,22,37,40",85.54490978795121,"1,2,4,6,8,10,11,12,13,14,16,17,18,19,20,21,22,24,26,27,28,29,30,31,33,34,35,36,37,39,40,41,42,43,44,46,47,48,49",378.1916644703436,,3.1303937856927906,"10,11,13,16,19,20,22,28,37,40"
45,237.4735253659183,"10,15,16,18,25,26,28,44,46,48",284.7603502184667,"10,25,26,44,46,48",78.82397897976314,"0,1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,43,44,45,46,47,48,49",383.7185902559144,,0.3614985052292556,"10,15,16,18,25,26,28,44,46,48"
46,213.704001230793,"3,5,9,14,16,18,19,22,32,35,40",255.833397129327,"9,16,19,22,32,35,40",81.93280370468344,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,32,33,35,36,37,38,39,40,41,42,44,45,46,47,48,49",335.7314567247977,,9.14146734519804,"3,5,9,14,16,19,22,32,35,40"
47,210.28237620424864,"5,7,13,18,28,30,31,34,37,39",343.954932055888,"28,30,31,37",78.4189630325435,"0,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,27,28,29,30,31,32,34,36,37,38,39,40,41,42,43,47,48,49",351.78047347367334,,8.366210005312825,"5,7,13,18,28,30,31,34,37,39"
48,221.8942940327674,"6,7,13,16,21,22,23,27,32,37,48",331.72078648153087,"16,21,22,23,27",77.24228471568844,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",382.3396655736383,,3.3166011270870923,"6,7,13,16,21,22,23,27,32,37"
49,214.11117060070188,"3,4,11,15,19,22,24,37,38,40,45",263.1977745174603,"15,19,22,24,38,40,45",69.27653621553992,"0,2,3,4,5,7,8,10,11,12,13,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47",352.87005190714734,,2.9264021001501153,"3,4,11,15,19,22,24,37,38,45"
50,232.5049866911018,"2,5,8,11,12,15,23,26,42,44,45",271.82961739484233,"11,12,23,42,45",86.23216673006527,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",352.382048731503,,2.8142296128053212,"5,8,11,12,15,23,26,42,44,45"
51,239.1801877236763,"5,8,9,16,19,23,29,30,31,34",334.15818754398055,"16,23,31,34",73.39697970975585,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,31,34,35,36,37,38,39,40,42,43,44,45,46,47,48,49",354.7875119552972,,9.708224827734664,"3,5,8,9,16,19,23,29,31,34"
52,232.03234367556183,"1,7,18,19,24,27,32,37,42,46",262.1844748094454,"18,19,24,27,32,37,42,46",93.73254580620495,"0,1,2,3,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",374.6487220248566,,0.2839140296115802,"1,7,18,19,24,27,32,37,42,46"
53,207.48348935575876,"1,6,20,23,25,33,36,40,42,47",316.3195615547974,"25,33,36,42,47",83.08887626717986,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",365.9674753205512,,9.366411105537829,"1,6,20,23,25,33,36,40,42,47"
54,234.9126301950342,"0,5,7,10,11,13,19,24,28,31,34,37,39,48",388.5988110347656,"28,31,34,37,39,48",83.61207352539495,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29,30,31,32,34,36,38,39,40,41,43,45,46,47,48,49",364.76650618541703,,2.9834356523435783,"0,7,10,11,19,24,28,31,34,39"
55,205.39960072531625,"5,15,20,24,25,31,34,36,44,46",231.8455514927435,"15,20,24,31,34,36,44,46",70.20523487049499,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,38,39,40,42,43,44,45,46,47,49",371.81903446554577,,0.3281027417846491,"5,15,20,24,25,31,34,36,44,46"
56,243.6112720869014,"2,6,7,12,20,31,36,38,40,44,48",241.5530982029718,"12,31,36,38,40,44,48",86.18392339166012,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,19,20,21,22,23,26,28,29,30,31,32,33,34,35,36,38,39,40,41,42,43,44,45,46,47,48,49",376.89846799736665,,0.1980642335003547,"2,6,7,12,31,36,38,40,44,48"
57,214.14221432778473,"3,13,30,32,33,35,37,38,39,45",280.91749057417366,"30,32,33,35,38,39,45",86.59626837381732,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,44,45,46,47,48,49",367.82027411632447,,0.3145425237788807,"3,13,30,32,33,35,37,38,39,45"
58,200.09038253818431,"3,11,17,18,19,23,34,41,45,47",244.1050120463701,"17,18,19,23,34,41,45,47",123.95372733213884,"3,6,11,17,18,19,22,23,27,34,35,36,41,45,47",358.4834490173322,,0.4184072491882498,"3,11,17,18,19,23,34,41,45,47"
59,188.15676128386684,"3,5,8,12,23,30,34,35,37,42,45",250.6884985026211,"30,34,35,37,42,45",77.1159186703045,"0,1,2,3,5,6,7,8,10,11,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,30,31,33,34,35,36,37,39,40,41,42,45,46,48,49",336.3631199715784,,0.2299376919414278,"3,5,8,23,30,34,35,37,42,45"
60,200.78274838936107,"0,6,11,14,15,17,22,28,29,44",251.44342593115127,"11,14,17,22,28,44",81.62106012403957,"0,1,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",355.45043184781207,,0.3432927836804072,"0,6,11,14,15,17,22,28,29,44"
61,213.12130549576335,"3,9,13,17,19,24,32,33,39,40,47,48",314.1083460371357,"17,32,33,39,40,47",81.3394406057286,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",344.3002186267285,,0.2280818653391562,"3,9,13,17,24,32,33,39,40,47"
62,217.64999952671835,"5,6,13,14,21,22,28,32,40",267.8551329940499,"6,21,22,28,32",81.77455270782815,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,48,49",335.72943769261343,,3.515744640668876,"5,6,11,13,14,21,22,28,32,40"
63,217.04351420153063,"1,8,10,15,17,22,30,35,37,42,45",246.46659713668004,"15,17,22,35,37,42,45",80.90602000228624,"0,1,2,3,4,5,6,7,8,9,10,11,13,15,16,17,19,21,22,23,24,25,27,28,29,30,31,33,34,35,36,37,39,40,42,43,44,45,46,47,48,49",366.30095664274046,,3.1348741411889987,"1,8,10,15,17,22,35,37,42,45"
64,228.73139281300072,"10,14,28,29,30,32,33,36,38,47,49",192.65933819873305,"14,28,29,30,36,38,47,49",82.50159428233391,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",385.42068934943353,,3.280261146756765,"10,14,28,29,30,33,36,38,47,49"
65,217.25856304873076,"0,1,4,16,17,21,36,41,45,47",343.7679285399794,"21,41,45,47",88.82410854047428,"0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,39,40,41,42,43,44,45,46,47,48,49",351.37968323165774,,0.2358011195024517,"0,1,4,16,17,21,36,41,45,47"
66,217.6687114909376,"10,13,17,27,36,37,39,40,45,49",241.0336174458293,"10,13,17,37,39,40,45,49",90.56473237062266,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,48,49",363.6806952217676,,0.2374568389288528,"10,13,17,27,36,37,39,40,45,49"
67,207.16162294396048,"4,12,13,15,20,21,24,29,30,36",276.1525602182492,"13,20,24,29,30,36",78.56875515659479,"0,1,3,4,5,6,7,9,12,13,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35,36,39,40,41,42,43,44,45,46,47,48,49",369.08578001329573,,0.3339221507387055,"4,12,13,15,20,21,24,29,30,36"
68,193.60321388384455,"0,1,4,15,26,28,40,45,46,48",319.4616811442656,"26,40,45,46,48",94.89843092685518,"0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",319.5314436353057,,3.965765867389923,"0,1,4,15,26,28,40,45,46,48"
69,224.58080195121804,"8,21,24,26,30,36,41,44,47,48",268.884133715665,"24,30,36,41,44,47,48",85.47392767198353,"0,1,2,3,4,6,8,10,11,12,13,14,15,17,18,19,20,21,24,26,28,29,30,31,32,34,35,36,37,38,41,43,44,45,46,47,48,49",391.8405550264657,,2.974312532955406,"8,21,24,26,30,36,41,44,47,48"
70,217.65420104238697,"2,6,8,24,27,32,34,38,46,47",265.5566946254891,"27,32,34,38,46,47",86.57573277816977,"1,2,3,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,23,24,25,27,28,30,32,33,34,35,36,37,38,39,40,41,42,44,46,47,48,49",352.29058967168186,,0.2682899403527909,"2,6,8,24,27,32,34,38,46,47"
71,238.22146938091052,"4,8,12,17,21,22,23,27,28,30,31,38,48",244.6856738310456,"17,23,27,28,38,48",71.26842355332288,"0,1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,33,35,36,37,38,39,40,43,44,45,46,47,48,49",347.6785614169984,,0.2689175113171561,"4,12,17,21,22,23,27,28,38,48"
72,237.69396708375547,"2,17,18,24,25,27,35,38,39,42,48",197.68476320329012,"17,18,25,27,35,38,39,42",84.14274236346675,"0,1,2,3,4,5,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49",352.8506004295698,,0.2840991871122039,"2,17,18,24,25,27,35,38,39,42"
