simulation,HarderLASSO_QUT_c_index,HarderLASSO_QUT_features,LASSO_QUT_c_index,LASSO_QUT_features,HarderLASSO_QUT_ANN_c_index,HarderLASSO_QUT_ANN_features,LASSO_QUT_ANN_c_index,LASSO_QUT_ANN_features,AIC_c_index,AIC_features,BIC_c_index,BIC_features,LASSO_CV_c_index,LASSO_CV_features,LassoNet_c_index,LassoNet_features,CoxPH_c_index,CoxPH_features
0,0.6349786715417428,"2,4,5",0.642088157627463,"2,4,5",0.6401245852799783,"2,4,5",0.6395490554539914,"2,4,5",0.6408693885841966,"4,5,2,6",0.6398537477148081,"4,5,2",0.6477418918003928,"2,3,4,5,6,7,8",0.637957884758616,"0,1,2,3,4,5,6,7,8",0.6504841221477419,
1,0.6432215495544521,"2,4",0.6297870893136521,4,0.6297190667301544,4,0.6297190667301544,4,0.6630841439357866,"4,5,2,3",0.6630841439357866,"4,5,2,3",0.6757363444663629,"2,3,4,5,6,7,8",0.6688320522413441,"0,2,3,4,5,7,8",0.6683218828651112,
2,0.6659218273391502,"2,4,5,6",0.6669858835213166,"2,4,5,6",0.6765978577002199,"2,4,5",0.6763141093849755,"2,4,5",0.6562389160814358,"4,5,2,6,3",0.6667730722848834,"4,5,2,6",0.6572320351847911,"2,3,4,5,6,7,8",0.6697169610555437,"0,1,2,3,4,5,6,7,8",0.6543236149535362,
3,0.6497361918119281,"4,5",0.6484004541508048,"4,5",0.6392840446136379,"4,5",0.6404862085086489,"4,5",0.642890536298671,"4,5,2",0.6497361918119281,"4,5",0.6387497495491885,"0,1,2,3,4,5,6,7,8",0.6519067655112536,"0,1,2,3,4,5,6,7,8",0.6390836839644694,
4,0.6475951374207188,"4,5,8",0.6477272727272727,"4,5,8",0.6511958245243129,"4,5",0.6619318181818182,"4,5,8",0.6627576638477801,"4,5,8,7,2",0.6542679704016914,"4,5,8,7",0.6549286469344608,"0,1,2,3,4,5,6,7,8",0.6619318181818182,"0,1,2,3,4,5,6,7,8",0.6534090909090909,
5,0.6622108843537415,"2,4,5",0.6607823129251701,"2,4,5",0.6618027210884354,"2,4,5",0.6689455782312925,"2,4,5",0.6623469387755102,"4,5,2",0.6623469387755102,"4,5,2",0.677687074829932,"0,1,2,3,4,5,6,7,8",0.6830612244897959,"0,1,2,3,4,5,6,7,8",0.6781632653061225,
6,0.6232840549102429,"2,4",0.6232840549102429,"2,4",0.6298508447729673,"2,4",0.6298508447729673,"2,4",0.6537750791974657,"4,2,5,3,0",0.679448257655755,"4,2,5",0.6645657338965153,"0,2,3,4,5,6,7,8",0.6765443505807814,"0,1,2,3,4,5,6,7,8",0.6636087645195353,
7,0.7125278862242053,"4,5",0.7116215839375348,"4,5",0.7058003346346905,"4,5",0.7048940323480201,"4,5",0.7141662018962632,"4,5,2",0.7128067484662577,"4,5",0.7179656999442275,"0,2,4,5,6,7,8",0.704824316787507,"0,1,2,4,5,7,8",0.7147239263803681,
8,0.634375,"4,5,8",0.634765625,"4,5,8",0.6437825520833333,"4,5",0.6498372395833333,"2,4,5,8",0.6324869791666666,"4,5,2,8",0.6306966145833334,"4,5,2",0.6440755208333333,"2,4,5,8",0.6522135416666667,"0,1,2,3,4,5,8",0.6369791666666667,
9,0.6523402801503245,"2,4,5",0.6517936453706867,"2,4,5",0.6532285616672361,"2,4,5",0.6528185855825077,"2,4,5",0.6516569866757772,"4,5,2",0.6516569866757772,"4,5,2",0.6595148616330714,"2,4,5,6,7,8",0.6604031431499829,"0,1,2,3,4,5,6,7,8",0.6578749572941578,
10,0.6315737510695715,"2,4,5",0.6294675179358915,"2,4,5",0.6481274271045876,"2,4,5",0.6473046797867439,"2,4,5",0.633087606134404,"5,4,2,6",0.6302573553610216,"5,4,2",0.6391759362864478,"0,1,2,3,4,5,6,7,8",0.66385835582176,"0,1,2,4,5,6,7,8",0.6375962614361878,
11,0.6723304276763824,"4,5,6",0.6732157450286026,"4,5,6",0.6800939798420049,"4,5",0.6716494143285209,"4,5,6",0.6612639607736311,"5,4,6,7,8,2",0.6850313266140017,"5,4",0.6500953418687007,"0,1,2,3,4,5,6,7,8",0.6497548351947698,"0,1,2,3,4,5,6,7,8",0.6476436938163987,
12,0.6631222812953117,"4,5",0.663674653041497,"4,5",0.6253538631498999,4,0.664641303597321,"4,5",0.6749982738382931,"4,5,2,6,8,7",0.6636056065732238,"4,5",0.6741006697507422,"0,1,2,3,4,5,6,7,8",0.6635365601049507,"0,1,2,3,4,5,6,7,8",0.673479251536284,
13,0.6654080134256346,"4,5",0.6681350954478708,"2,4,5,6",0.6675057688273547,"4,5",0.6647087616250612,"2,4,5,6",0.6682749458079854,"4,5,2,6",0.6813859170687364,"4,5,2",0.6767358925949234,"2,4,5,6",0.6871547444234669,"0,1,2,3,4,5,6,7,8",0.6770155933151528,
14,0.6357986111111111,"4,5",0.6388541666666666,"4,5",0.6367361111111111,"4,5",0.6366666666666667,"4,5",0.6413194444444444,"4,5,2,6,3,8,7",0.6456597222222222,"4,5,2",0.635,"2,3,4,5,6,8",0.6415972222222223,"0,1,2,3,4,5,6,7,8",0.6396527777777777,
15,0.6594477344718358,"2,4,5",0.6622021760088143,"2,4,5",0.6576573474727999,"2,4,5",0.657519625395951,"2,4,5",0.6615135656245696,"4,5,2",0.6615135656245696,"4,5,2",0.6545930312629115,"2,3,4,5,6,7,8",0.6540077124363035,"2,4,5,7,8",0.6527337832254511,
16,0.6671063593446265,"4,5",0.6673840599833379,"4,5",0.6582199389058595,"4,5",0.658497639544571,"4,5",0.653811441266315,"4,5,8,7",0.6669675090252708,"4,5",0.660580394334907,"2,3,4,5,6,7,8",0.663218550402666,"0,2,4,5,6,7,8",0.6544015551235768,
17,0.673100700645693,"4,5",0.6723451023492238,"4,5",0.6808627558730594,"4,5",0.6839538398131612,"2,4,5",0.674371479598846,"5,4,2",0.674371479598846,"5,4,2",0.6865984338508037,"2,4,5",0.6856367632916609,"0,2,4,5",0.7000961670559143,
18,0.6951931563582049,"4,5",0.6955326227170887,"4,5",0.6872496435603231,"4,5",0.6863670310272252,"4,5",0.685111005499355,"4,5,2,6",0.6952610496299817,"4,5",0.691221399959264,"2,4,5,6,8",0.6913571865028175,"0,1,2,3,4,5,6,7,8",0.6954986760812003,
19,0.6653585206864441,"2,4,5,6",0.666223227351337,"2,4,5,6",0.6650259411999467,"2,4,5",0.6650259411999467,"2,4,5,6",0.6673539976054277,"4,5,2,6",0.6673539976054277,"4,5,2,6",0.6688173473460157,"2,4,5,6",0.6595716376213915,"2,3,4,5,6,7,8",0.6775309298922443,
20,0.7036134512288519,"2,4,5",0.7036830745665947,"2,4,5",0.6544245631135557,"2,4",0.7063287614008216,"2,4,5",0.7102972916521618,"4,2,5,8,7",0.7042400612685372,"4,2,5",0.6941446772958295,"0,1,2,3,4,5,6,7,8",0.6986701942491123,"0,2,4,5,6,8",0.6944231706468008,
21,0.6173275574808397,"4,5",0.6342552482505831,"2,4,5,6",0.6408530489836721,"4,5",0.6344551816061312,"2,4,5",0.6307897367544152,"5,4,2,6,8,7",0.6176607797400866,"5,4",0.6291236254581806,"0,1,2,3,4,5,6,7,8",0.6391202932355882,"1,2,3,4,5,6,7,8",0.6289903365544819,
